,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 295,32.6,0.2,16.1,20.4,0.4,0.2,0.1,29.9,Topic 0,32.6
Document 296,7.9,2.3,52.3,2.2,0.0,3.1,5.2,27.0,Topic 2,52.3
Document 297,1.2,26.4,5.1,10.8,0.0,0.5,0.1,55.8,Topic 7,55.8
Document 298,3.8,0.0,5.5,7.9,0.0,0.0,5.2,77.6,Topic 7,77.6
Document 299,0.0,0.4,0.0,2.4,0.0,26.3,20.1,50.7,Topic 7,50.7
Document 300,0.7,0.0,57.5,0.1,0.0,0.2,0.3,41.1,Topic 2,57.5
Document 301,7.7,15.2,0.1,0.3,0.0,0.0,0.0,76.6,Topic 7,76.6
Document 302,0.1,0.0,40.4,0.0,0.0,21.9,0.1,37.6,Topic 2,40.4
Document 303,33.7,0.0,19.4,0.0,0.0,0.1,14.6,32.0,Topic 0,33.7
Document 304,43.5,10.9,4.2,0.0,0.1,0.1,1.4,39.8,Topic 0,43.5
Document 305,0.1,0.0,32.0,0.1,31.7,19.4,8.5,8.3,Topic 2,32.0
Document 306,36.3,6.8,26.4,6.7,0.1,2.9,0.1,20.8,Topic 0,36.3
Document 307,5.4,0.0,36.4,0.1,0.0,8.4,1.0,48.7,Topic 7,48.7
Document 308,19.9,0.0,0.1,2.0,0.0,3.5,15.1,59.3,Topic 7,59.3
Document 309,1.5,0.1,53.3,5.5,0.1,11.5,0.0,28.0,Topic 2,53.3
Document 310,1.3,7.5,16.0,14.7,0.0,13.5,21.3,25.6,Topic 7,25.6
Document 311,0.1,18.6,2.6,0.1,0.0,9.7,45.8,23.0,Topic 6,45.8
Document 312,36.0,8.9,0.2,1.0,20.6,0.1,10.4,22.8,Topic 0,36.0
Document 313,15.6,0.1,0.0,0.0,0.1,7.0,0.1,77.1,Topic 7,77.1
Document 314,5.1,23.5,0.0,0.5,0.0,4.4,0.1,66.5,Topic 7,66.5
Document 315,22.6,0.5,0.0,0.7,3.6,1.4,8.8,62.5,Topic 7,62.5
Document 316,31.3,24.6,2.1,0.0,0.0,0.0,41.9,0.1,Topic 6,41.9
Document 317,0.1,0.1,0.3,0.1,0.0,4.7,66.6,28.0,Topic 6,66.6
Document 318,0.1,0.1,20.2,7.5,0.0,33.0,4.8,34.2,Topic 7,34.2
Document 319,0.1,2.9,43.2,7.2,0.0,8.6,0.0,38.0,Topic 2,43.2
Document 320,2.0,0.0,0.0,22.7,0.0,0.1,39.2,36.0,Topic 6,39.2
Document 321,10.6,17.8,0.2,46.8,1.4,11.2,10.2,1.9,Topic 3,46.8
Document 322,1.0,0.0,38.2,0.0,19.0,25.5,0.0,16.2,Topic 2,38.2
Document 323,0.2,11.2,30.6,0.0,2.1,16.1,0.1,39.9,Topic 7,39.9
Document 324,10.0,0.0,25.6,0.0,0.0,13.3,42.5,8.6,Topic 6,42.5
Document 325,0.0,0.2,34.4,0.1,16.3,0.1,0.1,48.9,Topic 7,48.9
Document 326,24.7,18.0,3.8,0.5,0.2,10.3,8.5,34.0,Topic 7,34.0
Document 327,23.9,0.0,10.7,7.1,1.1,4.9,47.3,5.0,Topic 6,47.3
Document 328,0.8,0.1,18.5,8.9,33.6,0.1,28.4,9.5,Topic 4,33.6
Document 329,2.3,22.1,0.1,0.0,1.1,1.4,3.9,69.1,Topic 7,69.1
Document 330,85.2,0.3,1.5,0.2,11.9,0.3,0.5,0.1,Topic 0,85.2
Document 331,0.0,7.8,0.6,1.1,60.1,10.1,0.1,20.3,Topic 4,60.1
Document 332,18.0,22.9,9.2,13.6,0.0,7.6,4.8,23.8,Topic 7,23.8
Document 333,16.7,0.0,0.0,37.1,0.0,19.8,8.0,18.3,Topic 3,37.1
Document 334,2.3,4.9,15.3,0.0,2.0,14.5,8.1,52.8,Topic 7,52.8
Document 335,31.2,14.9,14.5,8.0,0.1,14.5,0.0,16.8,Topic 0,31.2
Document 336,0.0,13.5,26.6,1.4,0.0,6.0,0.0,52.5,Topic 7,52.5
Document 337,0.0,9.4,0.2,0.1,0.8,15.5,73.9,0.1,Topic 6,73.9
Document 338,37.2,19.6,0.1,6.8,7.1,0.1,28.7,0.3,Topic 0,37.2
Document 339,54.5,0.0,4.6,6.2,12.8,9.2,0.0,12.6,Topic 0,54.5
Document 340,38.4,8.3,18.5,6.8,0.0,0.1,13.4,14.6,Topic 0,38.4
Document 341,19.4,33.6,0.9,0.2,0.0,0.0,20.4,25.5,Topic 1,33.6
Document 342,10.9,0.0,0.1,49.4,6.6,7.2,7.7,18.0,Topic 3,49.4
Document 343,13.7,0.0,42.7,0.2,0.0,33.7,0.0,9.6,Topic 2,42.7
Document 344,19.9,9.1,21.3,6.0,8.7,0.1,3.1,31.9,Topic 7,31.9
Document 345,38.1,0.0,26.2,0.0,0.0,3.8,7.1,24.8,Topic 0,38.1
Document 346,0.2,2.7,20.2,15.5,0.0,6.4,2.6,52.4,Topic 7,52.4
Document 347,6.6,7.5,0.1,36.2,0.2,10.9,0.1,38.4,Topic 7,38.4
Document 348,9.8,0.0,0.1,35.2,9.8,4.0,0.3,40.8,Topic 7,40.8
Document 349,0.2,7.5,15.9,21.8,0.2,11.6,14.2,28.7,Topic 7,28.7
Document 350,0.0,6.2,22.7,0.0,0.2,20.3,0.0,50.5,Topic 7,50.5
Document 351,0.1,0.0,56.4,4.5,4.3,0.1,0.2,34.5,Topic 2,56.4
Document 352,1.9,35.5,0.0,10.3,0.0,1.1,7.2,44.1,Topic 7,44.1
Document 353,24.3,13.6,13.1,21.8,16.1,11.0,0.1,0.0,Topic 0,24.3
Document 354,0.1,42.7,15.8,0.1,6.9,1.4,0.0,33.0,Topic 1,42.7
Document 355,66.9,0.0,0.0,0.0,32.5,0.0,0.4,0.2,Topic 0,66.9
Document 356,7.8,0.3,4.4,81.7,0.3,0.3,0.2,5.1,Topic 3,81.7
Document 357,0.1,16.1,26.8,10.4,1.0,0.3,23.1,22.0,Topic 2,26.8
Document 358,12.7,39.5,6.8,11.3,0.0,2.6,0.1,26.9,Topic 1,39.5
Document 359,17.8,16.2,0.2,3.4,3.9,14.2,1.7,42.6,Topic 7,42.6
Document 360,40.2,0.2,25.4,1.5,5.8,0.1,15.3,11.5,Topic 0,40.2
Document 361,22.3,1.5,0.0,2.8,0.0,20.3,0.0,52.9,Topic 7,52.9
Document 362,0.4,0.0,27.1,20.0,0.0,0.2,11.6,40.6,Topic 7,40.6
Document 363,12.8,0.1,0.5,0.1,9.1,28.9,0.0,48.6,Topic 7,48.6
Document 364,0.1,0.7,26.3,0.0,14.5,20.0,12.2,26.0,Topic 2,26.3
Document 365,0.0,0.0,12.4,0.0,64.1,0.1,0.2,23.1,Topic 4,64.1
Document 366,2.4,28.3,0.0,0.0,0.1,6.1,1.7,61.4,Topic 7,61.4
Document 367,18.4,0.1,7.0,9.7,0.1,17.1,0.0,47.6,Topic 7,47.6
Document 368,9.5,0.1,20.4,22.0,0.0,15.3,0.1,32.6,Topic 7,32.6
Document 369,0.0,0.1,24.3,0.0,0.0,0.1,5.3,70.1,Topic 7,70.1
Document 370,0.2,20.3,20.6,10.8,0.0,3.1,0.6,44.4,Topic 7,44.4
Document 371,0.0,0.0,12.2,1.7,36.5,12.6,0.2,36.7,Topic 7,36.7
Document 372,0.2,31.5,4.3,0.1,0.0,4.5,23.0,36.4,Topic 7,36.4
Document 373,7.1,0.0,0.4,5.2,0.0,3.4,0.0,83.8,Topic 7,83.8
Document 374,45.9,1.2,0.1,3.2,0.5,20.4,1.3,27.3,Topic 0,45.9
Document 375,0.2,28.7,8.7,0.1,4.1,0.0,10.3,47.8,Topic 7,47.8
Document 376,0.0,10.2,11.3,6.8,4.7,24.6,18.9,23.3,Topic 5,24.6
Document 377,6.1,5.9,4.5,0.0,4.7,9.6,37.6,31.7,Topic 6,37.6
Document 378,13.7,18.2,9.0,2.8,35.4,0.2,16.3,4.5,Topic 4,35.4
Document 379,13.5,5.1,0.0,21.8,9.5,14.7,6.4,29.0,Topic 7,29.0
Document 380,20.8,0.0,34.9,0.0,0.1,9.0,0.1,35.1,Topic 7,35.1
Document 381,0.6,5.5,0.7,5.4,32.7,0.0,16.1,39.0,Topic 7,39.0
Document 382,0.0,0.0,25.6,0.0,0.0,12.3,0.0,61.9,Topic 7,61.9
Document 383,7.1,0.0,2.8,0.1,18.6,17.5,0.0,53.9,Topic 7,53.9
Document 384,29.5,12.0,12.8,23.4,0.6,0.0,0.1,21.7,Topic 0,29.5
Document 385,21.0,18.9,0.0,2.9,0.0,7.8,14.5,34.9,Topic 7,34.9
Document 386,5.1,0.0,0.1,0.0,0.0,0.1,0.1,94.6,Topic 7,94.6
Document 387,0.1,34.9,0.2,13.1,0.0,16.6,0.0,35.1,Topic 7,35.1
Document 388,37.7,0.1,0.0,14.9,0.2,0.1,31.1,16.0,Topic 0,37.7
Document 389,8.5,9.1,0.2,0.2,17.6,14.3,10.4,39.8,Topic 7,39.8
Document 390,14.5,6.8,0.1,10.4,5.6,8.2,6.8,47.6,Topic 7,47.6
Document 391,15.8,0.1,0.1,17.6,14.6,0.1,0.1,51.6,Topic 7,51.6
Document 392,2.1,4.6,0.3,28.5,28.9,0.1,35.3,0.2,Topic 6,35.3
Document 393,21.4,0.1,18.1,0.0,0.2,9.2,5.3,45.7,Topic 7,45.7
Document 394,15.1,9.3,0.0,2.2,1.3,36.9,0.1,35.1,Topic 5,36.9
Document 395,6.8,14.9,3.1,5.3,25.2,0.1,0.1,44.5,Topic 7,44.5
Document 396,10.9,0.0,55.8,4.7,0.1,0.1,13.2,15.1,Topic 2,55.8
Document 397,0.1,0.0,26.0,0.0,30.5,0.0,0.0,43.4,Topic 7,43.4
Document 398,3.5,7.2,0.0,12.6,0.3,5.2,0.0,71.2,Topic 7,71.2
Document 399,18.0,1.8,0.1,0.1,9.6,8.1,8.1,54.2,Topic 7,54.2
Document 400,0.0,17.5,0.0,0.0,7.7,14.3,0.0,60.4,Topic 7,60.4
Document 401,0.1,0.0,10.7,28.0,16.3,0.1,0.2,44.6,Topic 7,44.6
Document 402,3.6,1.9,0.2,0.1,0.1,15.0,2.6,76.6,Topic 7,76.6
Document 403,1.2,13.9,0.0,0.0,0.0,5.8,0.0,79.0,Topic 7,79.0
Document 404,7.1,0.0,9.1,31.2,0.9,0.1,4.5,47.1,Topic 7,47.1
Document 405,1.3,4.6,30.1,17.4,0.0,0.0,0.1,46.4,Topic 7,46.4
Document 406,3.6,0.0,16.8,26.0,22.3,0.0,20.6,10.7,Topic 3,26.0
Document 407,0.1,4.2,9.3,0.0,15.1,3.6,0.0,67.6,Topic 7,67.6
Document 408,4.8,0.0,7.8,18.2,0.1,0.8,0.0,68.3,Topic 7,68.3
Document 409,3.1,1.5,0.0,15.7,0.0,8.2,21.0,50.4,Topic 7,50.4
Document 410,9.9,0.0,26.7,0.0,20.5,0.0,0.6,42.2,Topic 7,42.2
Document 411,6.7,2.5,0.8,10.5,26.4,0.0,23.3,29.7,Topic 7,29.7
Document 412,2.1,20.0,21.4,0.1,32.2,0.1,6.1,18.0,Topic 4,32.2
Document 413,3.8,2.1,7.0,7.7,0.0,0.1,3.5,75.8,Topic 7,75.8
Document 414,9.7,0.0,20.2,24.4,7.5,25.4,6.0,6.9,Topic 5,25.4
Document 415,35.8,0.2,7.9,8.2,0.1,0.1,0.1,47.6,Topic 7,47.6
Document 416,0.1,0.0,25.0,10.0,40.4,0.1,0.0,24.5,Topic 4,40.4
Document 417,45.1,3.8,6.8,0.2,20.8,9.5,0.2,13.6,Topic 0,45.1
Document 418,4.0,0.0,33.8,0.1,0.0,0.2,17.5,44.2,Topic 7,44.2
Document 419,3.0,0.8,47.1,0.0,3.7,15.8,0.1,29.4,Topic 2,47.1
Document 420,5.6,0.0,24.3,26.2,0.0,7.4,0.9,35.6,Topic 7,35.6
Document 421,31.5,7.1,0.0,0.0,0.1,0.0,0.0,61.2,Topic 7,61.2
Document 422,3.2,0.0,22.0,0.1,0.1,0.1,10.3,64.4,Topic 7,64.4
Document 423,0.1,16.0,26.0,0.6,9.2,0.0,0.0,47.9,Topic 7,47.9
Document 424,29.7,0.1,12.5,1.7,0.3,15.4,0.1,40.2,Topic 7,40.2
Document 425,33.1,0.0,0.1,0.1,38.6,17.1,0.1,11.0,Topic 4,38.6
Document 426,4.6,16.3,8.5,33.7,0.0,0.0,1.5,35.2,Topic 7,35.2
Document 427,9.5,2.4,6.0,11.3,3.0,0.0,49.8,18.0,Topic 6,49.8
Document 428,11.8,0.1,43.9,0.1,14.5,0.5,21.9,7.3,Topic 2,43.9
Document 429,0.1,0.1,15.1,36.6,8.9,0.1,0.4,38.8,Topic 7,38.8
Document 430,33.7,1.2,0.1,8.2,0.3,0.0,16.2,40.3,Topic 7,40.3
Document 431,61.4,0.5,0.1,0.0,0.0,37.6,0.3,0.1,Topic 0,61.4
Document 432,1.5,0.0,71.2,0.0,0.1,0.0,0.1,27.0,Topic 2,71.2
Document 433,14.9,9.8,39.8,0.1,11.6,0.6,4.6,18.6,Topic 2,39.8
Document 434,0.1,11.1,0.3,0.1,8.3,35.4,0.0,44.7,Topic 7,44.7
Document 435,0.1,15.4,0.0,25.0,7.4,26.3,0.1,25.6,Topic 5,26.3
Document 436,20.6,3.0,55.9,0.1,0.0,0.1,0.2,20.1,Topic 2,55.9
Document 437,0.0,0.0,0.5,4.8,48.2,2.8,43.5,0.1,Topic 4,48.2
Document 438,17.3,0.0,0.0,32.9,10.3,0.1,0.2,39.1,Topic 7,39.1
Document 439,18.4,0.2,0.1,24.5,10.8,10.6,0.2,35.3,Topic 7,35.3
Document 440,43.2,14.8,0.1,18.3,9.0,0.0,0.5,14.1,Topic 0,43.2
Document 441,23.8,2.5,0.1,8.2,6.1,0.0,4.1,55.2,Topic 7,55.2
Document 442,3.6,0.0,52.9,0.4,4.9,8.8,0.0,29.4,Topic 2,52.9
Document 443,0.0,0.0,87.5,11.7,0.5,0.1,0.2,0.0,Topic 2,87.5
Document 444,5.4,0.0,0.1,3.9,4.4,24.7,0.0,61.4,Topic 7,61.4
Document 445,34.5,6.4,27.4,1.0,0.0,0.1,8.6,22.0,Topic 0,34.5
Document 446,15.6,0.0,15.3,0.0,49.0,0.1,0.1,19.8,Topic 4,49.0
Document 447,0.1,0.0,0.2,2.2,55.5,0.0,0.2,41.8,Topic 4,55.5
Document 448,0.1,0.8,3.2,3.9,18.3,25.0,22.8,26.1,Topic 7,26.1
Document 449,34.9,0.1,7.4,0.1,0.0,33.3,10.3,14.0,Topic 0,34.9
Document 450,41.7,8.8,16.2,0.0,0.0,0.1,0.5,32.7,Topic 0,41.7
Document 451,17.5,1.7,0.1,0.1,31.1,18.2,11.8,19.6,Topic 4,31.1
Document 452,33.3,0.3,0.4,0.0,28.5,16.0,21.4,0.0,Topic 0,33.3
Document 453,17.6,13.0,5.0,1.1,0.0,0.0,52.0,11.3,Topic 6,52.0
Document 454,13.6,0.0,0.0,0.0,76.8,0.0,1.1,8.4,Topic 4,76.8
Document 455,21.4,20.2,7.1,0.1,4.5,0.2,6.6,39.8,Topic 7,39.8
Document 456,31.4,0.0,0.1,0.0,0.0,0.1,28.5,40.0,Topic 7,40.0
Document 457,0.1,0.0,21.5,19.6,0.1,0.6,5.8,52.4,Topic 7,52.4
Document 458,11.4,40.0,0.1,11.0,0.0,0.2,37.2,0.1,Topic 1,40.0
Document 459,2.5,0.1,4.7,0.0,0.0,9.9,27.9,54.9,Topic 7,54.9
Document 460,9.7,1.5,1.7,57.2,8.6,0.0,0.0,21.3,Topic 3,57.2
Document 461,0.2,30.4,8.0,9.3,0.0,9.0,21.3,21.8,Topic 1,30.4
Document 462,0.1,5.6,0.5,17.6,27.8,0.0,0.1,48.3,Topic 7,48.3
Document 463,1.8,0.1,0.0,41.5,0.8,0.0,15.7,40.0,Topic 3,41.5
Document 464,6.7,0.0,0.0,1.8,1.2,0.0,18.1,72.1,Topic 7,72.1
Document 465,15.4,2.7,13.0,0.0,0.0,0.4,0.1,68.3,Topic 7,68.3
Document 466,0.1,0.0,33.3,7.6,7.7,20.3,12.2,18.8,Topic 2,33.3
Document 467,0.1,14.9,18.0,0.1,22.5,12.5,0.8,31.2,Topic 7,31.2
Document 468,0.0,22.1,1.2,41.0,0.0,3.0,0.3,32.3,Topic 3,41.0
Document 469,0.3,32.5,2.6,0.1,9.3,13.0,10.9,31.3,Topic 1,32.5
Document 470,0.1,18.1,1.8,0.0,16.0,3.2,6.6,54.1,Topic 7,54.1
Document 471,35.9,4.2,0.2,6.4,16.2,0.0,25.6,11.5,Topic 0,35.9
Document 472,0.1,3.6,0.0,0.0,0.0,21.7,0.1,74.4,Topic 7,74.4
Document 473,44.7,5.6,23.1,0.0,0.0,5.6,1.7,19.2,Topic 0,44.7
Document 474,0.0,0.0,0.0,0.0,32.1,0.0,0.0,67.8,Topic 7,67.8
Document 475,0.1,38.3,0.0,0.5,3.4,0.5,0.1,57.1,Topic 7,57.1
Document 476,22.6,17.1,5.4,0.0,0.1,0.0,37.3,17.5,Topic 6,37.3
Document 477,0.1,0.2,15.6,0.0,8.8,8.8,66.4,0.1,Topic 6,66.4
Document 478,0.0,0.0,24.1,0.0,61.1,0.1,14.6,0.0,Topic 4,61.1
Document 479,0.1,4.1,0.0,0.0,0.0,0.0,0.0,95.8,Topic 7,95.8
Document 480,22.0,19.5,0.0,11.6,0.0,0.1,0.1,46.6,Topic 7,46.6
Document 481,36.4,0.0,15.1,12.6,2.8,25.4,3.2,4.5,Topic 0,36.4
Document 482,11.5,14.3,0.1,8.7,0.0,29.8,1.9,33.6,Topic 7,33.6
Document 483,0.1,0.4,9.8,0.1,0.1,34.1,12.8,42.6,Topic 7,42.6
Document 484,3.7,28.4,0.0,0.1,0.0,0.1,0.0,67.6,Topic 7,67.6
Document 485,33.2,0.0,7.9,0.2,0.1,0.1,9.5,49.0,Topic 7,49.0
Document 486,2.1,0.0,8.9,0.1,27.9,0.2,9.8,51.0,Topic 7,51.0
Document 487,8.5,6.4,0.1,4.8,39.2,0.0,20.3,20.8,Topic 4,39.2
Document 488,0.2,30.1,7.5,5.7,1.1,5.3,0.0,50.1,Topic 7,50.1
Document 489,8.9,24.9,0.0,34.9,0.0,6.7,0.1,24.5,Topic 3,34.9
Document 490,0.1,0.0,20.8,0.0,20.6,0.0,21.6,36.9,Topic 7,36.9
Document 491,0.1,0.2,22.7,31.2,44.2,0.0,0.3,1.4,Topic 4,44.2
Document 492,6.1,8.3,15.7,34.9,0.1,0.0,0.1,34.7,Topic 3,34.9
Document 493,20.1,0.1,11.2,24.5,22.8,2.8,0.1,18.3,Topic 3,24.5
Document 494,27.5,0.0,0.1,17.2,0.0,11.2,0.0,43.8,Topic 7,43.8
Document 495,8.2,0.0,8.7,18.6,4.4,0.1,17.4,42.5,Topic 7,42.5
Document 496,67.3,0.0,8.5,0.0,0.1,0.0,0.0,24.1,Topic 0,67.3
Document 497,8.6,0.1,13.1,26.6,15.2,0.0,26.9,9.5,Topic 6,26.9
Document 498,0.0,42.0,0.1,1.7,0.0,38.9,0.0,17.2,Topic 1,42.0
Document 499,1.9,15.5,24.7,13.7,5.7,0.0,0.0,38.3,Topic 7,38.3
Document 500,6.1,3.3,0.1,5.8,1.9,2.8,72.5,7.4,Topic 6,72.5
Document 501,0.0,0.0,7.2,0.0,0.0,0.0,0.0,92.8,Topic 7,92.8
Document 502,40.7,0.6,1.5,0.0,0.2,0.1,6.9,50.0,Topic 7,50.0
Document 503,0.2,0.3,34.3,0.2,47.9,12.7,0.2,4.3,Topic 4,47.9
Document 504,22.5,0.0,14.7,6.4,6.4,46.8,0.1,3.2,Topic 5,46.8
Document 505,0.2,0.0,24.6,25.5,0.1,8.9,0.0,40.8,Topic 7,40.8
Document 506,1.3,16.0,18.6,0.0,37.6,0.0,11.0,15.6,Topic 4,37.6
Document 507,15.2,0.0,9.3,0.0,0.0,12.4,46.5,16.6,Topic 6,46.5
Document 508,22.0,0.1,12.0,2.6,0.0,37.5,8.7,17.0,Topic 5,37.5
Document 509,0.0,0.1,35.3,36.8,13.8,0.0,0.1,14.0,Topic 3,36.8
Document 510,9.9,0.2,0.0,1.6,6.6,0.0,11.4,70.2,Topic 7,70.2
Document 511,0.1,48.7,0.9,0.3,20.6,5.2,9.3,15.0,Topic 1,48.7
Document 512,1.1,0.1,0.3,12.7,0.0,0.0,0.0,85.8,Topic 7,85.8
Document 513,0.1,0.1,0.1,18.1,16.2,19.5,0.0,46.0,Topic 7,46.0
Document 514,6.2,0.0,15.6,0.0,54.7,0.5,0.2,22.7,Topic 4,54.7
Document 515,0.1,3.6,9.4,38.8,0.0,33.0,14.1,1.0,Topic 3,38.8
Document 516,45.1,0.1,0.1,0.0,1.6,16.7,0.0,36.3,Topic 0,45.1
Document 517,3.2,0.7,0.2,43.4,0.0,23.7,14.4,14.3,Topic 3,43.4
Document 518,26.0,0.3,0.0,3.8,0.1,3.2,42.4,24.3,Topic 6,42.4
Document 519,32.6,2.9,12.0,20.6,0.3,8.4,0.1,23.0,Topic 0,32.6
Document 520,0.5,14.5,2.7,3.1,16.4,9.5,3.7,49.6,Topic 7,49.6
Document 521,0.0,0.0,3.5,0.1,0.0,0.0,8.9,87.5,Topic 7,87.5
Document 522,0.1,37.9,0.1,0.1,5.7,0.1,5.6,50.5,Topic 7,50.5
Document 523,20.8,3.0,10.2,0.7,0.0,0.9,0.0,64.3,Topic 7,64.3
Document 524,0.0,22.8,0.0,0.4,0.0,0.4,1.2,75.1,Topic 7,75.1
Document 525,0.1,0.0,0.1,0.0,0.0,0.0,86.8,12.9,Topic 6,86.8
Document 526,2.4,0.1,0.4,6.8,0.0,9.7,0.1,80.5,Topic 7,80.5
Document 527,4.6,0.0,0.1,0.0,31.1,0.0,22.4,41.8,Topic 7,41.8
Document 528,0.1,3.0,5.7,45.0,1.7,16.4,0.1,27.9,Topic 3,45.0
Document 529,12.6,5.3,34.2,0.1,0.1,16.3,0.3,31.1,Topic 2,34.2
Document 530,33.4,0.0,0.1,0.0,0.0,10.4,42.5,13.6,Topic 6,42.5
Document 531,0.1,0.1,14.9,13.7,0.1,18.1,0.0,53.1,Topic 7,53.1
Document 532,0.2,2.7,0.1,0.2,23.6,10.8,0.0,62.3,Topic 7,62.3
Document 533,17.2,8.3,29.9,0.0,5.3,6.2,7.6,25.4,Topic 2,29.9
Document 534,5.1,27.9,0.1,0.0,0.0,0.0,18.9,47.8,Topic 7,47.8
Document 535,34.6,0.1,0.1,16.8,15.1,0.0,4.9,28.4,Topic 0,34.6
Document 536,21.5,5.8,24.0,4.1,8.0,0.0,9.5,27.1,Topic 7,27.1
Document 537,2.3,0.0,2.9,8.2,4.1,36.3,0.1,46.1,Topic 7,46.1
Document 538,0.3,8.2,10.5,35.0,13.9,0.0,8.6,23.4,Topic 3,35.0
Document 539,28.1,0.7,0.1,8.3,0.0,0.1,26.3,36.4,Topic 7,36.4
Document 540,30.9,0.1,11.8,0.1,0.6,18.4,11.7,26.3,Topic 0,30.9
Document 541,0.0,0.0,15.2,0.0,11.8,1.4,0.5,71.0,Topic 7,71.0
Document 542,21.6,30.8,6.7,21.3,0.0,10.8,0.2,8.4,Topic 1,30.8
Document 543,5.7,2.1,9.7,36.4,0.0,20.2,0.0,25.7,Topic 3,36.4
Document 544,4.9,0.1,5.5,26.0,10.5,2.1,0.0,51.0,Topic 7,51.0
Document 545,17.5,17.8,0.2,24.3,2.6,0.0,16.1,21.5,Topic 3,24.3
Document 546,0.2,37.7,3.8,0.0,0.2,3.4,31.8,23.0,Topic 1,37.7
Document 547,10.7,0.0,0.1,22.2,35.5,0.1,16.2,15.3,Topic 4,35.5
Document 548,0.1,0.0,16.9,1.1,47.1,15.3,5.2,14.5,Topic 4,47.1
Document 549,0.2,0.0,9.4,3.2,0.1,24.7,15.9,46.7,Topic 7,46.7
Document 550,0.1,0.0,5.4,0.0,0.0,0.0,0.0,94.5,Topic 7,94.5
Document 551,0.1,0.0,59.4,0.0,2.2,12.0,0.0,26.2,Topic 2,59.4
Document 552,3.3,0.0,0.2,10.2,4.0,13.0,0.0,69.2,Topic 7,69.2
Document 553,6.2,19.6,0.4,0.0,0.0,5.8,0.1,67.9,Topic 7,67.9
Document 554,30.2,11.1,0.0,0.0,2.7,21.4,0.1,34.5,Topic 7,34.5
Document 555,0.0,0.0,26.9,0.1,0.0,0.1,0.1,72.9,Topic 7,72.9
Document 556,0.4,6.0,57.7,0.1,0.2,0.1,13.7,21.9,Topic 2,57.7
Document 557,0.1,0.0,0.0,1.8,0.0,0.0,23.2,74.7,Topic 7,74.7
Document 558,0.2,1.8,57.3,0.1,0.0,7.7,0.5,32.3,Topic 2,57.3
Document 559,22.3,2.5,21.2,0.1,11.2,3.2,26.6,12.9,Topic 6,26.6
Document 560,0.1,10.1,61.4,0.1,0.0,0.0,0.1,28.3,Topic 2,61.4
Document 561,0.1,0.0,56.1,5.8,6.0,24.6,7.3,0.1,Topic 2,56.1
Document 562,4.3,0.1,0.1,40.6,21.9,0.0,0.4,32.6,Topic 3,40.6
Document 563,0.0,0.0,0.7,53.3,0.0,12.0,0.4,33.6,Topic 3,53.3
Document 564,0.1,46.1,0.1,0.0,23.7,8.0,11.6,10.5,Topic 1,46.1
Document 565,7.1,0.0,0.1,0.0,0.0,0.0,88.4,4.3,Topic 6,88.4
Document 566,0.1,0.0,36.7,7.2,0.0,27.7,26.6,1.7,Topic 2,36.7
Document 567,46.6,0.0,12.1,0.0,0.9,1.1,0.2,39.0,Topic 0,46.6
Document 568,0.2,1.0,21.2,0.0,20.4,0.0,26.7,30.4,Topic 7,30.4
Document 569,0.2,0.1,3.4,15.9,13.7,39.1,6.7,21.0,Topic 5,39.1
Document 570,1.1,3.3,43.7,26.2,0.0,0.1,0.0,25.6,Topic 2,43.7
Document 571,19.3,0.0,1.8,34.7,0.0,11.2,0.5,32.4,Topic 3,34.7
Document 572,11.8,7.1,3.1,9.3,0.0,23.1,7.6,38.0,Topic 7,38.0
Document 573,1.3,0.4,24.3,4.9,0.0,0.1,45.1,23.7,Topic 6,45.1
Document 574,12.1,6.1,0.1,37.4,0.1,2.3,4.2,37.6,Topic 7,37.6
Document 575,22.0,24.2,15.5,0.0,0.2,5.0,31.9,1.3,Topic 6,31.9
Document 576,17.5,4.2,15.3,0.2,0.0,12.0,0.0,50.9,Topic 7,50.9
Document 577,58.5,5.3,0.0,0.9,0.0,0.2,3.1,31.9,Topic 0,58.5
Document 578,24.9,0.0,14.8,0.1,0.0,24.3,0.1,35.7,Topic 7,35.7
Document 579,13.7,1.7,1.1,14.3,0.0,0.0,25.2,43.9,Topic 7,43.9
Document 580,0.1,14.2,17.6,0.1,0.0,20.7,0.1,47.2,Topic 7,47.2
Document 581,0.0,1.9,2.2,22.8,1.9,0.4,0.0,70.7,Topic 7,70.7
Document 582,23.2,1.9,37.6,0.2,0.0,0.1,0.3,36.7,Topic 2,37.6
Document 583,35.1,13.6,1.2,0.0,10.5,4.4,6.2,29.0,Topic 0,35.1
Document 584,0.1,0.0,13.2,3.4,46.1,8.4,9.5,19.3,Topic 4,46.1
Document 585,0.0,0.0,36.2,0.0,3.2,14.7,8.9,36.9,Topic 7,36.9
Document 586,0.3,0.0,0.0,19.0,0.2,55.1,0.1,25.2,Topic 5,55.1
Document 587,11.9,17.9,4.9,0.1,9.4,15.7,0.1,40.0,Topic 7,40.0
Document 588,1.3,3.1,0.2,21.2,0.0,5.0,45.3,23.9,Topic 6,45.3
Document 589,0.1,12.1,0.1,13.7,12.8,5.5,1.3,54.3,Topic 7,54.3
Document 590,14.2,46.1,0.1,9.8,0.0,0.0,0.0,29.8,Topic 1,46.1
