,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 41,0.3,0.2,22.4,6.6,0.0,40.3,27.3,2.8,Topic 5,40.3
Document 42,0.0,14.7,7.7,0.0,6.8,5.6,33.1,32.0,Topic 6,33.1
Document 43,0.1,0.0,61.1,14.1,24.7,0.0,0.0,0.0,Topic 2,61.1
Document 44,2.3,0.8,52.1,0.0,1.2,3.6,0.5,39.5,Topic 2,52.1
Document 45,0.0,0.0,29.0,26.7,11.9,0.0,32.3,0.1,Topic 6,32.3
Document 46,0.5,15.6,0.0,0.0,0.1,57.7,12.0,14.0,Topic 5,57.7
Document 47,0.1,0.1,0.1,0.0,44.7,0.2,6.4,48.5,Topic 7,48.5
Document 48,0.1,19.9,0.1,0.0,26.9,0.0,0.1,52.9,Topic 7,52.9
Document 49,8.9,0.0,32.8,3.7,9.3,12.0,18.4,14.9,Topic 2,32.8
Document 50,0.3,0.0,0.0,0.0,15.8,0.0,40.4,43.5,Topic 7,43.5
Document 51,0.3,0.0,50.2,0.0,0.2,0.1,0.2,49.1,Topic 2,50.2
Document 52,34.2,0.1,0.4,9.4,16.0,0.3,11.7,28.0,Topic 0,34.2
Document 53,46.8,1.9,0.2,4.3,0.0,0.3,0.3,46.2,Topic 0,46.8
Document 54,9.9,0.0,38.7,9.2,3.3,0.2,24.0,14.7,Topic 2,38.7
Document 55,18.7,0.0,0.0,3.4,0.7,12.2,60.8,4.1,Topic 6,60.8
Document 56,12.6,0.2,1.1,25.0,17.9,20.1,11.5,11.6,Topic 3,25.0
Document 57,8.2,5.5,0.1,12.6,15.1,0.0,7.4,51.0,Topic 7,51.0
Document 58,47.7,7.1,0.0,0.0,0.1,0.2,31.9,13.1,Topic 0,47.7
Document 59,8.4,0.1,14.9,16.0,0.0,0.0,47.0,13.6,Topic 6,47.0
Document 60,1.8,13.6,1.9,57.4,1.6,0.1,23.5,0.1,Topic 3,57.4
Document 61,0.1,1.9,10.5,0.0,0.0,37.4,0.0,50.1,Topic 7,50.1
Document 62,0.2,13.4,1.6,4.0,0.0,15.8,65.0,0.0,Topic 6,65.0
Document 63,13.6,11.4,0.0,43.4,0.0,0.1,7.6,23.8,Topic 3,43.4
Document 64,25.7,21.2,8.6,0.8,0.1,0.0,0.5,43.2,Topic 7,43.2
Document 65,9.0,0.0,10.5,0.2,7.6,7.8,10.1,54.8,Topic 7,54.8
Document 66,0.1,0.0,57.1,0.1,7.5,0.0,0.0,35.3,Topic 2,57.1
Document 67,25.4,0.1,2.2,0.6,21.0,7.3,17.6,25.8,Topic 7,25.8
Document 68,7.4,0.0,52.7,12.2,0.3,0.0,13.6,13.6,Topic 2,52.7
Document 69,29.2,6.3,1.5,2.7,5.1,31.0,0.1,24.0,Topic 5,31.0
Document 70,10.9,0.0,0.0,7.3,1.9,30.2,0.0,49.6,Topic 7,49.6
Document 71,2.3,0.0,11.4,37.1,14.6,0.1,0.1,34.4,Topic 3,37.1
Document 72,7.2,0.0,15.7,0.0,58.5,0.0,6.2,12.3,Topic 4,58.5
Document 73,6.9,0.0,0.0,0.0,0.0,37.9,0.0,55.1,Topic 7,55.1
Document 74,22.6,10.7,2.9,0.4,0.0,0.1,57.0,6.3,Topic 6,57.0
Document 75,41.4,0.0,0.1,0.0,0.0,9.9,0.0,48.4,Topic 7,48.4
Document 76,0.0,0.6,0.0,0.0,53.2,0.0,46.0,0.1,Topic 4,53.2
Document 77,0.0,0.0,5.7,11.2,0.0,0.1,0.7,82.3,Topic 7,82.3
Document 78,7.6,41.0,18.3,3.8,12.8,0.1,0.0,16.5,Topic 1,41.0
Document 79,0.0,0.0,4.2,15.8,0.0,35.6,7.6,36.6,Topic 7,36.6
Document 80,27.4,0.1,0.1,14.2,0.0,26.8,0.2,31.2,Topic 7,31.2
Document 81,24.5,0.0,18.0,17.3,39.7,0.1,0.1,0.2,Topic 4,39.7
Document 82,29.3,0.4,39.9,2.4,0.1,9.2,1.6,17.2,Topic 2,39.9
Document 83,40.8,2.6,0.0,1.5,3.6,5.2,1.9,44.4,Topic 7,44.4
Document 84,6.4,5.7,16.0,33.6,4.0,0.1,20.1,14.1,Topic 3,33.6
Document 85,0.0,0.2,13.3,46.6,21.1,0.1,18.6,0.1,Topic 3,46.6
Document 86,25.9,15.1,0.2,2.6,0.1,0.1,0.1,56.0,Topic 7,56.0
Document 87,0.1,0.0,9.0,0.0,21.8,0.1,9.5,59.5,Topic 7,59.5
Document 88,12.9,0.0,0.0,0.0,0.0,0.0,18.6,68.3,Topic 7,68.3
Document 89,33.6,3.6,8.6,15.3,0.0,0.3,17.1,21.5,Topic 0,33.6
Document 90,0.1,0.0,72.4,9.7,0.0,0.0,0.1,17.6,Topic 2,72.4
Document 91,27.2,0.1,17.1,0.4,11.9,19.2,0.1,24.1,Topic 0,27.2
Document 92,0.4,19.4,26.3,0.0,0.0,8.2,20.0,25.7,Topic 2,26.3
Document 93,22.7,11.1,0.0,2.2,0.3,18.3,9.5,35.9,Topic 7,35.9
Document 94,39.1,5.5,0.0,0.0,0.0,6.1,12.8,36.4,Topic 0,39.1
Document 95,16.9,0.0,0.1,0.0,0.0,1.7,27.4,53.8,Topic 7,53.8
Document 96,4.7,0.8,1.5,10.4,0.0,12.4,14.1,56.1,Topic 7,56.1
Document 97,40.7,0.0,21.7,0.1,0.2,8.4,0.6,28.4,Topic 0,40.7
Document 98,4.9,6.8,0.8,0.0,23.1,7.5,1.1,55.8,Topic 7,55.8
Document 99,36.5,0.4,9.2,2.5,0.0,7.6,3.1,40.6,Topic 7,40.6
Document 100,0.1,3.9,8.9,0.1,11.4,40.1,1.4,34.2,Topic 5,40.1
Document 101,30.1,20.2,0.1,3.5,0.4,0.0,0.1,45.7,Topic 7,45.7
Document 102,0.1,6.1,35.3,8.6,12.9,0.1,23.8,13.0,Topic 2,35.3
Document 103,0.0,0.0,6.4,32.4,0.1,15.9,2.3,42.8,Topic 7,42.8
Document 104,0.0,0.0,3.6,7.1,56.5,1.2,0.0,31.5,Topic 4,56.5
Document 105,0.0,0.0,47.4,0.0,14.6,7.0,2.0,28.9,Topic 2,47.4
Document 106,9.5,0.0,16.1,0.0,0.0,8.9,0.0,65.4,Topic 7,65.4
Document 107,0.2,0.5,7.3,0.2,0.0,59.2,0.0,32.5,Topic 5,59.2
Document 108,0.0,0.1,0.0,0.1,0.0,0.0,8.5,91.2,Topic 7,91.2
Document 109,11.0,0.1,13.9,0.0,0.9,46.4,0.1,27.7,Topic 5,46.4
Document 110,45.1,0.1,3.4,0.0,10.8,0.0,3.1,37.4,Topic 0,45.1
Document 111,5.3,0.0,2.2,9.6,19.8,13.9,39.3,9.8,Topic 6,39.3
Document 112,7.5,0.0,2.4,20.1,7.8,3.2,40.1,19.0,Topic 6,40.1
Document 113,8.4,11.5,0.3,3.6,0.0,0.1,14.5,61.5,Topic 7,61.5
Document 114,0.0,0.0,20.9,1.0,11.2,24.8,0.0,42.1,Topic 7,42.1
Document 115,0.1,5.4,0.1,31.4,10.0,1.2,24.3,27.5,Topic 3,31.4
Document 116,0.0,0.1,4.2,60.5,1.5,6.3,0.0,27.4,Topic 3,60.5
Document 117,19.9,0.0,0.0,0.4,6.9,1.4,0.3,71.0,Topic 7,71.0
Document 118,14.6,0.0,1.6,10.7,0.0,1.6,64.3,7.1,Topic 6,64.3
Document 119,57.2,0.0,0.0,0.0,0.0,0.0,42.6,0.1,Topic 0,57.2
Document 120,26.2,26.0,12.2,23.5,0.1,0.1,0.5,11.6,Topic 0,26.2
Document 121,0.1,0.1,0.0,0.1,0.1,7.9,0.1,91.7,Topic 7,91.7
Document 122,27.8,31.1,5.0,0.0,0.1,0.0,0.1,36.0,Topic 7,36.0
Document 123,11.6,0.0,56.7,0.0,3.3,0.5,2.8,25.2,Topic 2,56.7
Document 124,52.7,0.0,0.0,4.9,0.1,0.1,25.4,16.8,Topic 0,52.7
Document 125,51.6,0.0,0.1,5.7,0.3,0.0,33.4,8.8,Topic 0,51.6
Document 126,0.4,17.0,8.0,31.3,0.0,0.2,0.0,43.1,Topic 7,43.1
Document 127,9.6,0.0,7.5,0.0,1.5,0.1,0.0,81.2,Topic 7,81.2
Document 128,0.1,49.9,5.4,0.0,5.6,0.0,29.5,9.5,Topic 1,49.9
Document 129,3.4,8.9,35.4,0.1,4.9,0.0,28.9,18.3,Topic 2,35.4
Document 130,9.9,0.0,0.1,0.0,0.0,0.1,0.0,90.0,Topic 7,90.0
Document 131,0.2,0.0,61.4,37.8,0.0,0.1,0.3,0.1,Topic 2,61.4
Document 132,2.0,12.0,0.1,0.0,1.1,1.9,0.1,82.7,Topic 7,82.7
Document 133,32.1,0.0,1.0,6.9,12.3,0.0,13.4,34.2,Topic 7,34.2
Document 134,15.8,19.8,42.6,2.2,0.4,0.3,0.1,18.8,Topic 2,42.6
Document 135,6.4,0.0,7.9,8.8,4.3,18.3,3.2,51.0,Topic 7,51.0
Document 136,21.0,0.0,17.1,0.0,0.0,0.0,1.6,60.1,Topic 7,60.1
Document 137,23.3,20.4,12.4,3.7,17.5,0.2,0.0,22.4,Topic 0,23.3
Document 138,21.5,18.6,0.1,3.2,0.1,6.2,1.6,48.7,Topic 7,48.7
Document 139,0.0,0.0,0.0,0.0,0.0,15.1,0.0,84.8,Topic 7,84.8
Document 140,25.0,0.1,0.1,0.1,0.0,0.7,26.6,47.4,Topic 7,47.4
Document 141,0.8,0.0,0.1,80.6,1.0,1.5,6.8,9.2,Topic 3,80.6
Document 142,31.4,17.0,19.4,5.3,0.1,0.0,0.2,26.5,Topic 0,31.4
Document 143,0.2,0.0,12.5,34.9,0.0,0.1,0.0,52.3,Topic 7,52.3
Document 144,0.2,0.0,0.0,11.1,0.0,33.7,33.2,21.7,Topic 5,33.7
Document 145,4.4,0.0,19.6,4.0,8.2,27.3,0.1,36.5,Topic 7,36.5
Document 146,7.0,20.8,3.7,0.0,0.0,1.7,18.8,47.9,Topic 7,47.9
Document 147,43.8,0.0,0.0,0.0,1.7,0.0,10.0,44.4,Topic 7,44.4
Document 148,1.2,0.0,8.7,41.7,0.0,33.0,12.1,3.3,Topic 3,41.7
Document 149,0.0,8.0,13.7,29.3,0.0,6.5,0.1,42.4,Topic 7,42.4
Document 150,7.9,0.0,16.8,2.4,1.2,39.8,0.2,31.6,Topic 5,39.8
Document 151,11.5,2.9,17.2,0.0,32.3,0.0,6.8,29.2,Topic 4,32.3
Document 152,0.3,2.5,19.5,0.1,31.8,0.1,10.4,35.4,Topic 7,35.4
Document 153,9.3,0.7,0.0,28.8,0.2,0.0,8.0,52.9,Topic 7,52.9
Document 154,0.3,7.0,20.8,0.1,9.4,14.1,33.2,15.2,Topic 6,33.2
Document 155,0.0,0.0,0.0,60.3,0.0,6.8,10.5,22.2,Topic 3,60.3
Document 156,5.2,3.7,28.0,36.1,0.1,0.2,0.3,26.4,Topic 3,36.1
Document 157,9.9,0.0,10.4,0.1,39.5,22.0,8.1,10.0,Topic 4,39.5
Document 158,51.9,7.0,0.1,0.8,0.1,0.1,14.9,25.0,Topic 0,51.9
Document 159,0.0,1.3,20.7,36.4,0.1,0.5,0.0,40.9,Topic 7,40.9
Document 160,35.4,0.0,2.5,0.0,1.2,0.0,12.9,47.8,Topic 7,47.8
Document 161,11.8,0.1,32.1,0.1,0.1,32.5,0.8,22.5,Topic 5,32.5
Document 162,0.0,0.0,58.3,0.0,0.0,11.5,0.0,30.1,Topic 2,58.3
Document 163,0.1,0.0,38.2,0.0,2.4,0.0,0.0,59.2,Topic 7,59.2
Document 164,37.3,17.4,0.1,18.9,0.0,0.1,0.0,26.1,Topic 0,37.3
Document 165,6.9,0.0,0.5,25.3,0.0,29.8,23.9,13.5,Topic 5,29.8
Document 166,55.3,8.0,19.7,0.1,4.2,0.0,12.4,0.3,Topic 0,55.3
Document 167,0.2,8.4,5.7,0.0,1.3,1.9,0.0,82.6,Topic 7,82.6
Document 168,5.1,10.1,16.6,0.1,0.0,2.3,46.4,19.4,Topic 6,46.4
Document 169,1.3,0.0,19.8,1.6,52.8,0.1,6.5,17.9,Topic 4,52.8
Document 170,35.8,11.5,0.1,4.5,0.0,0.0,23.2,24.7,Topic 0,35.8
Document 171,20.5,8.4,1.5,0.0,0.0,36.2,0.6,32.7,Topic 5,36.2
Document 172,39.3,10.5,0.2,2.2,0.0,3.9,13.1,30.9,Topic 0,39.3
Document 173,16.1,0.0,47.0,0.0,0.0,0.0,5.2,31.7,Topic 2,47.0
Document 174,0.1,0.0,24.1,26.8,9.5,18.8,0.1,20.5,Topic 3,26.8
Document 175,0.0,2.5,8.8,41.1,6.5,16.3,0.2,24.6,Topic 3,41.1
Document 176,2.1,0.0,33.4,0.0,7.2,25.0,0.0,32.2,Topic 2,33.4
Document 177,21.5,0.1,3.3,37.5,0.0,18.5,0.1,19.2,Topic 3,37.5
Document 178,0.0,4.0,0.1,7.4,0.0,60.1,0.0,28.3,Topic 5,60.1
Document 179,0.1,3.9,9.4,0.0,0.1,11.7,0.0,74.7,Topic 7,74.7
Document 180,0.3,0.1,15.0,24.1,13.7,19.4,9.4,18.1,Topic 3,24.1
Document 181,34.1,0.0,6.3,0.0,0.0,1.5,2.4,55.7,Topic 7,55.7
Document 182,4.6,22.0,0.0,8.3,0.0,0.0,0.3,64.8,Topic 7,64.8
Document 183,0.1,0.1,22.9,0.5,0.0,0.0,18.9,57.6,Topic 7,57.6
Document 184,0.0,16.7,0.0,1.6,0.0,0.8,80.8,0.0,Topic 6,80.8
Document 185,0.5,0.0,2.4,44.8,0.2,0.0,0.2,51.8,Topic 7,51.8
Document 186,15.6,0.2,0.6,1.2,15.0,28.7,0.1,38.7,Topic 7,38.7
Document 187,0.1,0.0,25.1,3.2,32.6,0.0,25.7,13.2,Topic 4,32.6
Document 188,21.1,0.3,23.6,21.0,0.1,15.8,18.2,0.1,Topic 2,23.6
Document 189,44.8,5.0,0.1,0.2,7.9,5.1,2.3,34.5,Topic 0,44.8
Document 190,0.0,37.5,11.0,20.4,0.0,0.0,14.2,16.8,Topic 1,37.5
Document 191,7.7,0.0,9.6,0.0,32.2,4.3,0.4,45.9,Topic 7,45.9
Document 192,25.4,0.0,2.6,1.5,0.0,2.8,0.0,67.7,Topic 7,67.7
Document 193,22.5,5.2,0.2,19.3,6.9,12.0,1.5,32.3,Topic 7,32.3
Document 194,14.6,34.5,0.0,0.0,12.9,1.0,0.1,36.8,Topic 7,36.8
Document 195,0.2,6.9,30.2,0.2,12.4,13.8,36.2,0.1,Topic 6,36.2
Document 196,5.6,0.0,0.2,7.9,0.0,20.8,0.0,65.5,Topic 7,65.5
Document 197,0.6,0.0,36.0,5.4,11.0,0.8,22.8,23.3,Topic 2,36.0
Document 198,45.2,0.0,13.2,0.0,0.0,1.1,5.3,35.2,Topic 0,45.2
Document 199,27.8,0.1,0.0,29.1,0.0,18.9,18.7,5.3,Topic 3,29.1
Document 200,4.5,7.6,0.1,0.1,10.0,6.9,49.2,21.6,Topic 6,49.2
Document 201,9.6,0.2,45.8,0.0,8.7,7.1,2.5,26.1,Topic 2,45.8
Document 202,50.9,0.1,8.3,0.0,0.0,0.0,10.9,29.8,Topic 0,50.9
Document 203,41.7,13.7,0.0,0.1,0.0,37.9,6.3,0.3,Topic 0,41.7
Document 204,57.9,0.1,0.1,0.0,16.2,0.0,0.0,25.7,Topic 0,57.9
Document 205,50.7,0.0,8.8,10.1,0.0,0.1,30.2,0.1,Topic 0,50.7
Document 206,13.4,33.2,7.7,7.7,0.0,0.1,16.4,21.4,Topic 1,33.2
Document 207,0.8,0.1,50.7,4.6,28.0,15.6,0.0,0.2,Topic 2,50.7
Document 208,6.8,0.0,0.0,1.8,23.0,0.0,38.5,29.8,Topic 6,38.5
Document 209,0.1,12.6,3.2,0.0,1.1,0.1,29.9,52.9,Topic 7,52.9
Document 210,32.7,0.0,0.1,28.0,3.0,0.1,23.7,12.3,Topic 0,32.7
Document 211,3.7,0.0,48.6,10.5,0.1,19.5,1.4,16.1,Topic 2,48.6
Document 212,0.2,9.3,14.2,0.1,35.2,0.0,22.1,19.0,Topic 4,35.2
Document 213,7.1,0.0,41.6,0.1,0.0,34.1,0.1,17.0,Topic 2,41.6
Document 214,0.0,6.4,3.6,0.1,7.2,0.0,67.5,15.1,Topic 6,67.5
Document 215,26.7,0.1,22.7,2.1,0.0,0.9,6.7,40.8,Topic 7,40.8
Document 216,50.2,0.0,0.1,2.0,0.1,18.4,10.3,19.0,Topic 0,50.2
Document 217,17.4,1.9,28.2,4.3,17.3,0.0,11.0,20.0,Topic 2,28.2
Document 218,0.0,0.0,27.3,8.9,0.0,2.2,12.0,49.6,Topic 7,49.6
Document 219,1.5,0.0,0.0,0.0,0.0,28.4,0.0,70.0,Topic 7,70.0
Document 220,0.0,0.0,0.0,54.6,5.9,0.1,0.1,39.2,Topic 3,54.6
Document 221,0.0,2.9,34.7,5.4,0.1,6.1,21.4,29.4,Topic 2,34.7
Document 222,0.4,0.0,0.4,4.5,18.9,0.0,7.2,68.5,Topic 7,68.5
Document 223,48.3,0.0,0.0,2.9,0.1,0.1,24.3,24.3,Topic 0,48.3
Document 224,4.8,0.0,13.4,0.1,0.1,0.0,3.1,78.4,Topic 7,78.4
Document 225,0.0,0.0,0.0,0.2,3.4,0.1,82.0,14.3,Topic 6,82.0
Document 226,0.3,0.0,57.4,0.1,3.7,9.9,0.1,28.5,Topic 2,57.4
Document 227,2.3,12.6,15.6,31.2,0.0,0.0,0.3,37.9,Topic 7,37.9
Document 228,21.9,10.8,19.5,11.3,0.1,0.2,36.0,0.3,Topic 6,36.0
Document 229,20.3,0.0,33.0,11.8,0.0,0.1,10.4,24.3,Topic 2,33.0
Document 230,38.1,0.0,3.7,24.4,0.0,13.5,0.0,20.2,Topic 0,38.1
Document 231,4.3,0.1,20.2,5.4,14.2,5.1,0.0,50.7,Topic 7,50.7
Document 232,0.1,0.0,0.4,11.4,17.5,44.7,18.4,7.5,Topic 5,44.7
Document 233,1.4,0.0,11.4,0.0,36.1,0.2,0.1,50.8,Topic 7,50.8
Document 234,0.1,0.0,17.2,6.5,0.0,21.8,6.7,47.6,Topic 7,47.6
Document 235,4.0,0.2,58.7,0.0,21.8,0.0,13.7,1.6,Topic 2,58.7
Document 236,0.0,11.6,50.1,2.6,20.6,0.0,11.6,3.6,Topic 2,50.1
Document 237,0.3,25.0,0.1,38.5,4.5,12.1,0.4,19.1,Topic 3,38.5
Document 238,0.1,0.0,0.1,0.8,0.0,0.0,35.6,63.3,Topic 7,63.3
Document 239,0.6,0.0,23.5,26.5,0.0,13.3,0.0,36.0,Topic 7,36.0
Document 240,0.5,0.0,37.4,0.1,27.6,0.1,8.1,26.1,Topic 2,37.4
Document 241,40.2,0.0,0.1,14.3,11.5,16.9,16.4,0.6,Topic 0,40.2
Document 242,0.3,0.0,21.4,14.8,28.3,35.1,0.0,0.2,Topic 5,35.1
Document 243,17.1,4.2,24.8,7.3,11.7,0.1,0.1,34.7,Topic 7,34.7
Document 244,13.0,0.1,12.8,0.0,64.6,1.2,0.4,8.0,Topic 4,64.6
Document 245,36.4,3.1,0.0,0.0,0.0,15.7,0.1,44.6,Topic 7,44.6
Document 246,1.5,1.8,1.2,0.0,0.0,0.1,0.0,95.3,Topic 7,95.3
Document 247,9.1,0.0,0.1,0.1,0.0,35.1,7.5,48.0,Topic 7,48.0
Document 248,1.9,0.0,19.9,15.4,0.2,1.7,11.8,49.2,Topic 7,49.2
Document 249,7.1,37.2,0.3,0.0,0.7,0.0,0.0,54.6,Topic 7,54.6
Document 250,31.3,0.0,0.0,8.4,0.0,1.3,0.1,58.9,Topic 7,58.9
Document 251,16.4,0.0,0.0,0.0,29.2,0.1,0.1,54.2,Topic 7,54.2
Document 252,9.9,30.1,15.1,0.4,0.1,2.2,0.0,42.3,Topic 7,42.3
Document 253,0.0,13.3,37.9,0.1,0.0,0.6,1.2,46.9,Topic 7,46.9
Document 254,20.9,0.0,11.6,2.6,6.3,20.9,31.0,6.7,Topic 6,31.0
Document 255,0.1,4.2,7.2,39.0,10.4,16.6,2.8,19.5,Topic 3,39.0
Document 256,4.1,0.0,31.7,47.3,0.1,10.8,0.1,5.9,Topic 3,47.3
Document 257,13.9,0.7,3.2,34.0,0.0,8.2,0.0,39.9,Topic 7,39.9
Document 258,13.6,0.0,44.3,24.4,0.0,1.2,0.0,16.3,Topic 2,44.3
Document 259,3.7,4.2,0.1,24.6,0.0,0.0,0.0,67.5,Topic 7,67.5
Document 260,38.4,7.8,18.0,0.2,6.9,1.3,18.3,9.0,Topic 0,38.4
Document 261,0.1,0.2,0.0,30.4,10.4,0.0,32.9,25.9,Topic 6,32.9
Document 262,6.4,0.0,0.0,15.2,0.1,12.9,18.5,46.9,Topic 7,46.9
Document 263,0.1,3.4,30.8,0.2,65.3,0.0,0.1,0.1,Topic 4,65.3
Document 264,13.2,0.0,13.2,22.1,0.0,0.1,23.4,28.0,Topic 7,28.0
Document 265,8.8,24.8,0.0,0.0,0.5,1.8,11.4,52.6,Topic 7,52.6
Document 266,0.1,0.0,0.0,35.3,0.0,0.0,12.3,52.3,Topic 7,52.3
Document 267,0.3,0.0,7.0,32.4,13.7,9.1,0.9,36.5,Topic 7,36.5
Document 268,13.0,3.6,39.3,0.1,12.4,2.7,5.4,23.6,Topic 2,39.3
Document 269,45.4,19.2,0.4,0.0,0.0,15.1,0.2,19.6,Topic 0,45.4
Document 270,22.7,2.5,6.0,22.9,0.1,4.4,13.6,27.8,Topic 7,27.8
Document 271,12.7,0.3,0.1,9.3,0.5,3.1,18.4,55.6,Topic 7,55.6
Document 272,30.7,12.3,8.3,0.2,0.0,0.6,5.0,42.8,Topic 7,42.8
Document 273,12.7,17.9,20.7,0.1,1.3,0.1,22.1,25.2,Topic 7,25.2
Document 274,46.0,0.0,2.2,0.0,0.0,0.1,31.6,20.1,Topic 0,46.0
Document 275,15.2,0.1,0.0,2.4,6.7,0.0,29.2,46.4,Topic 7,46.4
Document 276,0.0,8.6,5.2,0.0,21.6,0.0,0.2,64.4,Topic 7,64.4
Document 277,8.9,18.2,0.1,0.2,19.5,17.9,0.1,35.1,Topic 7,35.1
Document 278,35.4,0.1,24.9,27.7,0.2,0.6,10.8,0.4,Topic 0,35.4
Document 279,14.1,13.1,6.8,0.1,0.0,23.6,17.0,25.2,Topic 7,25.2
Document 280,0.1,0.0,0.0,9.3,29.6,0.0,11.0,49.9,Topic 7,49.9
Document 281,4.8,0.0,14.1,0.0,34.8,0.0,0.1,46.2,Topic 7,46.2
Document 282,42.0,29.4,1.5,2.3,0.0,0.1,11.5,13.3,Topic 0,42.0
Document 283,2.3,0.0,4.6,44.1,9.6,0.1,0.1,39.2,Topic 3,44.1
Document 284,45.3,19.6,0.0,1.4,0.0,0.0,7.8,25.9,Topic 0,45.3
Document 285,0.0,0.1,0.0,10.2,0.0,6.8,6.5,76.4,Topic 7,76.4
Document 286,15.3,2.1,0.4,3.1,6.0,7.4,0.3,65.4,Topic 7,65.4
Document 287,2.1,0.0,0.1,2.0,15.0,0.1,21.3,59.5,Topic 7,59.5
Document 288,6.3,0.0,67.6,0.2,0.0,0.2,0.8,24.9,Topic 2,67.6
Document 289,0.1,31.5,0.0,0.0,9.4,18.9,30.6,9.4,Topic 1,31.5
Document 290,0.1,0.0,48.6,0.5,0.0,13.9,0.0,36.8,Topic 2,48.6
Document 291,0.0,0.0,21.3,2.0,25.7,0.1,37.3,13.6,Topic 6,37.3
Document 292,32.4,1.9,0.1,0.0,0.0,0.0,0.1,65.6,Topic 7,65.6
Document 293,8.8,21.7,2.3,0.0,0.0,0.9,0.1,66.1,Topic 7,66.1
Document 294,5.3,24.5,0.0,0.3,0.0,7.2,0.4,62.4,Topic 7,62.4
