,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 120,0.0,0.0,18.7,47.6,0.1,0.0,0.0,33.5,Topic 3,47.6
Document 121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 122,0.0,0.0,39.7,0.0,0.0,0.0,0.0,60.3,Topic 7,60.3
Document 123,0.0,0.0,0.0,9.4,0.0,48.5,0.0,42.1,Topic 5,48.5
Document 124,0.0,30.4,0.0,34.3,1.7,0.0,0.0,33.6,Topic 3,34.3
Document 125,0.0,5.7,0.0,0.0,0.0,0.0,58.4,35.8,Topic 6,58.4
Document 126,0.0,0.0,34.4,0.0,0.0,0.0,0.0,65.6,Topic 7,65.6
Document 127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 128,31.9,38.3,0.0,0.0,9.8,0.0,0.0,20.0,Topic 1,38.3
Document 129,0.0,22.9,0.0,0.0,0.0,39.2,0.0,37.9,Topic 5,39.2
Document 130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 131,0.0,0.1,0.0,0.0,0.0,57.7,0.0,42.2,Topic 5,57.7
Document 132,0.0,0.0,0.0,0.0,0.0,0.0,12.4,87.6,Topic 7,87.6
Document 133,0.0,0.0,0.0,21.4,7.7,0.0,13.1,57.8,Topic 7,57.8
Document 134,55.2,9.0,0.0,0.0,0.0,0.0,13.1,22.6,Topic 0,55.2
Document 135,0.0,0.0,10.0,0.0,11.5,0.0,0.0,78.5,Topic 7,78.5
Document 136,0.0,0.0,0.0,0.0,0.0,12.6,6.9,80.5,Topic 7,80.5
Document 137,0.0,0.0,0.0,0.0,0.0,42.5,22.2,35.3,Topic 5,42.5
Document 138,0.0,17.8,0.0,0.0,0.0,0.0,0.0,82.2,Topic 7,82.2
Document 139,0.0,0.0,0.0,0.0,0.0,0.0,0.7,99.3,Topic 7,99.3
Document 140,0.0,0.0,0.0,28.5,0.0,0.0,16.9,54.6,Topic 7,54.6
Document 141,0.0,0.0,78.4,0.0,0.0,1.7,0.0,19.8,Topic 2,78.4
Document 142,23.1,0.0,12.9,6.7,0.0,0.0,7.8,49.3,Topic 7,49.3
Document 143,0.0,0.0,19.3,0.6,0.0,12.8,0.0,67.4,Topic 7,67.4
Document 144,0.0,40.8,25.6,0.0,3.2,0.0,0.0,30.4,Topic 1,40.8
Document 145,26.1,0.0,0.0,0.0,20.0,0.0,0.0,53.9,Topic 7,53.9
Document 146,0.0,14.6,0.0,0.0,22.1,0.0,0.0,63.3,Topic 7,63.3
Document 147,3.3,0.0,0.0,0.0,2.4,0.0,33.7,60.6,Topic 7,60.6
Document 148,0.0,0.0,27.3,0.0,0.0,32.3,0.0,40.4,Topic 7,40.4
Document 149,7.2,0.0,27.7,0.0,0.0,0.0,14.6,50.4,Topic 7,50.4
Document 150,34.9,0.0,25.8,0.0,0.0,0.0,0.0,39.3,Topic 7,39.3
Document 151,34.9,8.8,0.0,6.5,0.0,7.2,0.0,42.6,Topic 7,42.6
Document 152,34.4,0.0,0.0,0.0,0.0,0.0,0.0,65.6,Topic 7,65.6
Document 153,0.0,0.0,35.1,0.0,0.0,0.0,3.2,61.8,Topic 7,61.8
Document 154,0.0,53.8,0.0,0.0,0.0,0.1,0.0,46.1,Topic 1,53.8
Document 155,0.0,0.0,58.3,0.0,0.0,0.0,7.0,34.7,Topic 2,58.3
Document 156,0.0,0.0,14.3,0.0,0.0,48.6,0.0,37.0,Topic 5,48.6
Document 157,39.8,8.9,17.7,0.0,11.1,0.0,0.0,22.3,Topic 0,39.8
Document 158,0.0,0.0,14.8,11.4,0.0,0.0,0.0,73.7,Topic 7,73.7
Document 159,13.4,0.0,45.2,0.0,0.0,0.0,0.0,41.4,Topic 2,45.2
Document 160,0.0,14.5,0.0,19.2,0.0,0.0,0.0,66.3,Topic 7,66.3
Document 161,14.2,0.0,0.0,0.0,0.0,17.5,27.1,41.2,Topic 7,41.2
Document 162,47.6,0.0,0.0,0.0,0.0,0.0,0.0,52.4,Topic 7,52.4
Document 163,26.5,0.0,0.0,0.0,0.0,13.5,0.0,60.0,Topic 7,60.0
Document 164,0.0,0.0,16.1,31.2,0.0,0.0,0.0,52.7,Topic 7,52.7
Document 165,0.0,1.0,0.0,0.0,0.0,36.2,0.0,62.8,Topic 7,62.8
Document 166,15.5,36.0,0.0,26.5,0.0,0.4,0.0,21.6,Topic 1,36.0
Document 167,8.8,0.0,0.0,0.0,0.0,0.0,0.0,91.2,Topic 7,91.2
Document 168,0.0,27.0,0.0,17.4,12.6,24.6,0.0,18.3,Topic 1,27.0
Document 169,32.8,0.0,14.8,0.0,11.5,0.1,0.0,40.8,Topic 7,40.8
Document 170,0.0,18.5,0.0,19.3,0.0,0.0,20.9,41.2,Topic 7,41.2
Document 171,0.0,0.0,0.0,32.3,0.0,0.0,14.1,53.7,Topic 7,53.7
Document 172,0.0,9.0,0.0,11.4,0.0,0.0,14.7,64.9,Topic 7,64.9
Document 173,26.9,2.6,0.0,0.0,0.0,16.3,0.0,54.1,Topic 7,54.1
Document 174,5.4,0.0,29.5,0.0,18.2,0.0,6.7,40.2,Topic 7,40.2
Document 175,7.6,0.0,43.9,8.0,0.0,0.0,0.0,40.5,Topic 2,43.9
Document 176,25.9,0.0,0.0,0.0,0.0,23.2,1.9,49.0,Topic 7,49.0
Document 177,0.0,0.0,29.8,17.7,0.0,0.0,0.0,52.5,Topic 7,52.5
Document 178,8.0,0.0,42.4,0.0,0.0,0.0,0.0,49.6,Topic 7,49.6
Document 179,2.9,2.2,0.0,0.0,0.0,0.0,0.0,94.9,Topic 7,94.9
Document 180,0.7,0.0,18.0,28.4,0.0,12.3,5.7,34.9,Topic 7,34.9
Document 181,0.0,2.2,0.0,9.0,0.0,0.0,1.0,87.8,Topic 7,87.8
Document 182,0.0,0.0,0.0,0.0,39.4,0.0,0.0,60.5,Topic 7,60.5
Document 183,0.0,14.1,0.0,0.0,0.0,38.7,0.0,47.2,Topic 7,47.2
Document 184,0.0,72.6,0.0,27.3,0.0,0.0,0.0,0.0,Topic 1,72.6
Document 185,0.0,0.0,35.2,0.0,0.0,0.0,0.0,64.8,Topic 7,64.8
Document 186,12.9,0.0,0.0,33.9,1.7,0.0,0.0,51.4,Topic 7,51.4
Document 187,27.4,0.0,0.0,8.2,26.5,11.5,0.0,26.3,Topic 0,27.4
Document 188,0.0,7.9,0.0,0.5,0.0,41.1,45.0,5.5,Topic 6,45.0
Document 189,0.0,0.0,0.0,0.0,0.0,0.0,36.3,63.6,Topic 7,63.6
Document 190,0.0,0.1,19.8,0.0,0.0,0.0,42.0,38.2,Topic 6,42.0
Document 191,19.7,0.0,0.0,0.0,5.6,0.0,13.1,61.6,Topic 7,61.6
Document 192,0.0,0.0,0.0,23.2,0.0,0.0,0.0,76.8,Topic 7,76.8
Document 193,0.0,0.0,5.1,0.0,0.0,37.1,0.0,57.7,Topic 7,57.7
Document 194,0.0,15.8,0.0,17.2,18.3,0.0,0.0,48.8,Topic 7,48.8
Document 195,5.7,20.9,0.0,0.0,0.0,24.2,23.0,26.1,Topic 7,26.1
Document 196,0.0,0.0,22.3,0.0,0.0,0.0,0.0,77.6,Topic 7,77.6
Document 197,23.7,16.2,0.0,0.0,0.0,9.9,0.0,50.3,Topic 7,50.3
Document 198,0.0,0.0,0.0,22.4,0.0,2.8,0.0,74.8,Topic 7,74.8
Document 199,0.0,1.8,23.2,18.3,0.0,2.6,0.0,54.0,Topic 7,54.0
Document 200,9.0,0.1,0.0,8.5,0.0,12.4,31.6,38.3,Topic 7,38.3
Document 201,0.0,0.0,0.0,11.3,0.0,40.5,0.0,48.2,Topic 7,48.2
Document 202,0.0,0.0,0.0,0.0,0.0,0.0,50.9,49.1,Topic 6,50.9
Document 203,0.0,0.0,0.0,0.0,0.0,0.0,13.3,86.6,Topic 7,86.6
Document 204,0.0,0.0,0.0,41.7,0.0,0.0,0.1,58.1,Topic 7,58.1
Document 205,0.0,52.2,9.6,38.1,0.0,0.0,0.0,0.0,Topic 1,52.2
Document 206,0.0,34.3,0.0,0.0,0.0,0.0,20.6,45.1,Topic 7,45.1
Document 207,19.0,0.0,0.0,0.0,0.0,60.0,0.0,21.0,Topic 5,60.0
Document 208,5.0,0.0,0.0,0.0,0.0,0.0,49.0,45.9,Topic 6,49.0
Document 209,0.0,0.1,7.5,0.0,0.0,0.0,30.4,62.0,Topic 7,62.0
Document 210,0.0,26.9,27.9,0.0,0.0,0.0,19.4,25.8,Topic 2,27.9
Document 211,16.0,0.0,5.0,0.0,0.0,48.8,0.0,30.2,Topic 5,48.8
Document 212,0.0,40.4,0.0,0.0,17.8,10.4,0.0,31.4,Topic 1,40.4
Document 213,17.3,0.0,0.0,0.0,0.0,38.9,0.0,43.7,Topic 7,43.7
Document 214,0.0,47.3,0.0,0.0,29.2,0.0,0.0,23.4,Topic 1,47.3
Document 215,14.0,7.6,0.0,0.0,0.0,0.7,0.0,77.6,Topic 7,77.6
Document 216,0.0,0.0,0.0,22.0,0.0,0.0,12.0,66.0,Topic 7,66.0
Document 217,8.4,0.0,6.2,20.5,0.0,6.1,16.1,42.7,Topic 7,42.7
Document 218,11.3,0.1,5.1,0.0,0.0,31.8,0.0,51.8,Topic 7,51.8
Document 219,0.0,0.0,10.3,0.0,0.0,0.0,0.0,89.7,Topic 7,89.7
Document 220,0.0,0.0,51.0,0.0,0.0,0.0,0.0,49.0,Topic 2,51.0
Document 221,0.0,25.4,27.2,0.0,0.0,0.0,0.0,47.4,Topic 7,47.4
Document 222,0.0,0.0,11.8,0.0,0.0,0.0,0.0,88.1,Topic 7,88.1
Document 223,0.0,13.0,11.2,0.0,0.0,0.0,37.3,38.4,Topic 7,38.4
Document 224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 225,0.0,80.8,0.0,0.0,0.9,0.0,0.0,18.2,Topic 1,80.8
Document 226,45.6,0.0,0.0,0.0,0.0,0.0,0.0,54.3,Topic 7,54.3
Document 227,0.0,0.0,32.1,0.0,0.0,9.0,0.0,58.9,Topic 7,58.9
Document 228,0.0,0.9,0.0,44.0,0.0,41.1,0.0,14.0,Topic 3,44.0
Document 229,0.0,0.0,6.7,0.0,0.0,0.1,37.1,56.1,Topic 7,56.1
Document 230,22.4,0.0,27.5,0.0,0.0,0.0,0.0,50.0,Topic 7,50.0
Document 231,0.0,0.0,0.0,0.0,12.4,30.0,0.0,57.6,Topic 7,57.6
Document 232,23.9,18.3,0.1,0.0,0.0,0.0,0.0,57.6,Topic 7,57.6
Document 233,0.0,0.0,0.0,0.0,19.0,0.2,12.0,68.8,Topic 7,68.8
Document 234,0.0,0.1,0.0,0.0,0.1,41.9,0.0,57.9,Topic 7,57.9
Document 235,0.0,0.2,0.0,0.0,0.0,68.6,0.0,31.2,Topic 5,68.6
Document 236,0.0,13.0,0.0,0.0,0.0,61.3,0.0,25.6,Topic 5,61.3
Document 237,0.0,11.2,45.6,0.0,0.0,8.3,0.0,34.8,Topic 2,45.6
Document 238,0.0,15.2,0.0,0.0,25.3,0.0,0.0,59.5,Topic 7,59.5
Document 239,14.4,0.0,27.7,0.0,0.0,11.6,0.0,46.3,Topic 7,46.3
Document 240,43.9,3.6,0.0,0.0,0.0,11.8,0.0,40.6,Topic 0,43.9
Document 241,0.0,10.6,13.3,17.1,0.0,0.0,23.2,35.8,Topic 7,35.8
Document 242,52.3,13.9,0.0,7.0,0.0,0.0,0.0,26.8,Topic 0,52.3
Document 243,39.5,0.0,4.7,0.0,0.0,0.0,0.0,55.6,Topic 7,55.6
Document 244,0.1,0.0,0.0,0.0,0.0,36.5,0.0,63.4,Topic 7,63.4
Document 245,0.0,0.0,0.0,0.0,11.9,9.3,0.0,78.8,Topic 7,78.8
Document 246,1.4,0.0,0.0,0.0,0.0,11.7,0.0,86.9,Topic 7,86.9
Document 247,0.0,0.0,0.0,0.0,31.3,0.0,0.0,68.7,Topic 7,68.7
Document 248,0.0,4.5,10.6,0.0,0.0,20.8,0.0,64.1,Topic 7,64.1
Document 249,0.0,32.5,0.0,0.0,0.0,0.0,0.0,67.5,Topic 7,67.5
Document 250,0.0,0.0,0.0,8.6,20.6,0.0,0.0,70.8,Topic 7,70.8
Document 251,0.3,0.0,0.0,2.6,31.1,0.0,0.0,66.1,Topic 7,66.1
Document 252,34.1,16.8,0.0,0.0,0.0,0.0,0.0,49.1,Topic 7,49.1
Document 253,11.7,0.0,0.8,0.0,0.0,30.2,0.0,57.2,Topic 7,57.2
Document 254,2.5,31.2,0.0,0.0,0.0,0.0,37.2,29.1,Topic 6,37.2
Document 255,10.0,9.9,40.8,0.0,0.0,2.7,0.0,36.6,Topic 2,40.8
Document 256,23.3,0.0,0.0,0.0,0.0,0.0,0.0,76.7,Topic 7,76.7
Document 257,1.2,0.0,22.5,0.0,0.0,0.0,8.9,67.3,Topic 7,67.3
Document 258,1.1,0.0,0.0,0.0,0.0,54.7,0.0,44.2,Topic 5,54.7
Document 259,0.0,0.0,20.8,0.0,0.0,0.0,0.0,79.2,Topic 7,79.2
Document 260,29.9,18.7,0.0,13.6,1.2,0.0,4.3,32.2,Topic 7,32.2
Document 261,0.0,27.3,24.8,0.0,0.0,0.0,0.0,47.9,Topic 7,47.9
Document 262,5.6,5.0,19.8,0.1,0.0,0.0,7.2,62.2,Topic 7,62.2
Document 263,67.0,0.0,0.0,0.0,15.1,0.0,0.0,17.9,Topic 0,67.0
Document 264,0.1,44.7,0.4,0.0,0.0,0.0,7.4,47.4,Topic 7,47.4
Document 265,0.0,16.0,0.0,14.5,0.0,0.0,2.2,67.3,Topic 7,67.3
Document 266,0.0,0.0,37.3,0.0,0.0,0.0,0.0,62.7,Topic 7,62.7
Document 267,0.0,0.0,28.4,0.0,11.0,8.0,0.0,52.7,Topic 7,52.7
Document 268,0.0,14.8,0.1,0.0,0.0,44.5,0.0,40.6,Topic 5,44.5
Document 269,47.8,0.0,0.0,0.0,0.0,0.0,0.0,52.1,Topic 7,52.1
Document 270,0.0,0.1,24.2,0.0,0.0,0.0,19.3,56.4,Topic 7,56.4
Document 271,0.0,14.8,0.0,0.0,6.3,0.0,0.0,79.0,Topic 7,79.0
Document 272,0.0,0.0,0.0,0.0,0.0,0.0,19.2,80.7,Topic 7,80.7
Document 273,21.0,34.8,0.0,0.0,0.0,4.6,0.0,39.6,Topic 7,39.6
Document 274,0.0,1.1,3.5,0.0,0.0,0.0,45.7,49.6,Topic 7,49.6
Document 275,0.0,19.9,0.0,1.7,0.0,0.0,16.5,61.8,Topic 7,61.8
Document 276,6.6,0.0,0.0,8.2,20.8,0.0,0.0,64.3,Topic 7,64.3
Document 277,0.0,6.5,0.0,0.0,37.9,5.2,0.0,50.4,Topic 7,50.4
Document 278,0.0,18.7,4.0,0.3,0.0,26.8,0.0,50.1,Topic 7,50.1
Document 279,0.3,4.1,0.0,11.9,0.0,25.5,0.0,58.2,Topic 7,58.2
Document 280,3.4,11.9,5.5,0.0,0.0,13.6,0.0,65.6,Topic 7,65.6
Document 281,35.7,0.0,0.0,0.0,0.0,2.7,0.0,61.6,Topic 7,61.6
Document 282,0.0,21.2,23.4,0.0,0.0,0.0,17.1,38.2,Topic 7,38.2
Document 283,22.3,2.3,29.9,0.0,0.0,0.0,0.0,45.5,Topic 7,45.5
Document 284,0.0,43.1,4.1,0.0,0.0,0.2,0.0,52.6,Topic 7,52.6
Document 285,0.0,0.0,0.0,0.0,27.0,0.0,0.0,73.0,Topic 7,73.0
Document 286,0.0,15.6,0.6,0.1,0.0,0.0,0.0,83.7,Topic 7,83.7
Document 287,0.0,0.0,0.0,0.0,15.8,0.0,0.0,84.2,Topic 7,84.2
Document 288,32.3,0.0,0.0,0.0,0.0,29.1,0.0,38.6,Topic 7,38.6
Document 289,0.0,50.9,0.0,0.0,8.2,0.0,22.8,18.0,Topic 1,50.9
Document 290,0.0,0.0,0.0,0.0,0.0,41.9,0.0,58.1,Topic 7,58.1
Document 291,0.0,46.4,0.0,0.0,0.0,35.1,0.0,18.5,Topic 1,46.4
Document 292,0.0,0.0,0.0,11.9,0.0,0.0,0.0,88.1,Topic 7,88.1
Document 293,0.0,0.0,0.0,20.1,20.5,0.5,0.0,58.8,Topic 7,58.8
Document 294,0.0,0.0,0.0,0.0,0.0,0.0,27.6,72.4,Topic 7,72.4
