,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 848,1.4,11.5,33.5,1.3,4.3,27.8,17.1,3.0,Topic 2,33.5
Document 849,18.1,4.7,16.9,4.3,0.0,16.0,6.4,33.6,Topic 7,33.6
Document 850,15.4,4.9,0.7,8.4,8.6,41.5,7.7,13.0,Topic 5,41.5
Document 851,5.7,33.6,7.7,11.4,15.5,12.9,6.0,7.1,Topic 1,33.6
Document 852,4.7,0.1,9.1,2.2,12.5,25.0,36.9,9.6,Topic 6,36.9
Document 853,3.7,15.4,32.7,4.8,5.7,5.9,0.3,31.4,Topic 2,32.7
Document 854,7.8,14.5,2.7,1.9,14.4,7.9,0.8,50.1,Topic 7,50.1
Document 855,14.9,30.6,24.9,1.8,9.6,17.2,0.2,0.8,Topic 1,30.6
Document 856,49.2,6.1,3.2,2.3,0.4,0.4,0.1,38.4,Topic 0,49.2
Document 857,12.6,13.2,18.1,5.8,15.8,3.1,31.5,0.0,Topic 6,31.5
Document 858,13.4,10.1,45.5,3.1,0.2,10.0,3.1,14.7,Topic 2,45.5
Document 859,44.2,13.8,3.4,15.4,2.2,3.5,0.7,16.8,Topic 0,44.2
Document 860,7.5,11.1,0.6,8.8,4.6,7.0,3.6,56.8,Topic 7,56.8
Document 861,2.3,52.3,1.0,6.0,2.1,14.2,12.2,9.8,Topic 1,52.3
Document 862,0.5,6.5,3.1,31.1,3.8,23.0,15.4,16.5,Topic 3,31.1
Document 863,1.0,14.2,29.5,0.5,12.1,0.4,9.7,32.5,Topic 7,32.5
Document 864,3.8,8.2,33.3,1.9,1.6,25.0,10.3,16.0,Topic 2,33.3
Document 865,5.6,4.7,11.2,5.0,2.4,12.4,12.4,46.2,Topic 7,46.2
Document 866,24.9,17.8,4.3,17.8,4.5,0.0,8.9,21.7,Topic 0,24.9
Document 867,3.0,2.7,53.4,2.9,1.0,0.8,0.5,35.7,Topic 2,53.4
Document 868,2.5,22.0,30.0,0.3,19.8,12.2,0.2,13.0,Topic 2,30.0
Document 869,1.7,25.3,3.2,20.3,7.8,16.2,15.7,9.7,Topic 1,25.3
Document 870,4.5,11.9,11.6,0.1,0.1,18.5,53.3,0.0,Topic 6,53.3
Document 871,0.1,7.4,39.3,0.6,11.9,4.7,12.8,23.2,Topic 2,39.3
Document 872,9.1,29.6,1.8,18.3,22.1,6.7,9.2,3.2,Topic 1,29.6
Document 873,9.4,6.1,10.3,24.3,19.1,12.8,6.5,11.6,Topic 3,24.3
Document 874,5.3,3.4,3.2,7.2,5.3,34.8,19.3,21.5,Topic 5,34.8
Document 875,3.6,1.2,2.0,2.3,0.3,1.2,85.9,3.5,Topic 6,85.9
Document 876,3.5,5.5,0.3,0.8,9.0,0.3,23.3,57.5,Topic 7,57.5
Document 877,0.7,10.4,19.3,10.5,3.1,4.4,2.6,49.0,Topic 7,49.0
Document 878,2.7,20.0,11.1,13.4,15.4,6.3,0.0,31.0,Topic 7,31.0
Document 879,0.7,47.0,17.1,14.5,14.3,0.1,0.7,5.6,Topic 1,47.0
Document 880,10.4,0.3,23.5,41.3,3.9,0.1,4.5,15.9,Topic 3,41.3
Document 881,15.4,7.6,1.2,2.4,45.2,9.6,1.3,17.3,Topic 4,45.2
Document 882,17.4,47.3,31.8,1.4,0.5,0.5,0.8,0.4,Topic 1,47.3
Document 883,1.9,60.1,8.5,3.5,2.2,1.9,18.9,3.0,Topic 1,60.1
Document 884,4.8,16.3,20.9,1.8,3.0,9.2,0.2,43.8,Topic 7,43.8
Document 885,0.5,9.7,13.0,3.6,1.9,9.5,0.5,61.1,Topic 7,61.1
Document 886,0.3,10.1,4.7,14.2,8.1,27.6,0.2,34.8,Topic 7,34.8
Document 887,6.6,18.4,5.1,9.4,11.8,12.5,34.2,1.9,Topic 6,34.2
Document 888,12.4,9.4,4.7,22.9,7.6,3.0,15.5,24.6,Topic 7,24.6
Document 889,12.3,4.3,7.3,0.1,10.9,0.1,58.8,6.2,Topic 6,58.8
Document 890,27.4,21.1,20.3,17.0,3.6,1.3,1.0,8.4,Topic 0,27.4
Document 891,17.3,20.3,12.2,2.6,12.7,21.6,0.2,13.1,Topic 5,21.6
Document 892,13.7,6.3,7.9,0.6,13.8,22.5,0.5,34.7,Topic 7,34.7
Document 893,8.4,33.8,6.1,1.6,11.4,0.7,24.9,13.1,Topic 1,33.8
Document 894,6.9,17.1,2.7,0.3,5.1,6.6,21.0,40.4,Topic 7,40.4
Document 895,3.5,36.1,0.6,1.4,17.3,18.5,3.8,18.8,Topic 1,36.1
Document 896,4.6,28.3,7.8,4.5,9.0,26.0,2.6,17.2,Topic 1,28.3
Document 897,1.3,10.8,6.9,1.2,37.7,16.8,3.6,21.8,Topic 4,37.7
Document 898,10.0,1.4,0.2,33.6,0.5,1.9,51.7,0.8,Topic 6,51.7
Document 899,3.7,9.8,24.8,4.1,7.7,43.2,1.9,4.8,Topic 5,43.2
Document 900,16.9,17.8,0.3,0.1,12.8,22.5,28.3,1.2,Topic 6,28.3
Document 901,11.9,1.3,12.3,4.4,3.2,28.1,1.3,37.5,Topic 7,37.5
Document 902,33.4,3.4,25.9,3.7,9.7,11.6,0.7,11.7,Topic 0,33.4
Document 903,9.3,5.4,33.5,3.1,1.6,31.9,0.4,15.0,Topic 2,33.5
Document 904,25.1,7.7,14.2,0.2,9.6,15.7,3.4,24.1,Topic 0,25.1
Document 905,5.0,6.2,2.7,2.2,19.1,13.1,33.7,18.0,Topic 6,33.7
Document 906,5.1,9.4,7.2,10.2,10.6,18.6,18.6,20.2,Topic 7,20.2
Document 907,26.2,19.9,4.7,15.4,2.6,14.9,4.0,12.2,Topic 0,26.2
Document 908,43.8,2.2,10.0,0.6,12.3,9.5,2.0,19.6,Topic 0,43.8
Document 909,6.2,6.1,9.2,6.5,6.0,0.2,8.2,57.6,Topic 7,57.6
Document 910,3.9,14.8,3.2,17.5,18.0,3.9,0.1,38.5,Topic 7,38.5
Document 911,0.2,14.8,19.6,4.4,10.5,37.2,4.8,8.4,Topic 5,37.2
Document 912,18.4,11.5,7.5,3.9,4.4,4.1,0.2,50.1,Topic 7,50.1
Document 913,14.0,0.1,3.1,11.5,2.2,7.5,45.3,16.3,Topic 6,45.3
Document 914,33.7,4.3,12.6,0.1,8.0,0.2,27.1,14.1,Topic 0,33.7
Document 915,0.3,22.9,10.9,8.7,34.5,20.7,0.2,1.7,Topic 4,34.5
Document 916,42.3,4.3,0.1,18.7,23.2,1.6,3.0,6.8,Topic 0,42.3
Document 917,3.1,1.6,20.1,2.1,24.3,29.7,6.3,12.8,Topic 5,29.7
Document 918,0.2,21.4,7.7,0.2,1.1,7.3,61.8,0.3,Topic 6,61.8
Document 919,6.1,0.2,5.9,0.9,8.2,27.3,35.4,16.1,Topic 6,35.4
Document 920,3.7,0.3,2.9,6.3,16.8,15.3,8.3,46.3,Topic 7,46.3
Document 921,17.6,28.1,3.5,2.4,3.7,0.7,34.1,10.0,Topic 6,34.1
Document 922,5.1,22.1,0.1,4.8,0.5,3.5,10.1,53.9,Topic 7,53.9
Document 923,5.7,17.3,1.7,36.4,7.7,1.9,20.6,8.9,Topic 3,36.4
Document 924,19.6,5.6,1.2,2.3,1.2,0.2,4.9,64.9,Topic 7,64.9
Document 925,2.5,0.0,23.6,0.3,9.4,39.4,18.1,6.5,Topic 5,39.4
Document 926,0.6,4.7,31.1,1.4,4.1,9.2,1.4,47.5,Topic 7,47.5
Document 927,0.4,16.9,6.0,13.0,27.8,5.0,17.1,13.7,Topic 4,27.8
Document 928,0.1,0.0,12.2,20.4,9.8,4.9,0.1,52.5,Topic 7,52.5
Document 929,11.1,55.6,3.7,5.8,2.4,1.6,15.5,4.3,Topic 1,55.6
Document 930,3.2,11.0,27.0,0.4,4.5,5.0,4.9,44.0,Topic 7,44.0
Document 931,4.0,5.9,1.0,49.3,8.2,8.6,16.6,6.3,Topic 3,49.3
Document 932,4.1,1.0,0.7,13.2,3.4,6.5,2.9,68.2,Topic 7,68.2
Document 933,3.2,8.6,24.4,0.3,8.2,32.4,0.5,22.5,Topic 5,32.4
Document 934,40.6,0.3,26.2,9.7,1.6,10.1,7.6,4.0,Topic 0,40.6
Document 935,6.8,31.6,3.0,5.3,7.4,19.2,4.3,22.2,Topic 1,31.6
Document 936,19.7,25.4,6.1,14.5,4.3,4.0,17.7,8.4,Topic 1,25.4
Document 937,18.8,32.0,4.6,1.2,1.6,2.4,37.3,2.0,Topic 6,37.3
Document 938,1.6,40.6,4.1,20.6,7.6,3.9,7.8,13.9,Topic 1,40.6
Document 939,0.4,0.6,1.9,3.9,1.1,3.0,85.8,3.3,Topic 6,85.8
Document 940,0.7,26.1,0.5,0.0,22.8,19.6,21.9,8.5,Topic 1,26.1
Document 941,4.7,9.1,4.1,3.9,0.7,67.7,7.7,2.0,Topic 5,67.7
Document 942,2.6,3.5,12.9,3.6,20.3,37.9,0.9,18.3,Topic 5,37.9
Document 943,24.0,5.1,10.5,10.2,4.8,12.5,13.2,19.6,Topic 0,24.0
Document 944,3.4,6.5,19.4,8.2,15.1,31.3,0.7,15.3,Topic 5,31.3
Document 945,13.3,17.9,5.1,33.4,1.3,13.8,0.4,14.6,Topic 3,33.4
Document 946,10.1,5.6,12.9,12.3,20.2,0.3,18.1,20.4,Topic 7,20.4
Document 947,17.8,27.3,0.2,9.3,9.1,13.0,0.2,23.0,Topic 1,27.3
Document 948,4.8,34.2,3.1,26.8,6.3,3.7,5.5,15.6,Topic 1,34.2
Document 949,3.1,1.4,19.5,14.8,5.6,32.9,5.7,16.9,Topic 5,32.9
Document 950,0.2,20.4,2.5,6.6,4.7,20.1,0.2,45.2,Topic 7,45.2
Document 951,19.7,20.6,1.1,7.8,7.1,1.9,32.5,9.5,Topic 6,32.5
Document 952,1.4,21.7,0.8,1.9,8.7,22.6,4.9,38.0,Topic 7,38.0
Document 953,7.4,33.6,6.9,2.8,24.9,6.2,11.5,6.7,Topic 1,33.6
Document 954,1.5,4.6,25.0,8.9,3.4,48.1,0.5,7.9,Topic 5,48.1
Document 955,0.6,2.8,50.0,5.5,10.5,10.0,0.6,20.0,Topic 2,50.0
Document 956,4.1,3.8,16.4,3.5,10.9,21.1,11.9,28.3,Topic 7,28.3
Document 957,25.4,29.5,0.2,7.3,0.2,8.3,0.1,29.0,Topic 1,29.5
Document 958,35.6,6.4,7.6,4.4,4.9,2.5,4.5,34.0,Topic 0,35.6
Document 959,0.2,16.0,16.7,4.8,15.2,12.3,8.4,26.5,Topic 7,26.5
Document 960,34.7,11.8,7.7,0.8,0.1,5.8,12.6,26.5,Topic 0,34.7
Document 961,1.1,24.9,8.2,5.5,4.4,7.9,1.5,46.6,Topic 7,46.6
Document 962,10.3,8.8,3.8,9.9,15.7,10.2,3.1,38.2,Topic 7,38.2
Document 963,39.7,14.6,5.9,11.3,14.5,0.1,8.3,5.7,Topic 0,39.7
Document 964,5.4,8.2,19.9,0.3,2.1,41.2,0.9,22.0,Topic 5,41.2
Document 965,5.8,33.7,42.8,4.8,0.4,10.6,1.2,0.8,Topic 2,42.8
Document 966,3.2,24.0,3.3,1.7,27.9,8.1,15.6,16.2,Topic 4,27.9
Document 967,7.2,10.0,41.4,0.5,0.2,19.1,0.2,21.5,Topic 2,41.4
Document 968,3.3,0.1,1.8,40.5,4.2,4.7,43.2,2.1,Topic 6,43.2
Document 969,4.1,14.3,8.6,4.5,0.6,4.5,2.2,61.1,Topic 7,61.1
Document 970,32.3,6.2,8.5,1.0,14.4,12.1,11.9,13.6,Topic 0,32.3
Document 971,13.5,24.1,19.8,6.0,2.2,0.5,0.4,33.5,Topic 7,33.5
Document 972,56.7,5.8,2.7,3.8,12.6,6.5,1.6,10.3,Topic 0,56.7
Document 973,0.1,10.8,14.5,0.1,16.0,52.1,6.0,0.5,Topic 5,52.1
Document 974,5.5,1.7,16.2,19.0,6.9,23.3,3.2,24.2,Topic 7,24.2
Document 975,8.7,13.3,24.0,3.6,7.2,1.5,0.2,41.4,Topic 7,41.4
Document 976,6.7,5.8,31.5,10.0,10.2,15.7,14.1,6.0,Topic 2,31.5
Document 977,2.3,1.6,27.4,17.9,2.7,4.2,6.0,37.9,Topic 7,37.9
Document 978,0.4,3.8,13.2,0.1,5.6,3.6,0.5,72.8,Topic 7,72.8
Document 979,8.0,3.2,20.9,27.7,17.1,2.7,4.3,16.1,Topic 3,27.7
Document 980,5.4,7.5,16.3,13.8,10.9,11.0,0.1,35.1,Topic 7,35.1
Document 981,1.7,40.3,15.9,5.1,0.7,16.2,10.0,10.1,Topic 1,40.3
Document 982,25.4,6.4,18.3,21.7,14.8,0.1,0.3,12.9,Topic 0,25.4
Document 983,7.9,1.8,1.9,5.7,10.7,26.9,35.1,10.0,Topic 6,35.1
Document 984,8.6,1.3,20.3,39.3,12.8,12.7,4.0,0.9,Topic 3,39.3
Document 985,5.1,38.5,3.9,5.4,13.2,3.4,10.4,20.0,Topic 1,38.5
Document 986,10.8,6.0,0.3,4.8,13.2,3.7,8.2,53.1,Topic 7,53.1
Document 987,12.5,0.1,2.9,24.4,15.4,0.4,32.0,12.4,Topic 6,32.0
Document 988,54.3,6.9,2.1,0.9,1.7,22.3,0.4,11.4,Topic 0,54.3
Document 989,4.3,3.3,2.8,7.6,17.5,2.8,49.0,12.7,Topic 6,49.0
Document 990,3.8,3.5,5.6,8.2,1.2,43.2,1.5,33.0,Topic 5,43.2
Document 991,0.6,42.5,0.7,10.6,18.8,4.2,16.3,6.2,Topic 1,42.5
Document 992,3.0,19.2,2.8,45.6,9.1,1.1,5.3,14.0,Topic 3,45.6
Document 993,8.8,19.3,18.3,0.6,16.7,8.3,11.8,16.1,Topic 1,19.3
Document 994,14.9,3.4,6.7,8.3,13.0,3.0,9.0,41.8,Topic 7,41.8
Document 995,11.4,26.5,15.5,5.7,20.2,2.6,6.6,11.5,Topic 1,26.5
Document 996,5.2,1.2,0.5,50.5,3.1,3.9,33.4,2.3,Topic 3,50.5
Document 997,7.0,66.8,0.0,0.1,7.2,0.0,18.7,0.1,Topic 1,66.8
Document 998,6.6,3.2,1.0,6.4,5.5,14.4,41.2,21.8,Topic 6,41.2
Document 999,34.2,7.0,6.6,6.1,9.2,21.0,8.3,7.7,Topic 0,34.2
