,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 552,11.4,5.4,4.8,3.2,0.0,7.1,3.3,64.7,Topic 7,64.7
Document 553,13.4,2.8,16.5,0.2,1.1,2.3,6.6,57.2,Topic 7,57.2
Document 554,1.4,27.3,8.0,7.7,6.9,6.7,7.5,34.4,Topic 7,34.4
Document 555,4.9,10.7,0.4,0.6,0.2,29.0,0.9,53.3,Topic 7,53.3
Document 556,4.8,2.6,16.9,5.2,12.3,36.6,11.2,10.4,Topic 5,36.6
Document 557,16.4,0.3,1.2,1.6,0.4,0.3,24.1,55.6,Topic 7,55.6
Document 558,6.6,14.2,55.8,0.0,8.3,3.9,0.2,10.9,Topic 2,55.8
Document 559,7.6,16.4,26.1,8.5,8.6,5.5,22.2,5.2,Topic 2,26.1
Document 560,8.9,6.7,36.0,1.3,3.2,38.3,0.8,4.8,Topic 5,38.3
Document 561,10.7,0.1,5.6,22.6,1.0,47.1,13.0,0.0,Topic 5,47.1
Document 562,41.8,5.0,2.5,19.2,14.4,2.4,2.5,12.2,Topic 0,41.8
Document 563,41.7,2.7,9.4,0.1,0.3,15.8,7.5,22.4,Topic 0,41.7
Document 564,0.6,1.6,10.4,38.7,15.4,1.3,25.3,6.8,Topic 3,38.7
Document 565,0.1,3.9,3.1,6.5,0.5,1.1,79.2,5.6,Topic 6,79.2
Document 566,17.7,4.3,5.9,1.3,1.4,36.1,29.8,3.5,Topic 5,36.1
Document 567,2.8,52.7,12.8,0.7,5.4,5.5,6.7,13.3,Topic 1,52.7
Document 568,0.3,3.9,5.3,9.8,2.8,38.5,22.4,17.1,Topic 5,38.5
Document 569,31.2,1.0,10.0,17.1,5.1,9.4,13.7,12.4,Topic 0,31.2
Document 570,14.6,9.1,11.3,0.3,4.1,51.7,0.7,8.2,Topic 5,51.7
Document 571,43.0,19.0,0.7,1.7,14.7,0.4,0.1,20.3,Topic 0,43.0
Document 572,20.8,26.0,3.5,2.2,16.4,2.3,6.1,22.7,Topic 1,26.0
Document 573,20.8,2.4,4.2,5.6,17.6,25.7,11.4,12.3,Topic 5,25.7
Document 574,28.6,25.3,2.5,6.2,4.0,4.8,3.5,25.0,Topic 0,28.6
Document 575,0.6,33.5,17.3,4.4,0.8,5.2,37.4,0.8,Topic 6,37.4
Document 576,31.3,29.5,4.4,0.1,0.1,7.1,0.1,27.5,Topic 0,31.3
Document 577,4.3,62.1,0.5,3.3,1.7,0.2,12.2,15.8,Topic 1,62.1
Document 578,1.0,34.9,13.2,0.1,15.3,7.5,5.6,22.4,Topic 1,34.9
Document 579,19.3,17.6,5.3,3.1,3.1,5.8,17.3,28.5,Topic 7,28.5
Document 580,8.0,10.6,35.2,0.4,13.0,1.8,0.1,30.9,Topic 2,35.2
Document 581,25.0,3.1,1.9,6.8,10.1,7.6,0.2,45.3,Topic 7,45.3
Document 582,3.2,10.0,0.7,0.3,11.0,42.6,9.9,22.3,Topic 5,42.6
Document 583,6.2,33.9,8.9,9.7,15.7,1.8,13.6,10.1,Topic 1,33.9
Document 584,9.2,2.2,43.9,11.3,8.4,6.1,4.1,14.8,Topic 2,43.9
Document 585,3.1,10.6,57.4,1.2,0.8,2.1,7.0,17.7,Topic 2,57.4
Document 586,40.7,4.1,0.1,19.2,5.2,5.0,0.4,25.4,Topic 0,40.7
Document 587,1.7,25.9,4.8,8.9,11.9,13.1,16.9,16.9,Topic 1,25.9
Document 588,19.5,5.7,0.2,0.0,11.4,3.2,42.7,17.3,Topic 6,42.7
Document 589,19.6,11.6,3.4,18.9,4.3,3.5,1.5,37.4,Topic 7,37.4
Document 590,11.1,56.9,6.1,0.7,3.3,2.6,2.9,16.5,Topic 1,56.9
Document 591,1.5,25.1,0.2,1.8,5.3,12.5,1.3,52.3,Topic 7,52.3
Document 592,2.6,12.7,7.0,2.0,16.4,1.0,24.6,33.7,Topic 7,33.7
Document 593,12.5,17.5,1.3,4.0,5.8,26.0,13.0,19.7,Topic 5,26.0
Document 594,0.1,2.6,0.5,61.4,5.5,3.5,19.3,7.0,Topic 3,61.4
Document 595,21.3,7.8,4.6,24.8,0.6,2.6,13.7,24.6,Topic 3,24.8
Document 596,12.7,5.2,4.1,1.9,0.3,21.0,0.6,54.2,Topic 7,54.2
Document 597,1.6,5.6,8.9,8.4,18.4,45.3,4.5,7.4,Topic 5,45.3
Document 598,34.0,2.9,1.2,3.1,21.4,20.9,5.9,10.6,Topic 0,34.0
Document 599,12.2,21.6,15.5,13.8,0.1,10.9,19.5,6.5,Topic 1,21.6
Document 600,1.1,5.0,1.6,1.8,2.4,7.6,46.5,34.0,Topic 6,46.5
Document 601,8.3,25.1,20.7,2.4,5.3,21.2,0.4,16.6,Topic 1,25.1
Document 602,3.7,5.8,31.4,2.3,37.5,3.7,5.7,10.0,Topic 4,37.5
Document 603,5.2,7.0,3.1,3.5,28.3,18.0,22.3,12.6,Topic 4,28.3
Document 604,23.0,15.2,23.9,10.8,7.9,9.4,0.3,9.6,Topic 2,23.9
Document 605,14.0,11.0,4.3,38.2,4.9,6.9,0.1,20.6,Topic 3,38.2
Document 606,8.9,1.4,25.8,1.3,25.6,3.5,10.9,22.6,Topic 2,25.8
Document 607,3.0,6.2,3.1,12.4,5.6,28.3,11.6,29.8,Topic 7,29.8
Document 608,3.1,9.7,4.5,2.8,41.3,6.7,7.9,24.0,Topic 4,41.3
Document 609,38.9,14.0,16.5,2.3,0.4,0.4,2.7,24.8,Topic 0,38.9
Document 610,3.2,20.4,2.2,7.6,1.9,8.4,49.3,6.9,Topic 6,49.3
Document 611,19.6,51.6,9.2,1.4,0.2,6.4,2.8,8.7,Topic 1,51.6
Document 612,0.2,0.2,18.3,0.3,0.3,80.4,0.2,0.1,Topic 5,80.4
Document 613,3.6,26.2,6.0,3.4,6.3,13.9,5.0,35.6,Topic 7,35.6
Document 614,11.1,4.5,8.6,0.9,12.4,29.8,6.1,26.7,Topic 5,29.8
Document 615,19.1,16.1,2.0,4.9,4.4,2.5,19.9,31.1,Topic 7,31.1
Document 616,3.7,0.2,3.6,0.5,3.0,49.8,1.7,37.5,Topic 5,49.8
Document 617,0.0,33.9,6.6,0.8,30.8,5.0,4.4,18.4,Topic 1,33.9
Document 618,33.3,8.6,6.8,8.0,16.3,4.3,1.0,21.7,Topic 0,33.3
Document 619,5.6,5.0,1.2,16.6,3.9,20.6,42.5,4.5,Topic 6,42.5
Document 620,19.0,8.1,16.9,0.3,13.8,8.8,22.4,10.8,Topic 6,22.4
Document 621,14.0,4.2,11.2,22.6,11.6,12.8,13.9,9.7,Topic 3,22.6
Document 622,9.3,17.3,3.3,2.7,12.5,9.7,28.9,16.2,Topic 6,28.9
Document 623,12.3,27.7,7.4,2.0,7.1,2.1,30.9,10.5,Topic 6,30.9
Document 624,2.4,6.6,12.6,0.1,14.0,49.6,2.6,12.1,Topic 5,49.6
Document 625,9.8,19.9,0.4,2.7,24.0,1.8,4.5,36.9,Topic 7,36.9
Document 626,5.8,1.7,10.9,8.6,13.3,11.1,4.5,44.0,Topic 7,44.0
Document 627,5.2,33.7,11.0,0.1,0.3,5.2,18.3,26.2,Topic 1,33.7
Document 628,27.2,8.8,4.7,3.7,14.1,15.4,13.4,12.8,Topic 0,27.2
Document 629,10.7,3.8,33.2,9.7,12.4,9.5,7.3,13.4,Topic 2,33.2
Document 630,12.9,3.9,34.8,1.1,3.9,21.7,0.4,21.4,Topic 2,34.8
Document 631,19.9,7.5,5.3,5.8,0.1,6.9,2.4,52.1,Topic 7,52.1
Document 632,3.8,10.3,21.5,6.2,36.0,7.4,2.7,12.0,Topic 4,36.0
Document 633,17.8,14.2,11.2,2.1,0.2,15.2,0.4,38.7,Topic 7,38.7
Document 634,25.3,9.2,6.2,7.5,2.8,1.3,42.5,5.1,Topic 6,42.5
Document 635,0.1,34.0,10.2,26.3,0.7,2.3,25.8,0.7,Topic 1,34.0
Document 636,17.3,10.7,1.3,3.4,16.5,0.3,38.6,11.9,Topic 6,38.6
Document 637,10.3,5.9,1.4,5.1,1.0,0.2,1.6,74.5,Topic 7,74.5
Document 638,9.2,10.1,33.4,3.8,0.6,29.8,1.2,11.9,Topic 2,33.4
Document 639,1.3,3.6,3.3,12.0,7.2,21.5,4.7,46.4,Topic 7,46.4
Document 640,1.3,56.1,12.3,1.6,6.0,9.7,5.1,7.9,Topic 1,56.1
Document 641,56.4,9.9,16.9,5.1,2.0,3.8,5.6,0.3,Topic 0,56.4
Document 642,3.2,0.1,26.8,1.7,14.1,45.6,0.5,8.0,Topic 5,45.6
Document 643,14.5,9.4,3.1,1.6,1.1,51.5,3.0,15.9,Topic 5,51.5
Document 644,6.2,41.6,5.5,3.3,5.1,20.0,12.4,5.8,Topic 1,41.6
Document 645,2.1,11.2,1.6,14.0,1.7,0.5,17.2,51.7,Topic 7,51.7
Document 646,30.5,7.5,5.5,3.4,15.6,15.8,3.8,17.9,Topic 0,30.5
Document 647,1.5,11.6,6.3,54.4,2.5,6.2,5.0,12.6,Topic 3,54.4
Document 648,1.5,13.8,23.1,31.1,3.2,12.0,0.2,15.1,Topic 3,31.1
Document 649,7.9,0.8,7.7,2.1,27.6,12.9,3.1,38.0,Topic 7,38.0
Document 650,11.8,7.0,16.8,0.5,10.8,37.3,2.9,12.9,Topic 5,37.3
Document 651,3.8,0.5,5.7,1.2,36.6,4.8,3.7,43.6,Topic 7,43.6
Document 652,3.4,47.1,1.8,1.1,13.9,18.4,1.2,13.2,Topic 1,47.1
Document 653,13.4,41.5,1.7,4.5,12.2,6.5,6.8,13.4,Topic 1,41.5
Document 654,13.3,11.3,0.2,0.1,54.1,15.1,0.5,5.4,Topic 4,54.1
Document 655,14.7,38.4,1.0,6.0,4.3,8.7,9.6,17.3,Topic 1,38.4
Document 656,26.3,1.5,0.1,0.0,16.4,27.9,1.7,26.1,Topic 5,27.9
Document 657,12.5,6.0,12.7,7.8,12.6,24.9,8.5,15.1,Topic 5,24.9
Document 658,21.9,26.3,8.0,9.0,12.0,7.5,5.6,9.7,Topic 1,26.3
Document 659,2.9,17.4,4.2,13.8,18.8,27.3,6.0,9.6,Topic 5,27.3
Document 660,11.3,10.7,37.1,0.3,15.3,5.1,14.1,6.0,Topic 2,37.1
Document 661,5.4,8.2,36.0,2.5,13.8,22.2,8.2,3.7,Topic 2,36.0
Document 662,20.0,25.4,0.5,11.3,0.2,20.3,21.7,0.6,Topic 1,25.4
Document 663,16.4,33.3,10.4,0.2,1.1,14.0,2.0,22.6,Topic 1,33.3
Document 664,7.8,3.1,13.6,8.7,29.6,2.2,31.5,3.6,Topic 6,31.5
Document 665,2.8,12.3,34.7,1.3,3.0,23.9,4.5,17.4,Topic 2,34.7
Document 666,6.4,4.7,25.3,7.7,3.2,27.3,1.0,24.4,Topic 5,27.3
Document 667,18.5,3.7,4.8,30.4,0.7,0.3,33.4,8.2,Topic 6,33.4
Document 668,13.7,25.0,8.6,5.1,8.1,12.6,1.7,25.2,Topic 7,25.2
Document 669,7.7,19.4,9.8,27.6,1.1,22.2,0.9,11.3,Topic 3,27.6
Document 670,4.2,10.0,8.1,2.4,11.3,5.9,4.6,53.5,Topic 7,53.5
Document 671,5.6,4.5,4.7,19.6,8.1,35.6,4.6,17.3,Topic 5,35.6
Document 672,0.6,6.2,6.4,14.8,6.2,46.9,4.8,14.1,Topic 5,46.9
Document 673,3.9,39.1,2.3,3.5,9.0,1.8,38.9,1.6,Topic 1,39.1
Document 674,2.3,15.1,4.0,11.8,28.8,18.0,6.5,13.5,Topic 4,28.8
Document 675,3.7,2.7,9.4,1.1,8.7,47.7,16.5,10.2,Topic 5,47.7
Document 676,2.1,14.5,56.3,0.2,9.0,7.9,1.3,8.6,Topic 2,56.3
Document 677,10.3,9.9,5.4,5.2,31.5,1.5,15.7,20.4,Topic 4,31.5
Document 678,5.5,2.8,5.9,5.2,13.9,34.6,0.7,31.5,Topic 5,34.6
Document 679,2.9,33.8,6.7,2.5,8.1,21.3,22.6,2.0,Topic 1,33.8
Document 680,0.3,13.5,8.0,1.5,4.9,1.5,0.2,70.1,Topic 7,70.1
Document 681,0.1,8.2,13.4,16.2,3.1,42.8,5.3,10.8,Topic 5,42.8
Document 682,0.1,19.0,42.5,2.7,5.4,8.3,18.7,3.3,Topic 2,42.5
Document 683,3.3,26.0,11.2,11.6,24.2,0.1,14.8,8.9,Topic 1,26.0
Document 684,5.4,46.9,0.4,9.1,0.2,3.6,20.1,14.4,Topic 1,46.9
Document 685,0.3,0.2,22.9,0.3,25.2,0.3,50.6,0.1,Topic 6,50.6
Document 686,11.0,14.3,30.7,1.5,0.9,6.5,1.9,33.1,Topic 7,33.1
Document 687,17.5,7.9,30.8,18.6,2.6,0.5,0.1,22.1,Topic 2,30.8
Document 688,18.9,4.3,0.2,9.0,9.3,0.1,47.6,10.5,Topic 6,47.6
Document 689,6.2,18.8,10.6,31.1,8.2,5.6,15.9,3.6,Topic 3,31.1
Document 690,0.4,0.3,0.4,0.4,33.8,64.2,0.3,0.2,Topic 5,64.2
Document 691,14.7,6.7,22.8,6.6,15.6,9.5,0.5,23.6,Topic 7,23.6
Document 692,4.7,13.5,3.3,0.2,11.1,10.2,20.9,36.0,Topic 7,36.0
Document 693,0.7,9.7,39.3,2.2,6.5,7.1,1.6,32.8,Topic 2,39.3
Document 694,24.7,12.9,0.1,7.3,7.3,0.3,3.2,44.2,Topic 7,44.2
Document 695,10.6,0.7,5.3,0.6,2.4,65.4,10.9,4.2,Topic 5,65.4
Document 696,4.6,29.3,5.5,2.0,3.0,1.2,7.8,46.5,Topic 7,46.5
Document 697,3.3,2.0,0.4,14.4,36.4,5.7,29.6,8.3,Topic 4,36.4
Document 698,13.8,0.1,0.1,0.3,47.4,6.9,23.3,8.2,Topic 4,47.4
Document 699,0.2,0.3,9.1,0.7,0.8,0.1,85.0,3.9,Topic 6,85.0
Document 700,19.5,12.4,1.4,1.4,8.8,1.5,17.9,37.1,Topic 7,37.1
Document 701,3.4,2.7,2.2,28.0,1.0,41.5,12.2,9.0,Topic 5,41.5
Document 702,21.4,1.2,8.1,30.1,6.7,21.7,0.2,10.6,Topic 3,30.1
Document 703,24.9,30.7,2.5,11.2,1.9,21.7,4.1,3.0,Topic 1,30.7
Document 704,1.1,2.5,5.7,56.6,8.4,1.4,4.3,20.0,Topic 3,56.6
Document 705,54.4,1.0,1.1,12.1,11.9,0.1,4.5,15.1,Topic 0,54.4
Document 706,6.3,6.3,2.8,17.7,16.6,4.7,3.2,42.3,Topic 7,42.3
Document 707,31.0,0.2,4.5,13.8,22.0,15.7,6.9,5.7,Topic 0,31.0
Document 708,3.3,15.4,0.4,34.5,2.8,5.8,37.4,0.4,Topic 6,37.4
Document 709,0.5,6.4,41.7,5.7,7.2,6.2,16.8,15.6,Topic 2,41.7
Document 710,4.5,34.2,20.5,0.3,6.3,23.1,0.1,11.2,Topic 1,34.2
Document 711,21.6,5.8,8.0,1.5,5.7,11.5,18.5,27.3,Topic 7,27.3
Document 712,48.6,4.1,1.2,2.1,3.7,3.8,8.8,27.8,Topic 0,48.6
Document 713,2.2,17.1,9.9,1.2,25.4,22.9,21.2,0.3,Topic 4,25.4
Document 714,6.1,3.1,2.8,0.7,6.3,1.5,37.0,42.5,Topic 7,42.5
Document 715,19.8,23.8,9.5,11.2,2.7,4.0,3.1,25.9,Topic 7,25.9
Document 716,8.1,2.0,15.6,0.2,4.0,8.9,4.6,56.6,Topic 7,56.6
Document 717,11.8,15.4,0.1,4.5,7.2,1.8,1.9,57.3,Topic 7,57.3
Document 718,9.4,11.8,6.3,21.8,13.2,5.5,4.0,28.0,Topic 7,28.0
Document 719,3.1,15.4,12.1,28.3,0.5,0.1,30.3,10.4,Topic 6,30.3
Document 720,2.7,4.3,26.5,10.7,14.1,1.7,5.9,34.2,Topic 7,34.2
Document 721,20.9,10.9,6.7,5.4,12.4,0.3,24.2,19.2,Topic 6,24.2
Document 722,16.1,11.1,0.9,0.7,16.9,5.6,16.8,31.9,Topic 7,31.9
Document 723,11.1,25.6,6.1,0.9,8.9,1.7,5.2,40.6,Topic 7,40.6
Document 724,0.2,14.5,1.8,3.5,0.2,2.1,11.1,66.7,Topic 7,66.7
Document 725,0.0,3.2,2.4,3.4,25.5,0.2,29.3,36.0,Topic 7,36.0
Document 726,1.5,2.6,0.3,1.8,7.1,6.0,78.5,2.2,Topic 6,78.5
Document 727,21.1,0.3,0.1,5.2,16.8,0.2,20.2,36.1,Topic 7,36.1
Document 728,15.9,14.9,3.4,18.3,5.7,2.2,2.4,37.1,Topic 7,37.1
Document 729,8.7,6.0,5.0,40.4,2.7,1.2,0.1,35.9,Topic 3,40.4
Document 730,5.6,6.0,28.5,0.1,11.4,22.5,14.0,11.8,Topic 2,28.5
Document 731,8.5,4.9,0.3,25.7,0.2,50.1,0.0,10.3,Topic 5,50.1
Document 732,6.9,8.9,5.4,4.6,0.1,6.4,18.6,49.2,Topic 7,49.2
Document 733,3.0,48.5,5.1,4.5,17.0,18.2,0.3,3.4,Topic 1,48.5
Document 734,31.7,2.3,1.4,11.3,6.2,9.1,16.4,21.7,Topic 0,31.7
Document 735,2.2,29.5,6.7,0.0,28.5,1.8,1.0,30.2,Topic 7,30.2
Document 736,1.9,44.7,4.5,3.5,4.2,6.5,19.4,15.4,Topic 1,44.7
Document 737,14.3,8.1,12.6,32.3,6.7,8.6,1.9,15.5,Topic 3,32.3
Document 738,13.4,1.4,24.1,2.7,33.1,19.5,0.2,5.7,Topic 4,33.1
Document 739,0.3,28.2,0.1,18.5,33.1,0.5,19.0,0.4,Topic 4,33.1
Document 740,4.6,13.7,10.3,36.4,20.8,6.6,2.1,5.6,Topic 3,36.4
Document 741,2.2,7.0,27.8,0.0,8.5,24.9,0.4,29.1,Topic 7,29.1
Document 742,0.1,17.5,3.5,0.1,6.3,30.3,33.4,8.9,Topic 6,33.4
Document 743,3.7,14.2,2.8,33.8,14.1,19.6,7.3,4.7,Topic 3,33.8
Document 744,3.8,3.5,1.7,4.2,11.5,17.7,0.0,57.6,Topic 7,57.6
Document 745,0.5,4.3,23.4,4.8,53.2,6.6,0.1,7.1,Topic 4,53.2
Document 746,6.1,21.3,3.7,19.3,13.1,4.0,27.9,4.7,Topic 6,27.9
Document 747,19.5,12.9,5.9,3.7,5.8,2.3,1.6,48.3,Topic 7,48.3
Document 748,9.6,16.0,2.3,11.2,46.4,12.3,1.7,0.5,Topic 4,46.4
Document 749,10.1,9.0,5.2,4.1,0.5,2.6,6.8,61.6,Topic 7,61.6
Document 750,15.3,0.3,5.0,4.1,0.3,2.3,0.6,72.1,Topic 7,72.1
Document 751,2.3,44.3,2.1,2.2,0.0,18.5,2.1,28.5,Topic 1,44.3
Document 752,7.9,14.7,6.1,8.9,25.2,4.4,23.2,9.5,Topic 4,25.2
Document 753,0.4,0.3,1.5,21.7,0.0,26.0,26.5,23.4,Topic 6,26.5
Document 754,3.2,43.8,6.9,3.6,3.7,0.1,4.7,34.0,Topic 1,43.8
Document 755,39.2,7.8,19.2,1.2,14.2,6.2,0.3,12.0,Topic 0,39.2
Document 756,10.1,29.2,15.0,8.4,7.8,0.1,0.1,29.4,Topic 7,29.4
Document 757,4.4,6.6,53.5,14.9,0.0,15.5,1.4,3.7,Topic 2,53.5
Document 758,8.7,0.2,9.1,26.2,6.0,8.0,38.5,3.4,Topic 6,38.5
Document 759,2.2,35.8,8.7,9.5,8.9,18.7,6.6,9.6,Topic 1,35.8
Document 760,6.2,31.6,9.4,3.2,1.2,39.9,0.7,7.9,Topic 5,39.9
Document 761,3.5,8.3,14.9,13.8,13.6,38.4,5.6,1.9,Topic 5,38.4
Document 762,0.1,12.7,2.4,6.2,15.9,1.3,7.1,54.3,Topic 7,54.3
Document 763,11.8,36.6,17.7,1.9,1.9,9.6,1.5,18.9,Topic 1,36.6
Document 764,7.5,2.1,32.2,8.0,0.1,23.1,2.8,24.1,Topic 2,32.2
Document 765,0.6,9.1,9.3,0.0,42.6,10.5,27.5,0.2,Topic 4,42.6
Document 766,0.2,7.4,6.5,8.8,13.9,5.2,51.7,6.5,Topic 6,51.7
Document 767,7.3,8.5,10.4,25.2,0.9,24.3,23.3,0.1,Topic 3,25.2
Document 768,18.5,18.6,3.9,22.2,0.3,6.7,23.4,6.3,Topic 6,23.4
Document 769,0.6,0.1,15.6,17.1,0.0,34.6,32.1,0.0,Topic 5,34.6
Document 770,9.6,23.8,4.8,1.1,6.2,12.0,10.1,32.3,Topic 7,32.3
Document 771,6.7,27.1,2.1,0.1,3.1,16.0,24.4,20.6,Topic 1,27.1
Document 772,3.2,48.5,0.3,2.1,12.3,11.2,21.8,0.5,Topic 1,48.5
Document 773,3.4,39.1,4.3,1.5,0.5,10.5,10.6,30.1,Topic 1,39.1
Document 774,23.8,25.1,4.3,1.4,5.5,11.5,1.9,26.4,Topic 7,26.4
Document 775,12.9,8.5,19.1,9.2,2.3,18.9,7.5,21.5,Topic 7,21.5
Document 776,3.2,2.3,7.6,51.9,12.1,0.6,22.0,0.3,Topic 3,51.9
Document 777,8.1,36.1,0.3,7.2,21.2,4.8,11.6,10.7,Topic 1,36.1
Document 778,14.7,1.4,8.6,0.1,1.0,1.6,4.2,68.3,Topic 7,68.3
Document 779,15.3,1.4,14.0,0.1,9.1,35.9,8.5,15.7,Topic 5,35.9
Document 780,4.2,22.2,0.2,2.1,0.9,6.3,0.7,63.4,Topic 7,63.4
Document 781,22.6,13.8,5.8,35.1,6.0,8.3,0.4,8.0,Topic 3,35.1
Document 782,14.7,6.0,3.3,0.0,9.5,0.2,2.7,63.4,Topic 7,63.4
Document 783,9.0,37.5,29.9,0.1,6.6,15.2,0.8,1.1,Topic 1,37.5
Document 784,2.3,8.8,10.9,29.7,3.3,16.3,11.7,16.9,Topic 3,29.7
Document 785,9.6,8.9,13.1,14.8,7.7,16.5,0.5,29.0,Topic 7,29.0
Document 786,11.0,15.1,15.3,36.0,8.3,2.3,8.5,3.5,Topic 3,36.0
Document 787,5.3,14.2,0.2,2.8,2.9,47.8,0.7,26.1,Topic 5,47.8
Document 788,1.2,5.6,1.8,9.4,8.6,4.3,64.3,4.8,Topic 6,64.3
Document 789,23.1,27.0,1.4,0.1,5.8,0.6,7.4,34.7,Topic 7,34.7
Document 790,22.9,2.3,1.1,6.6,0.2,18.9,32.4,15.6,Topic 6,32.4
Document 791,23.7,13.2,3.2,3.6,27.8,6.9,10.5,11.0,Topic 4,27.8
Document 792,0.8,8.8,22.9,29.6,12.6,9.7,9.1,6.5,Topic 3,29.6
Document 793,2.7,22.6,18.0,15.6,8.5,8.6,10.3,13.7,Topic 1,22.6
Document 794,0.2,2.0,3.0,50.5,18.2,8.0,12.4,5.7,Topic 3,50.5
Document 795,19.6,7.7,2.9,17.7,3.9,42.0,1.4,4.8,Topic 5,42.0
Document 796,6.9,30.5,26.3,7.5,0.1,7.5,4.7,16.5,Topic 1,30.5
Document 797,15.4,13.7,8.9,3.6,30.4,5.7,14.1,8.1,Topic 4,30.4
Document 798,30.4,11.5,19.8,7.1,1.7,5.9,21.5,2.1,Topic 0,30.4
Document 799,11.5,2.3,11.2,13.6,5.9,41.0,3.0,11.6,Topic 5,41.0
Document 800,11.3,2.1,17.6,1.4,7.2,17.3,11.3,31.8,Topic 7,31.8
Document 801,0.6,24.7,4.1,24.2,1.8,5.9,10.3,28.5,Topic 7,28.5
Document 802,4.0,4.4,28.5,11.3,25.8,6.6,17.9,1.7,Topic 2,28.5
Document 803,1.2,14.6,25.8,18.2,1.2,22.8,0.7,15.6,Topic 2,25.8
Document 804,2.7,0.4,0.8,0.2,45.8,34.5,3.1,12.5,Topic 4,45.8
Document 805,12.6,33.1,10.0,8.3,0.6,0.6,6.1,28.8,Topic 1,33.1
Document 806,1.7,13.8,2.8,1.0,7.7,4.3,63.7,5.1,Topic 6,63.7
Document 807,0.4,17.5,19.0,1.3,3.6,36.1,2.0,20.1,Topic 5,36.1
Document 808,3.6,6.4,18.7,1.8,23.9,0.1,1.7,43.7,Topic 7,43.7
Document 809,2.4,6.3,7.0,0.1,17.8,4.0,6.9,55.5,Topic 7,55.5
Document 810,1.9,5.6,0.1,89.6,0.1,1.5,0.1,1.1,Topic 3,89.6
Document 811,12.6,17.4,1.8,0.5,13.1,24.7,4.3,25.6,Topic 7,25.6
Document 812,11.6,2.4,17.8,3.9,12.2,40.8,1.1,10.2,Topic 5,40.8
Document 813,8.2,7.9,5.6,16.6,17.3,21.5,21.1,1.9,Topic 5,21.5
Document 814,2.3,14.7,53.7,2.6,3.3,0.6,2.8,20.0,Topic 2,53.7
Document 815,0.3,11.5,23.5,3.5,17.4,16.8,21.9,5.0,Topic 2,23.5
Document 816,7.3,19.7,4.8,17.0,5.5,0.8,0.2,44.6,Topic 7,44.6
Document 817,2.9,4.9,34.9,1.7,11.3,36.9,3.9,3.4,Topic 5,36.9
Document 818,0.5,1.8,42.1,7.8,12.6,14.6,0.8,19.8,Topic 2,42.1
Document 819,13.9,25.7,4.9,2.4,0.3,0.6,4.6,47.6,Topic 7,47.6
Document 820,36.2,20.7,4.1,6.2,6.6,5.0,15.6,5.5,Topic 0,36.2
Document 821,2.1,4.7,13.8,32.0,9.5,3.4,31.4,3.0,Topic 3,32.0
Document 822,24.6,3.5,31.5,0.7,6.5,12.4,0.2,20.7,Topic 2,31.5
Document 823,12.5,3.7,10.9,7.3,28.3,11.0,5.8,20.5,Topic 4,28.3
Document 824,3.6,19.8,4.5,3.2,8.0,0.3,1.9,58.7,Topic 7,58.7
Document 825,15.5,5.8,7.0,5.5,3.1,5.4,43.1,14.7,Topic 6,43.1
Document 826,21.1,19.1,2.3,11.9,0.3,13.5,21.0,10.7,Topic 0,21.1
Document 827,2.7,28.3,2.6,6.0,6.2,13.1,40.9,0.3,Topic 6,40.9
Document 828,2.1,12.1,0.3,7.0,11.5,2.7,3.5,60.8,Topic 7,60.8
Document 829,18.6,4.6,5.1,7.7,10.3,10.0,27.0,16.7,Topic 6,27.0
Document 830,4.0,26.3,2.0,6.2,13.8,34.4,2.2,11.1,Topic 5,34.4
Document 831,19.3,0.5,2.8,38.0,2.1,0.1,9.9,27.3,Topic 3,38.0
Document 832,5.6,25.3,4.4,26.7,11.4,16.3,9.8,0.6,Topic 3,26.7
Document 833,11.1,2.6,13.0,7.5,3.6,9.6,49.1,3.6,Topic 6,49.1
Document 834,3.3,18.7,1.8,0.4,11.3,8.5,17.2,38.8,Topic 7,38.8
Document 835,6.8,61.1,11.9,0.3,6.5,3.4,8.8,1.2,Topic 1,61.1
Document 836,23.8,4.0,8.5,11.0,28.6,0.3,12.2,11.6,Topic 4,28.6
Document 837,1.6,34.0,17.4,8.5,1.5,7.6,10.2,19.3,Topic 1,34.0
Document 838,0.7,10.1,13.3,20.0,0.7,0.3,6.3,48.7,Topic 7,48.7
Document 839,11.0,28.2,10.4,24.7,7.8,5.0,9.1,3.8,Topic 1,28.2
Document 840,11.0,30.3,7.9,12.0,13.1,3.1,5.3,17.1,Topic 1,30.3
Document 841,1.7,2.1,0.4,10.8,0.2,17.8,49.9,17.1,Topic 6,49.9
Document 842,36.9,2.3,12.5,24.9,2.5,2.9,7.6,10.5,Topic 0,36.9
Document 843,2.2,15.9,6.8,5.7,30.7,21.2,3.7,13.8,Topic 4,30.7
Document 844,2.6,6.8,13.0,11.4,2.1,11.3,1.0,51.9,Topic 7,51.9
Document 845,4.8,9.7,10.4,6.9,4.0,5.3,2.5,56.2,Topic 7,56.2
Document 846,27.8,4.4,12.0,8.8,31.3,1.8,12.6,1.4,Topic 4,31.3
Document 847,2.5,17.9,5.5,0.9,0.8,36.6,3.8,32.0,Topic 5,36.6
