,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 246,1.2,0.0,0.0,1.7,0.0,0.0,0.0,97.1,Topic 7,97.1
Document 247,0.0,0.0,0.0,0.0,0.0,0.0,39.2,60.8,Topic 7,60.8
Document 248,0.0,17.5,0.0,0.0,0.0,16.7,0.0,65.7,Topic 7,65.7
Document 249,0.0,0.0,0.0,32.3,0.0,0.0,13.2,54.5,Topic 7,54.5
Document 250,28.1,0.0,0.0,0.0,2.3,0.0,6.9,62.7,Topic 7,62.7
Document 251,0.0,0.0,0.0,0.0,37.1,0.0,0.0,62.9,Topic 7,62.9
Document 252,10.8,18.5,18.2,0.0,0.0,0.0,0.0,52.4,Topic 7,52.4
Document 253,0.0,0.0,33.6,0.0,0.0,11.5,0.0,54.9,Topic 7,54.9
Document 254,0.0,8.8,32.0,0.0,0.0,0.0,38.6,20.5,Topic 6,38.6
Document 255,12.0,16.4,20.5,0.0,0.0,0.0,0.0,51.1,Topic 7,51.1
Document 256,16.5,0.0,0.4,0.0,0.0,0.1,0.1,82.9,Topic 7,82.9
Document 257,39.9,0.0,0.0,0.0,0.0,0.0,0.0,60.1,Topic 7,60.1
Document 258,0.0,0.0,47.0,0.0,0.0,0.1,0.0,52.8,Topic 7,52.8
Document 259,0.0,0.0,0.0,0.0,12.3,0.0,0.0,87.6,Topic 7,87.6
Document 260,0.0,0.0,38.7,0.0,9.1,0.0,20.0,32.1,Topic 2,38.7
Document 261,0.0,0.0,0.0,33.2,0.0,0.0,25.9,40.8,Topic 7,40.8
Document 262,10.3,0.0,0.0,17.7,0.0,0.0,16.8,55.2,Topic 7,55.2
Document 263,0.0,0.0,52.1,0.0,7.1,0.0,0.0,40.7,Topic 2,52.1
Document 264,30.9,0.0,0.0,0.0,0.0,0.0,30.2,38.9,Topic 7,38.9
Document 265,19.5,6.2,0.0,0.0,0.0,0.0,12.2,62.2,Topic 7,62.2
Document 266,34.2,0.0,0.0,3.1,0.0,0.0,0.0,62.8,Topic 7,62.8
Document 267,34.3,0.0,10.7,0.0,0.0,0.0,0.0,55.1,Topic 7,55.1
Document 268,0.0,19.9,0.0,0.1,0.0,38.9,0.0,41.0,Topic 7,41.0
Document 269,0.0,0.0,48.7,0.0,0.0,0.0,0.0,51.2,Topic 7,51.2
Document 270,17.7,0.0,0.0,0.0,6.6,3.0,12.2,60.4,Topic 7,60.4
Document 271,6.6,0.0,0.0,0.0,3.9,0.0,19.5,70.0,Topic 7,70.0
Document 272,0.0,0.0,0.0,6.4,19.0,0.0,0.0,74.6,Topic 7,74.6
Document 273,0.0,0.0,10.4,0.0,5.1,7.5,37.2,39.8,Topic 7,39.8
Document 274,0.0,10.5,1.2,0.0,9.2,10.9,29.8,38.3,Topic 7,38.3
Document 275,0.0,10.7,0.0,0.0,0.0,0.0,27.4,61.8,Topic 7,61.8
Document 276,0.0,0.0,0.0,17.0,8.9,0.0,0.0,74.0,Topic 7,74.0
Document 277,0.0,19.2,15.8,0.0,11.9,0.0,0.0,53.1,Topic 7,53.1
Document 278,0.0,0.0,0.0,4.2,2.4,32.5,20.3,40.5,Topic 7,40.5
Document 279,0.0,0.0,1.4,0.0,0.0,3.3,38.4,56.8,Topic 7,56.8
Document 280,0.0,0.0,0.0,0.0,11.2,15.6,13.6,59.6,Topic 7,59.6
Document 281,0.0,0.0,0.0,0.0,0.0,44.5,0.0,55.4,Topic 7,55.4
Document 282,26.0,0.0,0.0,0.0,0.0,0.0,34.8,39.1,Topic 7,39.1
Document 283,29.7,0.0,25.0,0.0,0.0,0.0,0.0,45.3,Topic 7,45.3
Document 284,0.0,0.0,0.0,0.0,0.0,0.0,51.7,48.3,Topic 6,51.7
Document 285,0.0,0.0,0.0,32.1,0.0,0.0,0.0,67.9,Topic 7,67.9
Document 286,0.0,3.6,0.0,0.0,0.0,0.0,0.0,96.4,Topic 7,96.4
Document 287,0.0,0.0,0.0,0.0,0.0,0.0,21.9,78.0,Topic 7,78.0
Document 288,0.0,0.0,0.0,0.0,0.1,55.3,0.0,44.6,Topic 5,55.3
Document 289,0.0,14.5,0.0,27.4,0.0,0.0,35.8,22.2,Topic 6,35.8
Document 290,0.0,0.0,0.0,0.0,0.1,40.9,0.0,59.0,Topic 7,59.0
Document 291,0.0,0.0,31.3,0.0,0.0,22.7,25.4,20.5,Topic 2,31.3
Document 292,0.0,0.0,0.0,11.2,0.0,0.0,0.0,88.7,Topic 7,88.7
Document 293,0.0,0.0,0.0,0.0,27.3,6.2,0.0,66.6,Topic 7,66.6
Document 294,24.1,0.0,0.0,6.5,0.0,0.0,0.0,69.3,Topic 7,69.3
