,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 31,2.3,3.6,2.5,5.8,14.5,53.5,9.1,8.6,Topic 5,53.5
Document 32,0.9,11.5,34.1,9.4,4.7,0.2,23.5,15.8,Topic 2,34.1
Document 33,39.8,1.5,3.0,41.9,0.7,2.9,1.5,8.7,Topic 3,41.9
Document 34,2.2,29.5,38.0,1.4,10.1,3.3,3.3,12.2,Topic 2,38.0
Document 35,1.9,1.2,7.8,0.3,12.3,58.3,13.7,4.4,Topic 5,58.3
Document 36,3.3,8.2,5.9,19.8,13.4,11.8,17.1,20.4,Topic 7,20.4
Document 37,13.1,25.4,16.6,0.1,7.7,17.1,6.2,13.8,Topic 1,25.4
Document 38,16.4,16.3,2.0,8.9,0.9,6.9,14.6,34.0,Topic 7,34.0
Document 39,35.0,5.2,5.5,0.3,22.2,16.6,7.2,8.1,Topic 0,35.0
Document 40,3.9,2.4,1.4,10.6,11.1,41.5,15.6,13.6,Topic 5,41.5
Document 41,9.1,3.5,0.4,13.2,1.9,35.5,25.7,10.7,Topic 5,35.5
Document 42,2.3,1.2,6.8,0.2,6.5,11.5,50.7,20.8,Topic 6,50.7
Document 43,0.1,0.1,4.1,12.6,4.6,78.4,0.1,0.0,Topic 5,78.4
Document 44,14.7,8.3,14.0,2.4,9.4,34.9,7.4,9.0,Topic 5,34.9
Document 45,5.9,20.8,0.1,0.1,17.3,22.9,31.9,1.0,Topic 6,31.9
Document 46,45.7,1.8,11.7,7.7,0.2,6.4,16.9,9.5,Topic 0,45.7
Document 47,10.3,32.0,19.1,8.9,1.1,1.2,7.9,19.5,Topic 1,32.0
Document 48,31.8,5.6,17.7,7.0,14.8,10.6,10.5,1.9,Topic 0,31.8
Document 49,14.8,1.1,16.8,6.9,5.2,30.1,20.1,5.2,Topic 5,30.1
Document 50,1.5,1.4,8.7,7.9,15.5,0.1,38.6,26.5,Topic 6,38.6
Document 51,9.3,0.1,20.2,0.0,20.1,31.2,2.5,16.7,Topic 5,31.2
Document 52,1.9,14.3,4.4,8.3,22.5,12.7,19.7,16.1,Topic 4,22.5
Document 53,0.1,40.3,35.6,7.4,6.7,0.7,7.6,1.7,Topic 1,40.3
Document 54,9.3,5.3,5.3,10.9,7.1,24.5,28.1,9.5,Topic 6,28.1
Document 55,6.0,6.4,15.2,32.2,0.2,5.7,30.3,4.0,Topic 3,32.2
Document 56,9.4,5.2,15.2,35.7,7.5,3.1,10.4,13.6,Topic 3,35.7
Document 57,3.5,2.6,12.6,6.2,37.0,2.7,12.4,23.0,Topic 4,37.0
Document 58,0.3,33.3,23.7,1.5,11.1,0.3,27.7,2.2,Topic 1,33.3
Document 59,0.4,21.7,0.4,2.3,7.6,22.3,42.1,3.3,Topic 6,42.1
Document 60,4.6,11.5,1.3,48.4,3.4,1.9,28.1,0.7,Topic 3,48.4
Document 61,17.9,15.3,2.6,2.5,5.5,10.9,3.1,42.3,Topic 7,42.3
Document 62,18.1,12.5,16.5,16.3,0.1,3.1,33.3,0.1,Topic 6,33.3
Document 63,34.0,3.3,8.7,36.2,5.3,0.1,7.7,4.6,Topic 3,36.2
Document 64,6.4,27.4,39.6,4.6,5.6,10.0,5.5,0.9,Topic 2,39.6
Document 65,0.0,3.6,4.2,4.1,37.9,13.3,9.9,26.9,Topic 4,37.9
Document 66,16.6,0.1,10.8,5.9,10.5,35.2,10.6,10.4,Topic 5,35.2
Document 67,18.4,15.0,20.3,6.3,8.4,2.5,24.1,5.0,Topic 6,24.1
Document 68,9.5,2.9,12.8,8.4,5.8,46.0,6.4,8.2,Topic 5,46.0
Document 69,31.3,14.3,14.8,5.6,20.3,0.6,8.7,4.5,Topic 0,31.3
Document 70,40.7,0.7,10.7,10.5,11.1,2.1,1.3,22.9,Topic 0,40.7
Document 71,13.1,0.4,25.9,33.1,5.3,1.0,7.1,14.1,Topic 3,33.1
Document 72,5.8,7.6,2.3,16.3,18.6,39.9,3.3,6.2,Topic 5,39.9
Document 73,35.7,11.2,9.7,0.8,9.8,0.1,0.9,32.0,Topic 0,35.7
Document 74,20.3,8.7,18.7,0.1,0.0,8.6,36.8,6.8,Topic 6,36.8
Document 75,8.4,32.5,44.9,0.3,8.0,4.6,0.0,1.3,Topic 2,44.9
Document 76,0.1,1.5,0.1,38.4,2.1,6.8,50.3,0.7,Topic 6,50.3
Document 77,3.0,4.0,15.8,4.4,4.2,5.0,0.2,63.4,Topic 7,63.4
Document 78,5.4,9.1,22.0,19.3,17.3,21.9,2.9,2.1,Topic 2,22.0
Document 79,6.0,0.3,24.5,26.1,4.6,6.8,11.0,20.6,Topic 3,26.1
Document 80,36.0,2.4,0.4,29.2,6.1,3.1,0.1,22.7,Topic 0,36.0
Document 81,0.5,7.2,10.7,41.1,1.1,26.7,9.9,2.8,Topic 3,41.1
Document 82,10.5,17.6,7.9,0.6,6.8,41.7,9.3,5.6,Topic 5,41.7
Document 83,5.9,10.8,2.8,6.8,33.3,0.2,3.1,37.1,Topic 7,37.1
Document 84,4.0,13.2,4.3,41.8,4.1,10.1,16.9,5.3,Topic 3,41.8
Document 85,0.1,4.6,9.5,54.0,8.3,13.7,9.8,0.0,Topic 3,54.0
Document 86,13.8,4.3,40.6,5.3,14.1,5.1,8.1,8.8,Topic 2,40.6
Document 87,1.4,7.7,20.5,1.0,25.0,2.9,13.9,27.6,Topic 7,27.6
Document 88,4.7,15.7,8.6,2.2,17.6,0.4,14.4,36.5,Topic 7,36.5
Document 89,5.5,7.0,24.6,12.7,8.9,21.0,17.5,2.7,Topic 2,24.6
Document 90,10.9,0.7,29.7,5.2,8.4,40.5,0.7,3.8,Topic 5,40.5
Document 91,20.2,11.0,23.3,14.1,7.9,12.4,7.8,3.2,Topic 2,23.3
Document 92,22.6,12.9,0.9,5.3,6.0,25.2,21.6,5.6,Topic 5,25.2
Document 93,1.2,21.1,35.2,6.7,10.4,2.2,9.1,14.1,Topic 2,35.2
Document 94,7.7,36.8,20.2,0.1,8.0,0.7,13.4,13.1,Topic 1,36.8
Document 95,7.5,21.0,15.1,0.0,2.1,4.3,16.9,33.0,Topic 7,33.0
Document 96,42.8,5.6,9.0,9.3,0.4,2.8,10.7,19.4,Topic 0,42.8
Document 97,1.2,25.9,15.2,0.6,7.4,18.3,20.4,11.1,Topic 1,25.9
Document 98,17.3,3.5,4.8,1.4,28.5,15.7,6.6,22.2,Topic 4,28.5
Document 99,7.9,41.5,10.3,0.2,10.7,7.9,1.4,20.1,Topic 1,41.5
Document 100,34.2,3.6,10.9,7.6,15.9,15.1,1.5,11.3,Topic 0,34.2
Document 101,44.2,3.2,0.3,0.1,13.0,2.4,6.4,30.5,Topic 0,44.2
Document 102,9.2,0.8,11.9,11.3,9.6,25.3,27.7,4.1,Topic 6,27.7
Document 103,4.7,1.2,6.2,29.8,6.0,18.4,0.8,32.9,Topic 7,32.9
Document 104,3.8,0.5,5.7,9.6,60.6,7.1,4.3,8.4,Topic 4,60.6
Document 105,0.7,0.1,5.3,1.7,18.9,47.0,5.0,21.2,Topic 5,47.0
Document 106,33.7,0.1,7.8,0.6,3.4,9.0,0.2,45.2,Topic 7,45.2
Document 107,39.3,0.5,22.5,0.1,6.9,3.5,5.2,22.1,Topic 0,39.3
Document 108,8.8,2.8,8.3,3.8,1.9,0.2,0.0,74.1,Topic 7,74.1
Document 109,7.1,4.4,54.7,6.4,12.4,5.8,1.8,7.4,Topic 2,54.7
Document 110,21.0,10.6,21.5,2.2,17.7,4.7,9.6,12.7,Topic 2,21.5
Document 111,3.2,4.1,1.9,33.9,3.5,15.0,33.8,4.6,Topic 3,33.9
Document 112,2.5,3.2,11.0,19.1,8.2,13.4,41.3,1.3,Topic 6,41.3
Document 113,3.4,15.1,17.2,0.3,13.8,5.1,19.8,25.3,Topic 7,25.3
Document 114,8.1,0.3,3.2,2.2,8.7,43.5,0.5,33.4,Topic 5,43.5
Document 115,3.0,1.7,4.0,41.0,0.2,11.4,18.8,19.7,Topic 3,41.0
Document 116,26.0,7.0,4.2,36.4,7.6,9.1,5.5,4.1,Topic 3,36.4
Document 117,0.8,16.4,15.1,1.7,12.2,0.3,11.2,42.3,Topic 7,42.3
Document 118,11.2,8.8,7.9,5.0,3.2,0.3,62.6,1.0,Topic 6,62.6
Document 119,13.8,38.6,17.9,0.2,0.2,0.1,28.4,0.8,Topic 1,38.6
Document 120,9.7,20.3,3.9,18.2,27.2,17.4,1.2,2.2,Topic 4,27.2
Document 121,13.9,0.3,13.2,3.3,8.4,0.1,5.6,55.3,Topic 7,55.3
Document 122,9.2,24.5,29.6,6.8,4.7,2.5,0.2,22.4,Topic 2,29.6
Document 123,5.2,4.6,9.0,2.2,6.9,51.8,8.9,11.4,Topic 5,51.8
Document 124,9.1,16.9,19.1,5.3,4.8,3.0,30.9,10.8,Topic 6,30.9
Document 125,0.0,49.7,9.7,2.7,0.2,2.9,26.7,8.2,Topic 1,49.7
Document 126,3.2,7.2,17.4,33.9,3.2,6.7,0.7,27.7,Topic 3,33.9
Document 127,3.7,9.0,42.6,0.1,6.4,0.9,1.0,36.3,Topic 2,42.6
Document 128,4.4,29.3,11.2,9.7,5.5,9.8,21.9,8.1,Topic 1,29.3
Document 129,7.3,20.2,0.4,9.1,15.9,23.1,18.0,6.0,Topic 5,23.1
Document 130,2.2,7.1,12.1,0.1,5.7,5.3,0.9,66.5,Topic 7,66.5
Document 131,0.9,8.3,1.6,30.8,2.5,44.5,11.2,0.2,Topic 5,44.5
Document 132,3.8,0.7,6.0,1.6,39.2,5.0,1.8,41.9,Topic 7,41.9
Document 133,31.4,14.7,15.0,2.9,12.4,3.1,8.7,11.9,Topic 0,31.4
Document 134,2.9,3.2,9.1,8.9,14.9,40.6,11.6,8.7,Topic 5,40.6
Document 135,4.7,3.4,17.4,27.2,12.7,4.2,5.9,24.5,Topic 3,27.2
Document 136,16.4,13.4,13.3,2.9,9.7,23.8,0.8,19.7,Topic 5,23.8
Document 137,0.1,11.3,12.2,3.5,22.9,22.9,1.4,25.6,Topic 7,25.6
Document 138,29.2,14.7,2.5,6.0,12.2,1.3,7.8,26.3,Topic 0,29.2
Document 139,4.2,13.4,12.8,1.2,5.4,4.2,1.2,57.6,Topic 7,57.6
Document 140,10.6,30.1,15.8,10.0,8.3,4.2,4.8,16.4,Topic 1,30.1
Document 141,6.0,3.8,1.7,75.8,0.7,5.5,3.5,3.0,Topic 3,75.8
Document 142,29.5,12.5,17.7,5.0,4.3,22.4,5.2,3.4,Topic 0,29.5
Document 143,13.2,8.6,0.4,12.5,6.7,24.7,2.1,31.9,Topic 7,31.9
Document 144,6.9,2.5,9.3,35.2,4.3,0.4,31.8,9.6,Topic 3,35.2
Document 145,2.1,16.9,6.6,7.4,33.1,11.9,0.9,21.0,Topic 4,33.1
Document 146,17.7,9.4,2.9,2.8,19.9,2.2,21.1,24.0,Topic 7,24.0
Document 147,14.0,12.5,0.4,0.4,37.4,5.1,12.9,17.3,Topic 4,37.4
Document 148,12.6,6.1,2.0,43.3,5.1,18.9,7.1,5.0,Topic 3,43.3
Document 149,2.6,2.0,2.9,33.2,11.2,12.7,0.6,34.8,Topic 7,34.8
Document 150,27.1,2.4,1.6,10.4,34.2,10.3,2.7,11.2,Topic 4,34.2
Document 151,8.6,15.9,2.2,1.4,11.5,37.6,9.1,13.8,Topic 5,37.6
Document 152,23.5,0.9,19.8,3.9,13.4,28.6,6.6,3.2,Topic 5,28.6
Document 153,10.7,23.3,0.5,8.7,10.5,1.5,8.2,36.7,Topic 7,36.7
Document 154,7.3,6.6,9.6,4.0,14.3,27.9,27.8,2.4,Topic 5,27.9
Document 155,10.2,0.0,2.1,56.2,11.9,1.7,6.2,11.7,Topic 3,56.2
Document 156,0.7,5.3,14.0,36.4,0.6,19.6,0.7,22.5,Topic 3,36.4
Document 157,3.7,6.5,13.0,6.9,5.6,38.3,24.7,1.4,Topic 5,38.3
Document 158,4.6,44.7,16.6,3.4,2.5,0.4,13.7,14.0,Topic 1,44.7
Document 159,7.1,0.1,0.3,40.5,5.6,22.7,0.0,23.6,Topic 3,40.5
Document 160,0.3,36.0,7.6,4.2,28.4,1.2,3.2,19.1,Topic 1,36.0
Document 161,24.1,11.9,2.7,3.1,38.5,12.0,2.9,4.9,Topic 4,38.5
Document 162,3.4,7.9,8.8,1.3,7.6,56.5,1.4,13.1,Topic 5,56.5
Document 163,0.9,21.8,7.7,0.2,0.8,37.2,0.4,30.9,Topic 5,37.2
Document 164,8.5,24.2,25.3,22.6,2.3,3.9,1.4,11.8,Topic 2,25.3
Document 165,29.0,8.9,10.6,5.1,3.9,23.0,15.9,3.6,Topic 0,29.0
Document 166,14.1,25.6,14.7,6.4,9.6,10.2,19.1,0.2,Topic 1,25.6
Document 167,13.5,3.5,6.1,3.4,11.0,0.2,0.2,62.1,Topic 7,62.1
Document 168,5.8,6.9,10.9,8.8,20.6,7.3,38.1,1.5,Topic 6,38.1
Document 169,4.7,1.5,4.0,33.0,7.8,40.2,5.0,3.9,Topic 5,40.2
Document 170,24.2,11.4,28.2,5.5,2.3,0.4,17.7,10.3,Topic 2,28.2
Document 171,6.5,22.9,30.1,2.4,13.3,1.3,1.6,21.9,Topic 2,30.1
Document 172,9.8,36.0,9.1,5.8,12.2,4.4,13.4,9.3,Topic 1,36.0
Document 173,4.3,22.8,3.8,2.1,8.2,42.7,5.3,10.8,Topic 5,42.7
Document 174,28.9,4.6,10.5,25.8,6.9,8.6,3.5,11.2,Topic 0,28.9
Document 175,2.9,2.3,8.6,50.6,12.2,8.3,4.7,10.4,Topic 3,50.6
Document 176,47.5,1.1,10.4,6.3,3.0,25.3,0.3,6.2,Topic 0,47.5
Document 177,8.8,7.1,19.4,29.3,3.1,10.9,12.5,8.9,Topic 3,29.3
Document 178,10.8,1.4,8.3,35.0,17.0,3.4,0.3,23.9,Topic 3,35.0
Document 179,7.6,8.9,4.5,0.3,23.9,5.4,0.9,48.5,Topic 7,48.5
Document 180,1.6,1.4,12.7,37.7,13.2,15.5,10.7,7.2,Topic 3,37.7
Document 181,0.4,29.4,26.3,3.0,15.4,2.3,7.9,15.4,Topic 1,29.4
Document 182,2.4,15.1,14.2,5.6,16.8,7.2,25.5,13.2,Topic 6,25.5
Document 183,15.9,10.0,1.6,2.0,7.7,20.5,8.7,33.6,Topic 7,33.6
Document 184,26.8,15.5,34.5,0.1,0.1,1.4,20.3,1.4,Topic 2,34.5
Document 185,0.1,0.3,22.3,26.2,7.2,2.1,7.2,34.7,Topic 7,34.7
Document 186,11.8,6.4,25.9,3.6,3.6,27.6,2.3,18.8,Topic 5,27.6
Document 187,6.6,4.2,3.6,16.8,19.6,32.6,12.2,4.3,Topic 5,32.6
Document 188,18.9,7.2,11.9,23.5,4.4,16.4,17.5,0.1,Topic 3,23.5
Document 189,17.8,12.1,27.3,10.1,11.3,2.7,7.8,10.9,Topic 2,27.3
Document 190,2.3,12.0,14.6,48.3,0.5,4.8,0.7,16.8,Topic 3,48.3
Document 191,17.5,2.9,24.2,4.6,2.6,19.1,13.6,15.5,Topic 2,24.2
Document 192,6.8,14.4,6.8,0.6,19.7,2.4,1.4,47.9,Topic 7,47.9
Document 193,11.5,24.8,10.5,15.3,7.0,12.0,4.1,14.8,Topic 1,24.8
Document 194,3.9,1.7,48.2,1.9,0.1,2.3,11.3,30.6,Topic 2,48.2
Document 195,4.9,4.2,4.4,8.4,5.1,13.7,59.0,0.2,Topic 6,59.0
Document 196,12.3,10.7,3.8,4.4,42.0,7.0,0.1,19.6,Topic 4,42.0
Document 197,16.1,1.0,12.3,6.0,11.8,30.6,16.7,5.6,Topic 5,30.6
Document 198,3.0,38.2,23.2,0.6,0.4,6.9,5.8,21.8,Topic 1,38.2
Document 199,10.2,6.5,26.2,17.1,8.6,5.9,14.9,10.6,Topic 2,26.2
Document 200,15.4,29.2,1.6,3.6,9.0,7.6,29.2,4.4,Topic 1,29.2
Document 201,5.5,15.6,13.3,0.0,6.9,44.4,1.8,12.5,Topic 5,44.4
Document 202,14.5,21.0,32.7,0.7,4.2,2.3,12.6,11.9,Topic 2,32.7
Document 203,2.7,30.6,9.0,0.2,19.7,11.6,14.5,11.8,Topic 1,30.6
Document 204,0.2,27.1,35.9,5.6,13.9,0.0,7.2,10.1,Topic 2,35.9
Document 205,7.7,19.8,2.7,10.7,11.1,10.3,37.7,0.1,Topic 6,37.7
Document 206,0.3,26.7,16.6,9.9,2.7,3.3,15.1,25.4,Topic 1,26.7
Document 207,27.3,13.5,0.3,4.9,0.3,47.6,0.1,6.0,Topic 5,47.6
Document 208,13.2,15.9,10.7,2.0,11.5,0.1,25.5,21.2,Topic 6,25.5
Document 209,6.9,2.3,14.0,0.1,3.6,1.4,22.1,49.6,Topic 7,49.6
Document 210,0.1,20.1,9.9,32.6,4.5,5.6,22.0,5.3,Topic 3,32.6
Document 211,13.1,0.8,0.5,8.1,13.0,49.1,5.5,9.9,Topic 5,49.1
Document 212,6.5,0.2,11.0,34.0,26.2,0.8,15.3,6.0,Topic 3,34.0
Document 213,2.9,2.6,14.0,0.3,21.8,44.8,6.9,6.6,Topic 5,44.8
Document 214,0.0,0.3,3.7,8.4,8.9,3.7,68.2,6.8,Topic 6,68.2
Document 215,18.7,24.5,2.2,1.9,17.4,9.6,3.9,21.7,Topic 1,24.5
Document 216,31.5,30.4,9.4,6.9,6.6,0.6,8.0,6.6,Topic 0,31.5
Document 217,1.3,9.4,15.4,21.2,9.7,29.6,11.1,2.2,Topic 5,29.6
Document 218,7.7,0.2,3.6,10.2,20.5,15.8,17.6,24.4,Topic 7,24.4
Document 219,1.2,10.6,2.7,4.0,8.3,2.3,1.4,69.7,Topic 7,69.7
Document 220,16.6,9.5,5.2,46.6,5.5,0.2,4.7,11.5,Topic 3,46.6
Document 221,11.6,7.1,5.7,22.4,5.5,6.5,24.7,16.5,Topic 6,24.7
Document 222,7.7,3.0,16.4,14.5,1.9,3.0,3.6,49.8,Topic 7,49.8
Document 223,10.2,19.3,44.4,5.0,12.5,0.3,8.1,0.3,Topic 2,44.4
Document 224,22.1,9.5,15.3,0.7,21.1,19.1,5.7,6.5,Topic 0,22.1
Document 225,44.0,0.1,0.0,6.2,0.3,0.7,37.3,11.4,Topic 0,44.0
Document 226,7.5,9.4,0.9,4.0,18.6,45.8,0.3,13.4,Topic 5,45.8
Document 227,14.9,18.9,2.3,17.3,30.0,3.0,0.2,13.5,Topic 4,30.0
Document 228,23.7,10.7,3.9,4.8,9.6,11.9,35.2,0.3,Topic 6,35.2
Document 229,3.4,11.8,19.8,6.8,23.0,19.5,9.9,5.7,Topic 4,23.0
Document 230,1.7,52.6,11.9,13.5,5.5,3.0,4.5,7.3,Topic 1,52.6
Document 231,4.6,0.9,4.6,11.6,24.1,13.7,0.3,40.2,Topic 7,40.2
Document 232,9.9,0.4,5.4,13.7,37.6,29.3,2.2,1.7,Topic 4,37.6
Document 233,3.8,3.2,5.7,22.4,0.2,9.3,8.4,47.0,Topic 7,47.0
Document 234,11.7,3.0,8.3,15.0,16.9,16.4,12.1,16.7,Topic 4,16.9
Document 235,11.0,4.9,3.0,0.1,18.9,43.5,18.4,0.2,Topic 5,43.5
Document 236,5.2,4.4,0.1,1.3,0.3,41.4,44.5,2.7,Topic 6,44.5
Document 237,24.3,18.5,4.5,28.9,0.5,11.1,11.5,0.7,Topic 3,28.9
Document 238,6.4,38.6,6.8,1.9,13.3,0.2,0.2,32.6,Topic 1,38.6
Document 239,2.6,4.5,13.4,15.4,8.6,35.7,3.8,16.0,Topic 5,35.7
Document 240,8.8,4.8,5.4,0.4,20.3,43.4,11.9,5.1,Topic 5,43.4
Document 241,4.9,6.0,26.2,26.1,8.1,4.9,21.0,2.8,Topic 2,26.2
Document 242,58.5,3.1,0.4,7.0,0.0,28.4,0.0,2.5,Topic 0,58.5
Document 243,5.6,18.4,10.1,11.4,15.3,21.4,0.4,17.4,Topic 5,21.4
Document 244,4.3,3.1,4.6,21.7,37.4,15.3,13.1,0.5,Topic 4,37.4
Document 245,10.8,32.2,21.1,3.5,15.8,0.3,3.3,13.1,Topic 1,32.2
Document 246,36.1,1.1,1.0,0.1,11.1,3.8,0.1,46.8,Topic 7,46.8
Document 247,6.0,8.5,22.0,4.2,0.8,0.9,2.7,54.9,Topic 7,54.9
Document 248,22.3,4.4,7.0,8.6,11.0,11.1,5.1,30.4,Topic 7,30.4
Document 249,1.3,3.5,45.4,0.1,6.2,0.0,5.4,38.2,Topic 2,45.4
Document 250,29.8,7.2,29.5,9.0,8.7,0.7,0.5,14.6,Topic 0,29.8
Document 251,7.7,10.1,19.4,9.3,3.5,0.1,1.3,48.8,Topic 7,48.8
Document 252,5.1,24.4,31.6,4.9,21.4,7.5,1.9,3.2,Topic 2,31.6
Document 253,12.3,6.6,3.1,3.5,8.0,38.0,3.1,25.5,Topic 5,38.0
Document 254,7.1,20.1,16.6,17.7,5.3,7.8,24.1,1.4,Topic 6,24.1
Document 255,12.6,4.0,8.1,40.7,9.8,13.7,4.2,6.9,Topic 3,40.7
Document 256,5.0,38.4,0.4,19.1,6.8,26.3,0.1,3.9,Topic 1,38.4
Document 257,12.0,7.7,4.2,24.6,16.5,7.1,1.2,26.6,Topic 7,26.6
Document 258,7.2,4.6,19.4,8.4,4.0,53.4,0.8,2.2,Topic 5,53.4
Document 259,6.5,18.6,8.2,8.1,5.4,19.5,0.1,33.5,Topic 7,33.5
Document 260,7.7,35.4,8.2,10.8,5.2,15.2,15.0,2.5,Topic 1,35.4
Document 261,33.4,5.1,2.1,22.2,1.4,1.4,18.5,15.9,Topic 0,33.4
Document 262,5.2,4.7,5.7,18.9,26.8,1.0,14.2,23.5,Topic 4,26.8
Document 263,0.3,4.8,16.1,12.7,21.3,39.2,5.3,0.2,Topic 5,39.2
Document 264,7.4,34.3,1.1,16.1,7.6,1.0,23.8,8.7,Topic 1,34.3
Document 265,4.3,19.1,1.5,1.1,10.7,1.0,24.1,38.3,Topic 7,38.3
Document 266,0.7,4.6,25.0,7.1,3.6,0.3,2.4,56.2,Topic 7,56.2
Document 267,25.3,4.3,3.3,16.6,26.3,7.5,0.6,16.1,Topic 4,26.3
Document 268,8.5,1.9,26.4,12.5,1.9,34.5,13.7,0.7,Topic 5,34.5
Document 269,13.7,45.4,2.6,0.1,15.2,9.4,3.8,9.8,Topic 1,45.4
Document 270,13.7,23.6,4.1,19.7,7.6,0.9,16.4,14.0,Topic 1,23.6
Document 271,9.0,8.3,12.7,5.7,6.1,2.3,17.4,38.7,Topic 7,38.7
Document 272,14.9,43.4,0.6,0.6,11.3,2.1,3.0,24.1,Topic 1,43.4
Document 273,0.2,37.1,8.3,5.2,12.0,20.4,10.3,6.6,Topic 1,37.1
Document 274,1.9,45.9,14.0,0.4,8.3,1.1,26.1,2.1,Topic 1,45.9
Document 275,5.8,13.1,10.1,2.3,3.8,0.1,34.3,30.5,Topic 6,34.3
Document 276,2.2,8.6,10.7,1.8,31.4,0.1,10.7,34.6,Topic 7,34.6
Document 277,5.1,2.8,37.3,6.0,11.4,3.1,5.2,29.1,Topic 2,37.3
Document 278,2.5,22.1,19.4,18.9,0.1,20.4,15.4,1.3,Topic 1,22.1
Document 279,0.9,32.2,10.4,1.7,16.3,10.2,10.0,18.4,Topic 1,32.2
Document 280,10.3,2.7,15.8,10.7,13.7,9.5,16.0,21.3,Topic 7,21.3
Document 281,2.6,4.4,11.4,0.1,37.5,12.7,13.2,18.2,Topic 4,37.5
Document 282,5.3,46.6,13.1,7.1,7.0,2.6,11.2,7.2,Topic 1,46.6
Document 283,45.1,0.1,4.2,20.7,6.9,17.3,1.5,4.2,Topic 0,45.1
Document 284,24.3,46.8,5.0,8.8,2.8,0.1,6.2,6.0,Topic 1,46.8
Document 285,0.3,8.4,17.3,6.4,15.4,0.1,0.6,51.4,Topic 7,51.4
Document 286,3.6,3.8,21.2,18.4,0.5,12.4,5.3,34.8,Topic 7,34.8
Document 287,3.4,8.7,4.2,12.3,42.2,2.1,8.4,18.6,Topic 4,42.2
Document 288,19.0,10.4,2.5,0.6,9.2,56.0,1.6,0.7,Topic 5,56.0
Document 289,19.1,12.3,8.1,0.1,6.1,0.0,46.6,7.6,Topic 6,46.6
Document 290,5.2,3.8,7.1,11.6,15.7,40.5,0.3,15.6,Topic 5,40.5
Document 291,13.1,0.1,1.4,10.2,7.7,19.6,40.8,7.1,Topic 6,40.8
Document 292,8.8,19.3,36.3,0.1,6.9,1.3,6.0,21.4,Topic 2,36.3
Document 293,10.3,17.9,5.0,6.1,9.3,6.7,0.3,44.3,Topic 7,44.3
Document 294,3.4,21.1,34.7,0.1,10.3,4.3,0.9,25.2,Topic 2,34.7
