,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 295,6.6,24.5,1.3,14.2,26.5,6.0,7.0,13.9,Topic 4,26.5
Document 296,6.3,16.0,1.4,1.1,13.5,51.8,6.1,3.9,Topic 5,51.8
Document 297,32.4,12.8,17.3,1.6,8.0,16.9,3.4,7.6,Topic 0,32.4
Document 298,5.8,7.6,1.6,0.1,28.9,3.6,3.7,48.8,Topic 7,48.8
Document 299,5.2,4.7,25.9,2.4,17.9,7.0,15.4,21.6,Topic 2,25.9
Document 300,4.4,15.9,12.2,0.2,7.6,40.9,8.4,10.4,Topic 5,40.9
Document 301,0.7,7.7,33.2,1.3,19.0,3.8,7.5,26.9,Topic 2,33.2
Document 302,10.9,18.7,0.2,12.5,14.7,17.4,2.1,23.5,Topic 7,23.5
Document 303,10.2,39.7,4.3,0.1,3.2,20.4,8.1,13.9,Topic 1,39.7
Document 304,5.7,32.1,0.3,8.1,30.2,6.7,1.8,15.1,Topic 1,32.1
Document 305,6.5,4.8,0.8,11.4,34.6,37.6,2.8,1.5,Topic 5,37.6
Document 306,4.8,52.4,5.6,15.1,8.1,5.8,0.2,7.9,Topic 1,52.4
Document 307,1.4,11.2,4.0,8.4,25.4,25.2,5.7,18.7,Topic 4,25.4
Document 308,0.1,1.0,54.0,0.4,21.1,1.7,3.0,18.5,Topic 2,54.0
Document 309,2.5,0.3,8.2,3.1,0.1,68.1,0.2,17.6,Topic 5,68.1
Document 310,10.4,8.7,17.6,3.7,5.1,26.8,16.3,11.5,Topic 5,26.8
Document 311,15.0,6.2,9.9,3.0,16.6,1.0,47.3,1.0,Topic 6,47.3
Document 312,7.8,31.2,13.3,7.2,2.0,17.7,15.5,5.4,Topic 1,31.2
Document 313,23.3,6.4,12.7,2.5,17.8,1.6,2.0,33.7,Topic 7,33.7
Document 314,17.5,7.4,2.6,1.2,15.3,4.1,3.6,48.3,Topic 7,48.3
Document 315,14.1,24.6,15.9,1.1,1.4,2.7,6.4,33.8,Topic 7,33.8
Document 316,4.8,29.3,6.7,5.6,2.6,2.1,48.5,0.5,Topic 6,48.5
Document 317,4.9,1.2,4.6,0.1,29.0,10.5,30.5,19.1,Topic 6,30.5
Document 318,8.9,0.7,2.7,2.5,18.4,37.8,7.9,21.1,Topic 5,37.8
Document 319,3.5,4.0,0.9,7.8,10.8,21.9,0.1,51.0,Topic 7,51.0
Document 320,18.6,19.0,9.0,5.5,0.3,4.8,32.9,9.8,Topic 6,32.9
Document 321,42.1,2.7,1.3,37.1,1.6,2.9,9.8,2.6,Topic 0,42.1
Document 322,0.4,3.9,37.8,2.0,7.5,32.9,7.3,8.2,Topic 2,37.8
Document 323,6.9,5.3,2.6,2.9,18.6,51.2,2.3,10.1,Topic 5,51.2
Document 324,5.3,5.5,5.7,0.3,6.2,33.1,43.0,1.0,Topic 6,43.0
Document 325,32.2,0.3,0.2,13.4,6.0,14.5,5.3,28.0,Topic 0,32.2
Document 326,6.6,0.4,39.4,3.7,0.1,3.5,22.0,24.3,Topic 2,39.4
Document 327,15.2,16.3,6.3,1.5,0.3,11.0,43.5,5.9,Topic 6,43.5
Document 328,24.8,12.6,0.2,4.9,3.0,30.1,22.1,2.3,Topic 5,30.1
Document 329,2.4,1.8,12.8,0.2,14.6,1.8,10.2,56.3,Topic 7,56.3
Document 330,3.6,34.5,0.1,1.3,4.9,27.4,28.1,0.1,Topic 1,34.5
Document 331,8.7,8.7,6.0,8.1,34.1,14.4,18.1,1.8,Topic 4,34.1
Document 332,12.0,29.4,7.5,13.3,13.7,10.1,7.9,6.2,Topic 1,29.4
Document 333,27.7,10.7,6.0,31.0,3.4,0.3,16.1,4.9,Topic 3,31.0
Document 334,18.1,4.6,6.0,0.0,19.4,11.1,1.8,39.0,Topic 7,39.0
Document 335,24.8,29.6,6.4,6.0,10.7,9.5,3.4,9.5,Topic 1,29.6
Document 336,5.2,5.0,8.1,6.0,0.7,27.1,2.1,45.8,Topic 7,45.8
Document 337,8.0,0.9,0.1,7.0,2.7,4.5,64.6,12.1,Topic 6,64.6
Document 338,3.7,29.7,17.0,2.1,4.9,0.8,41.1,0.8,Topic 6,41.1
Document 339,4.2,6.3,37.3,0.1,32.6,12.3,4.0,3.4,Topic 2,37.3
Document 340,0.6,38.1,4.3,4.1,11.3,17.1,19.4,5.1,Topic 1,38.1
Document 341,1.5,6.4,15.8,0.2,6.7,9.4,56.5,3.4,Topic 6,56.5
Document 342,4.8,21.7,10.9,41.1,0.3,4.1,5.0,12.0,Topic 3,41.1
Document 343,14.0,7.0,10.0,18.2,10.4,36.1,0.3,3.9,Topic 5,36.1
Document 344,16.3,7.3,6.0,5.7,20.0,19.2,6.7,18.9,Topic 4,20.0
Document 345,13.6,22.7,6.2,1.4,29.3,14.6,6.4,5.8,Topic 4,29.3
Document 346,9.0,8.6,0.3,18.0,15.4,11.2,4.2,33.1,Topic 7,33.1
Document 347,10.4,8.3,8.3,29.7,19.0,0.3,6.3,17.8,Topic 3,29.7
Document 348,14.2,4.6,25.0,42.6,0.2,2.9,8.3,2.2,Topic 3,42.6
Document 349,12.9,24.1,9.2,6.1,2.4,23.3,11.2,10.7,Topic 1,24.1
Document 350,3.4,8.2,1.3,0.5,7.2,42.1,0.3,37.1,Topic 5,42.1
Document 351,1.9,14.7,16.5,0.1,7.6,41.1,9.0,9.1,Topic 5,41.1
Document 352,23.2,2.4,2.9,0.0,7.5,0.1,16.0,47.9,Topic 7,47.9
Document 353,15.7,19.0,6.5,16.7,11.0,25.0,5.5,0.6,Topic 5,25.0
Document 354,6.8,3.7,29.0,15.7,0.3,35.2,7.5,1.8,Topic 5,35.2
Document 355,20.1,27.5,9.0,0.1,9.2,0.2,33.9,0.1,Topic 6,33.9
Document 356,7.1,3.0,10.3,64.2,1.4,11.8,0.2,2.0,Topic 3,64.2
Document 357,14.3,0.5,5.9,7.9,42.1,18.0,8.9,2.5,Topic 4,42.1
Document 358,1.1,41.2,0.3,12.1,15.3,8.9,3.2,17.9,Topic 1,41.2
Document 359,0.3,39.6,12.1,10.9,15.0,2.4,2.5,17.2,Topic 1,39.6
Document 360,7.4,16.9,10.3,1.1,4.2,37.2,21.2,1.8,Topic 5,37.2
Document 361,13.4,17.9,8.1,1.3,6.5,0.5,1.1,51.2,Topic 7,51.2
Document 362,9.9,0.3,8.6,9.4,5.4,24.4,22.8,19.3,Topic 5,24.4
Document 363,3.9,1.0,41.6,2.3,0.7,24.7,8.9,16.8,Topic 2,41.6
Document 364,11.2,2.5,12.8,0.1,2.9,40.4,25.8,4.2,Topic 5,40.4
Document 365,19.5,0.5,2.8,0.2,28.2,29.9,13.0,5.8,Topic 5,29.9
Document 366,4.0,5.4,3.9,0.1,2.4,1.0,22.5,60.7,Topic 7,60.7
Document 367,12.1,13.7,6.3,8.4,20.1,4.3,0.1,35.0,Topic 7,35.0
Document 368,9.4,0.8,3.7,8.5,40.1,16.4,2.2,18.9,Topic 4,40.1
Document 369,8.9,9.4,1.4,4.3,14.3,8.9,2.4,50.4,Topic 7,50.4
Document 370,4.0,16.1,7.1,10.1,2.9,20.9,2.0,37.0,Topic 7,37.0
Document 371,10.7,5.5,0.1,6.0,36.4,20.0,5.6,15.6,Topic 4,36.4
Document 372,3.8,12.4,12.4,0.6,0.1,6.3,25.2,39.1,Topic 7,39.1
Document 373,12.5,5.2,14.3,2.5,17.5,1.5,1.4,45.0,Topic 7,45.0
Document 374,8.4,13.6,37.8,9.4,10.4,10.7,7.1,2.5,Topic 2,37.8
Document 375,1.5,18.2,21.1,8.9,3.2,9.8,5.7,31.7,Topic 7,31.7
Document 376,3.2,1.3,11.4,8.3,38.6,2.6,21.9,12.6,Topic 4,38.6
Document 377,5.0,6.1,17.2,2.2,9.4,3.3,39.6,17.3,Topic 6,39.6
Document 378,16.7,3.6,9.7,20.9,8.9,4.2,35.1,0.9,Topic 6,35.1
Document 379,23.4,22.4,4.3,4.8,20.3,1.9,3.2,19.8,Topic 0,23.4
Document 380,0.6,12.0,4.4,1.5,45.5,18.0,4.6,13.5,Topic 4,45.5
Document 381,12.0,16.0,18.8,16.1,3.5,1.5,12.5,19.6,Topic 7,19.6
Document 382,1.2,10.2,1.3,8.6,0.8,27.7,2.5,47.6,Topic 7,47.6
Document 383,12.3,17.5,20.0,3.1,30.6,3.0,1.3,12.3,Topic 4,30.6
Document 384,40.6,3.4,3.0,26.5,3.5,8.3,1.7,13.0,Topic 0,40.6
Document 385,30.6,21.1,15.7,0.3,2.1,1.9,16.0,12.4,Topic 0,30.6
Document 386,11.9,3.6,49.5,0.2,4.0,5.1,0.0,25.6,Topic 2,49.5
Document 387,5.7,13.6,7.4,23.1,25.2,6.9,6.5,11.6,Topic 4,25.2
Document 388,8.4,27.1,8.2,4.8,1.1,0.6,40.8,8.9,Topic 6,40.8
Document 389,11.3,17.4,0.2,12.1,21.3,5.5,9.4,22.8,Topic 7,22.8
Document 390,18.3,6.2,16.9,5.3,0.8,3.5,12.7,36.3,Topic 7,36.3
Document 391,2.0,16.4,22.9,12.6,16.0,6.0,7.9,16.2,Topic 2,22.9
Document 392,0.1,7.8,0.1,5.3,6.2,21.7,58.3,0.7,Topic 6,58.3
Document 393,8.3,10.0,30.2,0.1,18.5,22.1,1.3,9.5,Topic 2,30.2
Document 394,24.3,13.2,24.4,0.1,16.3,0.1,3.0,18.5,Topic 2,24.4
Document 395,18.9,2.7,13.4,21.3,16.1,5.3,4.5,17.8,Topic 3,21.3
Document 396,1.9,11.0,1.4,11.9,14.9,38.7,12.7,7.5,Topic 5,38.7
Document 397,9.2,0.5,9.9,0.7,18.2,43.5,0.6,17.3,Topic 5,43.5
Document 398,16.4,4.3,18.1,8.7,10.9,0.1,3.6,37.9,Topic 7,37.9
Document 399,12.9,9.2,17.1,3.4,24.7,3.4,11.1,18.1,Topic 4,24.7
Document 400,1.7,2.9,42.9,6.4,16.7,0.3,1.3,27.8,Topic 2,42.9
Document 401,14.6,3.2,4.9,24.9,25.7,12.3,2.1,12.3,Topic 4,25.7
Document 402,17.2,11.3,5.8,2.3,4.5,2.6,7.1,49.2,Topic 7,49.2
Document 403,3.7,10.5,30.6,0.2,12.5,0.2,0.3,41.8,Topic 7,41.8
Document 404,5.6,5.4,14.2,21.6,8.5,10.3,8.4,26.0,Topic 7,26.0
Document 405,1.7,5.7,40.8,4.5,1.6,23.8,6.0,15.9,Topic 2,40.8
Document 406,0.3,6.3,18.5,12.3,16.0,23.0,23.5,0.2,Topic 6,23.5
Document 407,7.0,6.7,0.2,4.7,13.3,5.9,1.1,61.0,Topic 7,61.0
Document 408,4.1,16.2,0.3,1.4,49.5,2.6,2.9,23.0,Topic 4,49.5
Document 409,2.2,8.4,13.7,16.4,22.8,0.0,17.1,19.4,Topic 4,22.8
Document 410,4.1,0.5,9.7,7.3,21.5,21.9,2.5,32.4,Topic 7,32.4
Document 411,12.1,2.0,16.4,18.2,5.7,9.7,22.3,13.6,Topic 6,22.3
Document 412,2.2,6.7,8.5,1.0,1.6,34.1,40.1,5.8,Topic 6,40.1
Document 413,9.9,0.9,11.9,6.9,20.3,2.7,3.5,43.9,Topic 7,43.9
Document 414,12.5,4.5,0.1,34.5,10.6,28.3,2.7,6.9,Topic 3,34.5
Document 415,4.0,2.5,56.2,2.3,2.2,11.4,2.7,18.8,Topic 2,56.2
Document 416,2.9,5.5,5.6,8.8,3.2,61.7,1.1,11.2,Topic 5,61.7
Document 417,8.6,38.6,4.0,29.2,3.4,0.1,12.0,4.2,Topic 1,38.6
Document 418,9.9,15.6,5.2,3.0,14.3,20.6,7.2,24.2,Topic 7,24.2
Document 419,1.1,22.8,15.5,5.0,0.0,42.1,0.5,13.0,Topic 5,42.1
Document 420,20.9,0.3,14.4,6.6,16.0,28.3,1.9,11.6,Topic 5,28.3
Document 421,22.0,15.6,10.5,1.9,21.1,0.4,7.6,20.8,Topic 0,22.0
Document 422,12.1,0.7,19.4,0.4,7.3,31.4,5.8,22.9,Topic 5,31.4
Document 423,0.8,5.9,9.0,10.3,11.6,41.1,3.5,17.8,Topic 5,41.1
Document 424,0.2,17.3,22.6,7.5,15.7,16.9,0.3,19.4,Topic 2,22.6
Document 425,18.0,17.6,28.4,4.4,8.2,17.7,5.0,0.8,Topic 2,28.4
Document 426,1.6,12.5,15.5,35.7,11.7,12.1,1.4,9.6,Topic 3,35.7
Document 427,4.2,6.1,15.8,10.0,1.8,5.3,51.9,5.0,Topic 6,51.9
Document 428,10.5,7.0,1.0,10.1,23.2,18.6,26.0,3.5,Topic 6,26.0
Document 429,1.1,3.8,5.3,1.1,43.2,34.5,9.0,1.8,Topic 4,43.2
Document 430,5.9,16.0,38.6,2.9,0.3,2.6,18.9,14.8,Topic 2,38.6
Document 431,5.2,60.0,3.3,0.1,29.9,0.2,1.3,0.0,Topic 1,60.0
Document 432,0.4,10.6,1.1,0.2,12.5,62.4,5.4,7.3,Topic 5,62.4
Document 433,2.6,6.9,13.6,5.4,23.5,38.4,6.3,3.3,Topic 5,38.4
Document 434,12.6,3.6,22.4,14.4,34.4,0.5,1.3,10.8,Topic 4,34.4
Document 435,39.5,5.3,3.9,22.7,8.3,0.3,1.0,18.9,Topic 0,39.5
Document 436,3.7,24.4,4.0,11.8,4.8,41.3,2.8,7.2,Topic 5,41.3
Document 437,0.1,4.7,12.0,0.7,5.0,20.7,56.7,0.1,Topic 6,56.7
Document 438,29.5,3.9,7.1,20.3,12.1,0.7,5.1,21.3,Topic 0,29.5
Document 439,1.1,12.8,0.3,25.0,46.5,0.1,0.4,13.7,Topic 4,46.5
Document 440,5.7,18.7,29.9,16.0,14.1,0.8,12.3,2.5,Topic 2,29.9
Document 441,8.0,5.3,17.8,15.3,10.1,4.7,5.9,33.0,Topic 7,33.0
Document 442,8.5,4.0,2.2,11.0,24.2,40.8,0.3,8.9,Topic 5,40.8
Document 443,0.2,9.9,28.2,50.7,10.6,0.2,0.2,0.1,Topic 3,50.7
Document 444,27.9,0.5,7.6,3.7,35.1,0.4,2.1,22.9,Topic 4,35.1
Document 445,0.9,40.6,15.2,3.1,5.4,20.1,12.3,2.4,Topic 1,40.6
Document 446,18.2,3.7,14.6,26.3,6.3,21.5,0.1,9.3,Topic 3,26.3
Document 447,50.1,0.0,0.6,5.5,1.3,4.3,4.5,33.7,Topic 0,50.1
Document 448,3.8,0.2,2.4,6.8,57.3,3.3,19.7,6.6,Topic 4,57.3
Document 449,2.6,35.4,1.3,3.4,18.5,8.5,11.4,18.9,Topic 1,35.4
Document 450,0.7,49.5,3.3,0.1,7.9,12.0,7.8,18.7,Topic 1,49.5
Document 451,19.3,43.3,3.4,5.9,6.0,0.3,14.2,7.6,Topic 1,43.3
Document 452,0.1,50.2,13.6,0.1,0.1,17.7,18.2,0.1,Topic 1,50.2
Document 453,3.0,15.4,11.5,1.2,1.4,6.0,60.3,1.3,Topic 6,60.3
Document 454,6.8,0.2,14.5,2.6,0.7,3.2,71.4,0.5,Topic 6,71.4
Document 455,12.8,18.1,22.5,2.8,12.4,5.4,8.5,17.5,Topic 2,22.5
Document 456,5.5,40.9,4.0,0.2,6.0,2.4,22.7,18.3,Topic 1,40.9
Document 457,1.1,3.8,18.2,7.4,4.5,39.1,3.6,22.4,Topic 5,39.1
Document 458,26.0,23.3,7.4,2.8,3.0,4.8,28.7,4.0,Topic 6,28.7
Document 459,12.3,3.5,14.6,0.2,12.9,5.8,22.0,28.6,Topic 7,28.6
Document 460,1.2,6.0,10.2,59.0,5.0,6.5,0.4,11.7,Topic 3,59.0
Document 461,3.6,36.2,7.5,6.3,12.2,8.1,18.9,7.3,Topic 1,36.2
Document 462,1.3,11.9,29.6,15.4,23.9,5.0,5.7,7.2,Topic 2,29.6
Document 463,4.3,4.2,8.1,41.8,5.2,4.6,12.5,19.2,Topic 3,41.8
Document 464,25.0,0.0,0.5,7.2,0.0,5.6,24.9,36.9,Topic 7,36.9
Document 465,13.3,14.9,13.5,0.2,13.0,7.9,2.8,34.5,Topic 7,34.5
Document 466,2.2,0.3,18.3,19.5,4.9,35.4,7.1,12.2,Topic 5,35.4
Document 467,15.0,18.9,0.0,15.9,9.6,5.8,0.5,34.2,Topic 7,34.2
Document 468,3.3,15.4,8.2,26.0,11.3,5.4,7.3,23.1,Topic 3,26.0
Document 469,2.8,10.8,5.1,5.5,50.2,3.1,13.4,9.1,Topic 4,50.2
Document 470,4.8,10.2,7.2,4.7,13.7,3.1,9.4,46.8,Topic 7,46.8
Document 471,0.4,28.8,29.9,8.8,5.4,4.2,10.5,12.1,Topic 2,29.9
Document 472,2.7,1.4,0.9,9.3,32.6,0.1,0.3,52.7,Topic 7,52.7
Document 473,6.9,38.7,1.8,0.0,2.1,24.8,12.2,13.5,Topic 1,38.7
Document 474,22.7,1.2,11.2,4.5,7.2,1.4,0.1,51.7,Topic 7,51.7
Document 475,1.7,9.3,14.3,0.3,1.3,3.0,1.1,68.9,Topic 7,68.9
Document 476,5.2,16.9,6.4,7.3,19.1,0.2,40.4,4.6,Topic 6,40.4
Document 477,1.9,12.3,3.4,6.3,12.3,6.9,54.5,2.4,Topic 6,54.5
Document 478,0.3,0.2,0.3,42.3,1.6,45.2,8.5,1.5,Topic 5,45.2
Document 479,7.8,6.6,3.9,0.1,3.1,0.4,0.5,77.7,Topic 7,77.7
Document 480,17.3,19.1,4.6,3.8,3.8,3.1,4.9,43.3,Topic 7,43.3
Document 481,10.7,35.4,3.9,21.9,0.2,21.9,1.0,5.1,Topic 1,35.4
Document 482,7.0,1.6,11.1,22.8,5.1,3.3,4.3,44.6,Topic 7,44.6
Document 483,2.5,1.3,22.6,0.4,23.2,24.5,5.8,19.7,Topic 5,24.5
Document 484,10.5,10.5,22.8,3.0,3.4,0.0,0.2,49.5,Topic 7,49.5
Document 485,14.8,37.8,12.7,0.2,7.2,16.8,3.7,6.9,Topic 1,37.8
Document 486,3.0,9.3,26.3,3.8,4.4,12.0,16.1,25.0,Topic 2,26.3
Document 487,0.9,10.3,1.4,33.0,15.2,4.8,21.9,12.5,Topic 3,33.0
Document 488,3.7,11.2,5.4,26.3,5.4,10.2,0.3,37.6,Topic 7,37.6
Document 489,7.7,21.2,5.5,35.5,10.6,1.3,3.5,14.6,Topic 3,35.5
Document 490,19.8,13.6,11.1,0.2,12.0,16.5,24.2,2.7,Topic 6,24.2
Document 491,0.7,2.6,0.1,22.8,12.4,10.1,37.7,13.6,Topic 6,37.7
Document 492,6.6,9.5,21.7,14.6,1.6,26.6,2.9,16.6,Topic 5,26.6
Document 493,19.2,7.3,0.3,37.6,4.3,10.7,2.2,18.3,Topic 3,37.6
Document 494,23.9,14.5,18.4,3.8,10.4,10.6,3.1,15.4,Topic 0,23.9
Document 495,4.2,10.4,7.6,17.3,2.0,3.7,17.7,37.1,Topic 7,37.1
Document 496,6.3,23.1,45.4,4.1,9.1,4.7,0.0,7.3,Topic 2,45.4
Document 497,16.6,6.3,15.2,45.0,1.0,6.8,6.1,3.0,Topic 3,45.0
Document 498,29.8,0.3,0.1,5.2,43.8,5.0,15.4,0.4,Topic 4,43.8
Document 499,19.2,30.1,7.7,0.6,21.4,15.7,2.5,2.8,Topic 1,30.1
Document 500,8.3,8.8,0.7,2.1,7.4,1.3,69.4,2.0,Topic 6,69.4
Document 501,9.2,3.8,11.5,2.6,29.2,4.9,3.9,35.0,Topic 7,35.0
Document 502,6.4,2.8,41.8,4.8,0.1,12.4,10.0,21.6,Topic 2,41.8
Document 503,48.5,0.2,0.2,0.3,0.2,50.2,0.2,0.2,Topic 5,50.2
Document 504,13.9,10.9,16.0,16.7,29.3,4.2,5.9,3.1,Topic 4,29.3
Document 505,11.9,9.6,13.4,7.6,0.6,19.0,2.5,35.3,Topic 7,35.3
Document 506,2.6,5.0,5.9,29.7,12.5,19.2,16.6,8.4,Topic 3,29.7
Document 507,12.6,11.4,11.9,0.1,4.2,10.3,44.1,5.5,Topic 6,44.1
Document 508,6.3,15.7,14.5,3.9,41.5,4.8,7.0,6.3,Topic 4,41.5
Document 509,10.5,2.3,5.3,19.0,4.9,48.4,0.2,9.4,Topic 5,48.4
Document 510,0.4,9.0,1.2,0.1,27.3,0.3,26.3,35.4,Topic 7,35.4
Document 511,0.5,16.3,0.2,36.2,0.2,1.3,15.8,29.4,Topic 3,36.2
Document 512,7.9,8.4,8.3,3.9,26.2,0.1,1.3,43.7,Topic 7,43.7
Document 513,18.6,2.2,3.1,20.5,22.7,4.1,0.3,28.6,Topic 7,28.6
Document 514,20.2,0.1,4.2,8.3,0.1,43.8,4.8,18.4,Topic 5,43.8
Document 515,18.6,7.6,0.1,24.3,10.8,16.9,19.0,2.7,Topic 3,24.3
Document 516,18.7,16.7,15.1,1.0,16.4,12.2,6.6,13.2,Topic 0,18.7
Document 517,6.3,10.4,6.3,34.2,14.3,10.0,10.0,8.4,Topic 3,34.2
Document 518,25.9,14.5,2.8,7.0,19.3,0.0,25.6,4.8,Topic 0,25.9
Document 519,6.5,15.0,22.3,10.9,12.1,20.7,6.4,6.1,Topic 2,22.3
Document 520,5.0,4.8,8.2,10.3,27.8,2.6,7.2,34.1,Topic 7,34.1
Document 521,8.3,0.2,8.0,4.2,0.4,0.0,8.7,70.1,Topic 7,70.1
Document 522,4.1,6.3,17.3,4.9,1.3,11.0,12.8,42.3,Topic 7,42.3
Document 523,17.2,23.4,7.0,1.7,14.7,5.6,1.1,29.3,Topic 7,29.3
Document 524,8.5,0.4,9.6,7.0,2.8,0.1,3.9,67.9,Topic 7,67.9
Document 525,0.1,1.0,3.1,2.8,0.0,0.6,80.5,11.9,Topic 6,80.5
Document 526,6.2,5.1,14.3,2.7,22.2,5.4,3.9,40.2,Topic 7,40.2
Document 527,10.4,8.5,2.8,7.4,14.2,8.6,26.8,21.3,Topic 6,26.8
Document 528,2.4,2.3,3.7,41.3,11.8,6.8,2.6,29.1,Topic 3,41.3
Document 529,34.3,1.8,12.2,0.4,27.0,9.0,6.1,9.1,Topic 0,34.3
Document 530,18.2,11.2,23.8,2.0,0.3,0.1,38.9,5.6,Topic 6,38.9
Document 531,21.6,4.5,11.5,16.2,7.3,21.1,0.2,17.6,Topic 0,21.6
Document 532,7.7,14.0,4.2,1.5,35.7,8.8,4.2,24.0,Topic 4,35.7
Document 533,8.8,12.1,11.6,2.3,14.2,29.7,9.2,12.1,Topic 5,29.7
Document 534,11.1,26.9,7.7,2.4,4.7,1.9,18.6,26.8,Topic 1,26.9
Document 535,5.5,29.9,22.8,13.9,13.4,0.6,12.9,1.1,Topic 1,29.9
Document 536,1.8,23.0,6.6,9.2,36.2,12.3,8.0,2.9,Topic 4,36.2
Document 537,27.3,0.6,13.6,4.1,42.5,3.7,5.1,3.1,Topic 4,42.5
Document 538,6.5,5.3,1.6,30.7,15.9,10.2,22.7,7.0,Topic 3,30.7
Document 539,4.1,25.2,15.2,5.2,6.0,3.0,22.5,18.8,Topic 1,25.2
Document 540,0.2,6.2,40.7,0.1,1.4,23.3,16.8,11.3,Topic 2,40.7
Document 541,0.0,0.8,15.6,0.1,24.4,8.6,5.3,45.1,Topic 7,45.1
Document 542,16.8,35.7,4.0,8.4,8.2,15.0,10.8,1.1,Topic 1,35.7
Document 543,0.1,4.1,23.9,36.2,5.8,12.3,1.2,16.4,Topic 3,36.2
Document 544,35.2,5.3,10.9,18.5,11.5,1.9,0.3,16.4,Topic 0,35.2
Document 545,0.1,26.4,23.2,2.3,4.3,4.9,27.1,11.8,Topic 6,27.1
Document 546,6.1,11.4,2.3,12.3,16.0,4.6,39.8,7.6,Topic 6,39.8
Document 547,6.9,11.4,23.2,23.9,6.7,3.8,10.8,13.4,Topic 3,23.9
Document 548,24.1,6.2,0.1,4.3,9.8,45.6,9.1,0.7,Topic 5,45.6
Document 549,2.9,3.4,8.3,0.6,31.9,12.8,9.9,30.3,Topic 4,31.9
Document 550,0.5,1.5,9.7,0.1,26.1,1.9,7.5,52.7,Topic 7,52.7
Document 551,12.1,2.0,7.0,1.2,12.1,57.2,0.6,7.7,Topic 5,57.2
Document 552,0.3,0.2,15.1,4.7,5.0,3.2,3.3,68.2,Topic 7,68.2
Document 553,23.3,2.6,5.0,1.2,20.1,4.3,1.3,42.1,Topic 7,42.1
Document 554,22.2,22.7,10.1,0.2,12.3,0.8,3.0,28.7,Topic 7,28.7
Document 555,5.6,3.1,2.9,0.3,19.9,11.2,0.4,56.5,Topic 7,56.5
Document 556,2.1,0.3,10.1,23.3,6.6,40.6,4.3,12.6,Topic 5,40.6
Document 557,0.6,0.4,1.4,8.6,7.8,0.5,24.2,56.6,Topic 7,56.6
Document 558,8.6,6.9,9.4,10.3,3.7,42.7,7.3,11.2,Topic 5,42.7
Document 559,15.8,27.4,6.6,6.3,8.0,16.0,16.4,3.7,Topic 1,27.4
Document 560,1.7,5.2,27.9,0.8,18.7,35.9,5.1,4.7,Topic 5,35.9
Document 561,10.8,0.0,0.0,3.3,28.8,32.2,24.8,0.0,Topic 5,32.2
Document 562,16.1,3.4,0.2,41.2,8.4,6.2,12.3,12.2,Topic 3,41.2
Document 563,2.5,8.3,5.7,42.4,3.8,5.5,3.6,28.3,Topic 3,42.4
Document 564,0.2,8.2,4.6,48.6,8.8,7.4,18.7,3.5,Topic 3,48.6
Document 565,6.6,4.5,0.8,0.1,0.7,5.6,77.5,4.2,Topic 6,77.5
Document 566,14.0,0.8,11.5,1.2,11.6,31.1,26.4,3.4,Topic 5,31.1
Document 567,7.8,57.2,4.9,1.3,3.3,13.8,2.0,9.6,Topic 1,57.2
Document 568,1.1,8.0,12.3,4.3,7.1,25.9,26.1,15.1,Topic 6,26.1
Document 569,23.1,15.5,2.2,34.4,10.2,2.1,4.5,8.0,Topic 3,34.4
Document 570,2.0,12.3,2.2,22.1,3.1,44.1,4.4,9.7,Topic 5,44.1
Document 571,18.8,5.6,0.5,33.5,23.6,0.2,0.1,17.7,Topic 3,33.5
Document 572,15.5,17.9,6.0,18.9,8.1,2.1,5.3,26.3,Topic 7,26.3
Document 573,27.3,1.8,10.5,5.5,7.8,13.2,27.5,6.4,Topic 6,27.5
Document 574,0.1,25.3,1.5,32.8,7.1,5.7,2.2,25.2,Topic 3,32.8
Document 575,0.1,46.2,1.7,3.2,9.2,9.0,29.8,0.7,Topic 1,46.2
Document 576,27.1,18.8,0.4,5.2,23.0,8.7,0.1,16.6,Topic 0,27.1
Document 577,6.2,36.1,28.0,0.2,0.4,0.2,15.1,13.7,Topic 1,36.1
Document 578,5.0,19.0,7.6,8.1,27.1,12.6,0.3,20.2,Topic 4,27.1
Document 579,11.8,12.2,0.9,13.4,3.0,3.5,16.7,38.6,Topic 7,38.6
Document 580,6.8,9.2,7.1,20.6,16.0,12.8,0.3,27.1,Topic 7,27.1
Document 581,47.7,6.4,12.0,2.0,3.7,6.8,0.4,21.0,Topic 0,47.7
Document 582,7.6,16.9,17.4,0.5,8.6,17.8,16.9,14.3,Topic 5,17.8
Document 583,10.6,12.4,42.8,4.2,7.4,3.9,9.9,8.7,Topic 2,42.8
Document 584,5.9,0.1,8.7,10.0,39.8,20.8,3.9,10.8,Topic 4,39.8
Document 585,6.5,0.6,2.1,11.2,22.9,29.9,4.6,22.2,Topic 5,29.9
Document 586,28.0,8.2,1.4,28.1,3.8,0.4,0.4,29.7,Topic 7,29.7
Document 587,6.3,25.3,30.5,11.7,7.0,2.5,5.3,11.4,Topic 2,30.5
Document 588,0.3,2.9,6.8,15.8,3.4,7.4,43.5,20.0,Topic 6,43.5
Document 589,7.7,4.7,12.5,9.8,12.9,3.0,0.1,49.3,Topic 7,49.3
Document 590,4.4,57.0,6.1,10.7,3.8,1.2,0.3,16.6,Topic 1,57.0
