,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 21,0.0,0.0,4.2,36.3,7.0,32.1,2.3,18.0,Topic 3,36.3
Document 22,0.7,0.0,36.1,0.0,0.0,54.4,0.0,8.6,Topic 5,54.4
Document 23,0.0,12.3,36.6,0.0,0.2,38.1,12.7,0.0,Topic 5,38.1
Document 24,0.9,49.3,11.8,5.7,8.7,0.8,22.8,0.1,Topic 1,49.3
Document 25,0.1,0.0,0.0,17.4,0.0,22.1,57.3,2.9,Topic 6,57.3
Document 26,12.5,0.4,24.7,23.1,17.9,20.8,0.1,0.5,Topic 2,24.7
Document 27,3.6,20.7,16.9,20.4,0.1,13.1,25.1,0.0,Topic 6,25.1
Document 28,12.7,0.0,1.9,4.9,1.8,37.8,30.4,10.5,Topic 5,37.8
Document 29,12.6,0.3,0.3,0.2,0.1,29.6,25.6,31.4,Topic 7,31.4
Document 30,7.2,40.6,16.2,0.1,8.8,13.0,13.5,0.6,Topic 1,40.6
Document 31,0.0,5.0,49.7,2.5,13.1,29.0,0.0,0.6,Topic 2,49.7
Document 32,12.5,10.4,0.0,0.1,36.2,17.1,4.6,19.0,Topic 4,36.2
Document 33,0.0,10.0,1.5,18.9,49.1,20.5,0.0,0.0,Topic 4,49.1
Document 34,25.3,1.9,5.0,0.0,5.3,42.6,7.3,12.6,Topic 5,42.6
Document 35,0.1,25.3,61.6,0.0,0.0,10.6,2.3,0.1,Topic 2,61.6
Document 36,3.1,36.6,2.9,14.3,0.0,15.9,0.2,27.0,Topic 1,36.6
Document 37,34.2,19.1,0.1,0.0,0.0,46.4,0.1,0.0,Topic 5,46.4
Document 38,23.6,0.2,6.7,4.6,6.6,34.6,8.8,14.8,Topic 5,34.6
Document 39,26.4,5.4,0.5,0.1,0.5,47.9,15.4,3.8,Topic 5,47.9
Document 40,0.0,7.3,46.7,11.8,0.1,24.8,9.3,0.2,Topic 2,46.7
Document 41,1.6,6.2,52.0,24.9,3.5,0.2,11.5,0.1,Topic 2,52.0
Document 42,0.0,5.0,6.2,0.0,5.1,34.5,43.5,5.7,Topic 6,43.5
Document 43,0.2,0.1,85.3,14.3,0.0,0.0,0.0,0.0,Topic 2,85.3
Document 44,0.4,0.2,51.1,5.8,0.5,33.7,5.7,2.6,Topic 2,51.1
Document 45,0.0,17.4,0.1,0.0,82.2,0.0,0.1,0.1,Topic 4,82.2
Document 46,20.6,23.9,4.8,9.3,0.0,21.0,4.5,15.9,Topic 1,23.9
Document 47,0.1,44.8,0.0,0.0,0.1,37.2,0.0,17.8,Topic 1,44.8
Document 48,2.6,27.7,0.1,0.0,0.0,63.4,0.1,6.0,Topic 5,63.4
Document 49,8.9,4.6,27.4,3.8,13.5,25.5,16.3,0.0,Topic 2,27.4
Document 50,0.1,16.1,0.0,0.0,7.4,37.7,38.6,0.1,Topic 6,38.6
Document 51,0.3,0.1,40.9,0.6,0.0,41.3,5.4,11.5,Topic 5,41.3
Document 52,28.0,1.6,12.0,10.9,0.0,25.4,22.1,0.0,Topic 0,28.0
Document 53,74.3,0.0,0.2,0.7,0.0,0.6,0.4,23.9,Topic 0,74.3
Document 54,2.5,22.1,18.9,6.9,0.1,26.4,17.1,6.1,Topic 5,26.4
Document 55,11.5,80.9,0.0,2.9,0.1,0.0,0.2,4.5,Topic 1,80.9
Document 56,7.1,18.9,0.2,17.6,26.9,14.1,1.1,13.9,Topic 4,26.9
Document 57,7.8,0.7,3.6,11.1,12.3,36.0,5.4,23.1,Topic 5,36.0
Document 58,22.6,0.0,0.0,0.1,0.0,29.3,47.9,0.0,Topic 6,47.9
Document 59,8.7,15.3,10.3,13.1,0.0,17.2,34.6,0.8,Topic 6,34.6
Document 60,1.3,0.1,0.0,66.6,0.0,0.2,28.7,3.1,Topic 3,66.6
Document 61,0.1,0.0,9.6,10.2,0.0,44.9,0.1,35.1,Topic 5,44.9
Document 62,0.5,0.2,0.0,0.0,49.8,0.1,49.5,0.0,Topic 4,49.8
Document 63,6.5,11.8,0.0,50.8,0.0,21.6,8.6,0.6,Topic 3,50.8
Document 64,27.0,17.1,14.1,0.1,0.0,36.6,4.5,0.6,Topic 5,36.6
Document 65,6.7,0.1,7.8,14.6,15.4,48.1,0.2,7.2,Topic 5,48.1
Document 66,0.0,0.1,66.2,0.1,0.5,33.2,0.0,0.0,Topic 2,66.2
Document 67,12.5,14.1,6.7,8.3,1.1,20.6,32.7,4.0,Topic 6,32.7
Document 68,0.2,0.0,56.4,0.2,1.0,25.1,17.1,0.0,Topic 2,56.4
Document 69,23.9,0.0,3.8,7.4,8.7,37.4,0.2,18.7,Topic 5,37.4
Document 70,13.0,0.0,0.0,26.9,0.0,59.7,0.2,0.1,Topic 5,59.7
Document 71,0.1,2.4,10.3,34.8,10.0,17.6,0.1,24.8,Topic 3,34.8
Document 72,0.0,14.3,29.3,0.0,32.8,9.5,12.9,1.1,Topic 4,32.8
Document 73,14.8,0.0,0.0,16.7,0.0,66.0,0.0,2.5,Topic 5,66.0
Document 74,13.0,4.4,1.5,0.7,32.5,0.0,47.7,0.1,Topic 6,47.7
Document 75,41.1,0.0,0.1,0.0,0.1,53.8,0.0,4.8,Topic 5,53.8
Document 76,0.0,62.7,0.1,0.0,7.7,0.1,28.2,1.1,Topic 1,62.7
Document 77,0.1,0.0,0.1,6.4,0.0,48.5,0.0,44.9,Topic 5,48.5
Document 78,10.4,0.1,27.8,0.1,40.4,13.2,0.1,8.0,Topic 4,40.4
Document 79,0.0,4.8,0.8,40.5,0.1,27.3,4.2,22.3,Topic 3,40.5
Document 80,0.9,0.0,0.4,33.8,5.8,50.5,0.1,8.4,Topic 5,50.5
Document 81,2.3,55.9,26.0,5.4,5.8,4.6,0.0,0.0,Topic 1,55.9
Document 82,22.8,0.1,40.7,0.1,0.0,24.8,11.5,0.0,Topic 2,40.7
Document 83,34.9,0.6,0.0,0.7,10.2,26.9,1.6,25.0,Topic 0,34.9
Document 84,10.1,0.0,8.7,30.6,19.5,14.5,16.5,0.0,Topic 3,30.6
Document 85,0.1,0.2,7.9,71.5,0.4,0.1,19.8,0.0,Topic 3,71.5
Document 86,20.9,0.2,0.4,4.2,0.1,70.2,3.9,0.1,Topic 5,70.2
Document 87,5.1,0.1,2.3,0.1,15.6,54.1,3.9,18.8,Topic 5,54.1
Document 88,5.7,0.0,0.0,0.0,2.7,69.5,18.5,3.5,Topic 5,69.5
Document 89,35.1,0.1,13.1,14.6,7.6,13.2,15.8,0.6,Topic 0,35.1
Document 90,0.0,0.0,60.5,7.2,0.0,32.1,0.0,0.1,Topic 2,60.5
Document 91,11.7,0.0,30.1,6.3,4.9,45.2,0.6,1.2,Topic 5,45.2
Document 92,0.2,17.3,28.6,0.1,0.0,34.9,17.4,1.6,Topic 5,34.9
Document 93,17.1,2.5,0.0,4.3,14.6,38.3,11.2,12.0,Topic 5,38.3
Document 94,38.7,0.0,0.0,0.0,0.0,41.1,17.3,2.8,Topic 5,41.1
Document 95,17.5,4.6,3.0,0.0,16.1,38.4,6.5,13.8,Topic 5,38.4
Document 96,9.4,2.7,0.1,23.9,0.0,44.1,10.1,9.6,Topic 5,44.1
Document 97,2.9,0.1,25.7,0.0,0.0,49.2,22.0,0.0,Topic 5,49.2
Document 98,1.5,0.0,4.5,0.0,12.2,73.6,3.1,5.0,Topic 5,73.6
Document 99,34.3,0.0,0.5,0.2,14.9,49.3,0.7,0.0,Topic 5,49.3
Document 100,0.0,14.3,38.0,0.1,5.2,39.9,0.0,2.5,Topic 5,39.9
Document 101,8.7,0.3,0.0,0.1,19.0,53.4,0.1,18.3,Topic 5,53.4
Document 102,0.1,21.1,38.1,6.6,0.9,16.7,16.4,0.0,Topic 2,38.1
Document 103,0.0,0.1,4.3,38.3,7.0,42.4,2.0,5.9,Topic 5,42.4
Document 104,0.0,6.9,3.8,4.4,51.3,29.0,0.0,4.7,Topic 4,51.3
Document 105,0.0,24.4,48.0,0.0,0.0,23.2,0.0,4.4,Topic 2,48.0
Document 106,5.7,0.1,14.9,0.0,8.5,41.0,0.0,29.6,Topic 5,41.0
Document 107,0.1,2.0,4.2,39.8,0.6,50.6,0.0,2.6,Topic 5,50.6
Document 108,0.0,10.0,0.0,0.1,0.1,56.2,0.1,33.5,Topic 5,56.2
Document 109,16.5,6.1,36.4,0.0,0.2,40.7,0.1,0.0,Topic 5,40.7
Document 110,43.4,0.0,2.6,0.1,7.9,37.1,4.8,4.1,Topic 0,43.4
Document 111,0.7,31.7,9.4,30.9,0.0,10.2,17.1,0.0,Topic 1,31.7
Document 112,2.5,0.5,8.6,14.2,38.4,12.3,23.3,0.0,Topic 4,38.4
Document 113,16.5,0.2,0.1,2.3,0.1,66.8,8.6,5.5,Topic 5,66.8
Document 114,0.0,1.4,28.1,4.4,0.1,65.9,0.0,0.1,Topic 5,65.9
Document 115,7.1,11.7,0.1,35.9,3.6,27.0,5.5,9.2,Topic 3,35.9
Document 116,0.0,7.8,5.0,56.8,0.0,29.3,1.1,0.0,Topic 3,56.8
Document 117,9.4,0.1,0.0,0.1,0.0,42.9,13.7,33.8,Topic 5,42.9
Document 118,15.4,43.1,1.2,0.0,28.9,11.2,0.2,0.1,Topic 1,43.1
Document 119,51.0,0.0,0.1,0.0,11.4,2.4,35.0,0.0,Topic 0,51.0
Document 120,26.3,0.9,21.5,1.0,1.0,8.4,5.2,35.6,Topic 7,35.6
Document 121,0.0,0.0,0.0,0.0,0.3,55.5,0.1,43.9,Topic 5,55.5
Document 122,44.9,0.0,9.3,1.1,0.1,28.8,0.3,15.5,Topic 0,44.9
Document 123,8.9,0.0,46.2,0.0,7.3,28.8,8.8,0.0,Topic 2,46.2
Document 124,19.8,0.0,0.0,0.0,15.6,17.5,46.6,0.3,Topic 6,46.6
Document 125,49.1,0.0,0.1,0.1,0.1,7.5,43.2,0.0,Topic 0,49.1
Document 126,0.8,1.7,0.1,42.2,0.1,55.0,0.0,0.1,Topic 5,55.0
Document 127,18.1,0.0,1.8,0.0,0.0,79.9,0.1,0.1,Topic 5,79.9
Document 128,1.6,39.4,1.4,5.3,6.4,11.4,33.6,1.1,Topic 1,39.4
Document 129,0.4,0.0,28.4,0.1,0.0,32.8,38.3,0.0,Topic 6,38.3
Document 130,0.0,0.0,0.0,0.0,0.0,77.0,0.0,22.9,Topic 5,77.0
Document 131,1.3,0.1,40.8,0.4,0.0,33.2,24.0,0.1,Topic 2,40.8
Document 132,2.1,0.0,1.7,0.0,0.0,91.1,5.0,0.1,Topic 5,91.1
Document 133,30.9,0.8,0.1,12.4,13.7,23.4,0.2,18.5,Topic 0,30.9
Document 134,7.7,7.3,58.3,0.1,0.0,22.0,4.5,0.1,Topic 2,58.3
Document 135,22.3,0.0,0.2,25.2,6.1,45.3,0.7,0.2,Topic 5,45.3
Document 136,12.2,0.1,13.7,0.0,0.0,69.5,0.1,4.4,Topic 5,69.5
Document 137,22.0,0.3,19.3,0.1,15.5,16.9,0.0,25.9,Topic 7,25.9
Document 138,39.9,0.9,0.1,0.1,10.3,27.8,6.4,14.5,Topic 0,39.9
Document 139,0.0,0.0,0.0,0.0,0.0,74.6,0.0,25.2,Topic 5,74.6
Document 140,28.5,0.4,0.4,0.1,20.7,22.8,18.3,8.7,Topic 0,28.5
Document 141,0.6,0.7,2.1,83.5,0.0,9.9,3.1,0.0,Topic 3,83.5
Document 142,28.2,3.2,9.7,14.4,6.6,27.5,0.1,10.4,Topic 0,28.2
Document 143,0.4,0.8,14.6,32.2,0.0,44.0,0.0,8.0,Topic 5,44.0
Document 144,0.1,2.7,0.0,35.2,0.2,22.0,36.2,3.6,Topic 6,36.2
Document 145,13.9,6.9,28.7,3.5,0.1,44.7,0.0,2.2,Topic 5,44.7
Document 146,0.1,4.0,0.1,8.4,3.6,42.6,22.9,18.4,Topic 5,42.6
Document 147,41.6,2.0,1.6,0.1,0.0,37.5,7.0,10.2,Topic 0,41.6
Document 148,0.1,0.1,19.6,40.2,16.8,21.3,1.9,0.1,Topic 3,40.2
Document 149,0.0,0.1,9.1,39.9,4.4,42.5,0.1,3.8,Topic 5,42.5
Document 150,0.1,1.6,18.9,7.4,37.8,25.4,8.7,0.0,Topic 4,37.8
Document 151,11.4,0.0,34.7,0.0,7.2,29.6,13.2,3.8,Topic 2,34.7
Document 152,1.5,0.9,43.2,0.1,19.8,29.8,4.6,0.0,Topic 2,43.2
Document 153,5.2,0.0,0.0,6.0,39.0,29.3,0.2,20.4,Topic 4,39.0
Document 154,9.8,10.9,34.5,0.1,0.0,11.9,24.3,8.4,Topic 2,34.5
Document 155,0.0,0.0,0.0,51.3,16.0,15.7,5.3,11.6,Topic 3,51.3
Document 156,0.8,0.1,21.7,41.3,0.1,34.4,1.4,0.1,Topic 3,41.3
Document 157,9.7,33.9,25.7,1.2,13.4,15.9,0.0,0.1,Topic 1,33.9
Document 158,54.3,0.1,1.2,8.9,0.1,32.1,3.2,0.1,Topic 0,54.3
Document 159,0.0,0.1,21.9,37.1,0.0,21.0,0.0,19.9,Topic 3,37.1
Document 160,31.0,0.6,4.6,0.0,0.0,49.3,11.9,2.5,Topic 5,49.3
Document 161,12.6,0.1,25.6,0.1,28.1,33.5,0.0,0.0,Topic 5,33.5
Document 162,0.1,0.0,39.1,0.0,14.8,45.9,0.0,0.0,Topic 5,45.9
Document 163,0.1,0.0,39.8,0.0,0.0,58.3,0.0,1.8,Topic 5,58.3
Document 164,27.4,0.0,1.7,29.1,10.8,30.4,0.3,0.4,Topic 5,30.4
Document 165,17.4,0.0,7.3,0.2,33.0,41.6,0.4,0.0,Topic 5,41.6
Document 166,40.6,0.1,24.7,0.4,5.1,6.5,22.7,0.0,Topic 0,40.6
Document 167,0.0,0.0,0.0,4.1,0.0,57.6,0.0,38.1,Topic 5,57.6
Document 168,0.0,6.5,14.9,3.2,7.4,20.4,47.6,0.0,Topic 6,47.6
Document 169,0.2,30.3,40.4,1.7,8.9,13.5,1.5,3.5,Topic 2,40.4
Document 170,35.1,9.4,0.1,0.1,0.0,19.4,24.1,11.7,Topic 0,35.1
Document 171,35.5,0.0,20.4,0.3,0.1,43.5,0.1,0.1,Topic 5,43.5
Document 172,42.0,8.8,0.1,2.7,1.9,33.8,10.5,0.2,Topic 0,42.0
Document 173,18.5,0.0,46.1,0.0,0.0,29.9,3.2,2.3,Topic 2,46.1
Document 174,0.1,1.8,8.8,38.1,19.1,20.3,0.0,11.8,Topic 3,38.1
Document 175,0.0,8.2,7.2,39.1,22.5,19.5,0.0,3.5,Topic 3,39.1
Document 176,0.0,0.1,38.5,0.2,20.3,31.5,0.0,9.5,Topic 2,38.5
Document 177,16.0,0.0,6.0,47.1,0.0,26.8,0.0,4.0,Topic 3,47.1
Document 178,0.1,0.0,0.0,49.5,8.7,32.2,0.0,9.5,Topic 3,49.5
Document 179,0.2,0.0,9.5,0.0,0.0,66.2,0.8,23.3,Topic 5,66.2
Document 180,0.0,4.1,16.4,12.7,28.9,26.2,11.6,0.0,Topic 4,28.9
Document 181,31.0,0.1,0.1,3.9,0.1,45.6,7.0,12.3,Topic 5,45.6
Document 182,14.6,0.2,0.0,9.1,0.1,43.6,0.1,32.4,Topic 5,43.6
Document 183,0.1,0.0,22.7,0.0,0.1,43.5,21.5,12.1,Topic 5,43.5
Document 184,0.0,7.8,0.0,15.4,0.0,0.3,65.2,11.3,Topic 6,65.2
Document 185,0.0,17.4,2.8,26.6,0.0,35.6,0.1,17.4,Topic 5,35.6
Document 186,9.9,17.8,22.7,0.9,0.1,40.2,0.2,8.1,Topic 5,40.2
Document 187,3.3,0.7,24.8,0.0,48.0,16.5,6.6,0.1,Topic 4,48.0
Document 188,20.6,0.4,15.2,17.0,0.9,24.4,21.5,0.1,Topic 5,24.4
Document 189,32.5,0.0,1.7,0.1,3.9,31.7,24.7,5.2,Topic 0,32.5
Document 190,0.2,1.6,0.2,12.2,45.7,23.3,0.1,16.9,Topic 4,45.7
Document 191,0.1,14.3,18.5,0.0,13.0,54.0,0.1,0.0,Topic 5,54.0
Document 192,8.7,2.4,0.0,0.0,1.1,64.3,0.0,23.5,Topic 5,64.3
Document 193,20.9,0.3,5.1,17.4,3.1,35.4,9.7,8.2,Topic 5,35.4
Document 194,2.5,9.2,0.1,0.0,30.5,10.6,0.4,46.7,Topic 7,46.7
Document 195,0.3,13.9,11.5,3.7,2.1,10.8,57.7,0.1,Topic 6,57.7
Document 196,0.0,0.8,0.0,7.3,0.0,89.9,0.0,1.9,Topic 5,89.9
Document 197,3.0,15.1,35.6,0.4,6.9,25.9,12.1,1.0,Topic 2,35.6
Document 198,36.2,0.0,1.3,0.0,13.9,48.3,0.2,0.1,Topic 5,48.3
Document 199,29.6,0.0,7.9,28.4,2.2,14.6,16.0,1.3,Topic 0,29.6
Document 200,2.7,0.0,1.1,2.9,14.9,32.5,46.0,0.0,Topic 6,46.0
Document 201,9.0,0.2,45.9,0.0,0.0,35.3,0.0,9.6,Topic 2,45.9
Document 202,45.0,0.0,11.1,0.1,0.0,16.8,13.3,13.7,Topic 0,45.0
Document 203,32.5,0.1,2.8,0.1,0.0,31.7,32.7,0.0,Topic 6,32.7
Document 204,46.1,0.0,0.1,0.9,0.0,26.2,22.8,3.9,Topic 0,46.1
Document 205,24.6,0.0,5.7,8.3,0.0,0.2,61.2,0.0,Topic 6,61.2
Document 206,17.6,0.0,9.9,0.0,12.5,7.6,27.4,24.8,Topic 6,27.4
Document 207,22.5,0.5,46.4,1.2,25.6,2.8,1.0,0.0,Topic 2,46.4
Document 208,7.6,10.1,0.1,2.1,14.4,11.3,27.0,27.3,Topic 7,27.3
Document 209,0.1,0.0,0.0,0.0,3.7,40.4,32.1,23.6,Topic 5,40.4
Document 210,16.5,0.1,10.7,22.5,0.1,4.9,39.1,6.0,Topic 6,39.1
Document 211,0.0,6.2,65.0,3.2,3.5,21.7,0.3,0.1,Topic 2,65.0
Document 212,0.2,26.2,13.0,0.1,9.3,21.4,17.2,12.8,Topic 1,26.2
Document 213,0.0,0.0,61.8,0.0,0.0,38.0,0.0,0.0,Topic 2,61.8
Document 214,0.0,49.8,0.0,0.0,0.0,22.1,28.0,0.1,Topic 1,49.8
Document 215,23.9,0.1,22.9,0.1,0.1,51.9,0.1,0.9,Topic 5,51.9
Document 216,46.2,0.0,3.5,9.6,0.2,37.0,3.4,0.1,Topic 0,46.2
Document 217,14.3,13.0,25.0,8.5,15.9,18.2,0.3,4.8,Topic 2,25.0
Document 218,0.1,0.0,21.1,3.5,26.2,32.8,10.3,6.0,Topic 5,32.8
Document 219,8.6,0.0,0.0,0.2,0.0,89.5,0.0,1.7,Topic 5,89.5
Document 220,4.3,10.7,0.9,52.2,0.0,31.8,0.1,0.0,Topic 3,52.2
Document 221,3.9,13.7,29.9,2.9,0.1,26.2,23.1,0.1,Topic 2,29.9
Document 222,1.8,14.2,0.2,0.0,13.5,47.0,0.9,22.4,Topic 5,47.0
Document 223,42.2,0.0,0.0,2.6,18.4,20.1,16.6,0.1,Topic 0,42.2
Document 224,0.1,0.1,26.3,0.1,0.0,72.7,0.2,0.4,Topic 5,72.7
Document 225,0.0,51.2,0.0,0.1,5.1,3.5,33.9,6.1,Topic 1,51.2
Document 226,0.1,0.0,36.9,0.2,12.5,50.2,0.0,0.1,Topic 5,50.2
Document 227,17.5,0.0,0.1,45.9,0.0,14.8,0.0,21.7,Topic 3,45.9
Document 228,1.2,0.1,23.4,0.1,0.3,0.1,24.5,50.3,Topic 7,50.3
Document 229,17.8,0.0,39.2,0.5,0.0,29.7,10.6,2.3,Topic 2,39.2
Document 230,28.8,0.0,14.8,27.8,0.0,21.7,0.1,6.8,Topic 0,28.8
Document 231,0.1,0.1,14.4,1.2,12.1,47.5,0.0,24.6,Topic 5,47.5
Document 232,2.5,0.0,0.1,0.1,41.1,21.9,28.3,6.1,Topic 4,41.1
Document 233,4.2,24.1,13.1,2.6,0.1,29.8,0.0,26.1,Topic 5,29.8
Document 234,0.1,0.0,13.6,13.2,0.1,52.0,20.9,0.1,Topic 5,52.0
Document 235,14.2,0.1,47.7,0.0,37.2,0.6,0.0,0.2,Topic 2,47.7
Document 236,0.0,35.9,44.8,0.0,0.0,16.9,1.6,0.6,Topic 2,44.8
Document 237,20.6,0.1,0.2,45.2,1.3,9.4,12.4,10.9,Topic 3,45.2
Document 238,0.1,11.9,0.0,0.0,0.0,38.6,0.3,49.2,Topic 7,49.2
Document 239,0.0,0.0,27.2,38.0,0.0,30.8,1.0,2.9,Topic 3,38.0
Document 240,0.2,32.3,36.6,0.1,0.0,30.8,0.0,0.0,Topic 2,36.6
Document 241,23.9,16.8,8.0,12.5,0.1,16.4,22.2,0.0,Topic 0,23.9
Document 242,0.9,50.9,11.8,1.1,0.0,18.4,0.0,17.0,Topic 1,50.9
Document 243,16.5,0.1,27.9,0.2,16.2,26.0,0.1,12.9,Topic 2,27.9
Document 244,23.2,0.1,29.7,0.1,20.4,26.4,0.0,0.0,Topic 2,29.7
Document 245,45.8,0.0,0.0,0.0,0.0,47.5,0.1,6.6,Topic 5,47.5
Document 246,1.5,1.7,0.0,1.4,2.4,93.0,0.0,0.0,Topic 5,93.0
Document 247,6.0,0.1,0.1,0.0,4.7,37.6,16.2,35.2,Topic 5,37.6
Document 248,0.1,1.8,21.6,0.2,18.5,39.7,0.2,18.0,Topic 5,39.7
Document 249,4.1,1.9,0.0,0.0,0.0,30.1,0.1,63.8,Topic 7,63.8
Document 250,9.0,0.0,1.2,2.6,17.9,51.8,1.7,15.7,Topic 5,51.8
Document 251,16.4,4.3,4.1,0.8,0.1,30.4,0.4,43.5,Topic 7,43.5
Document 252,47.1,0.0,24.3,0.4,0.1,27.9,0.0,0.2,Topic 0,47.1
Document 253,0.1,0.0,22.2,22.8,6.4,48.5,0.1,0.0,Topic 5,48.5
Document 254,27.8,0.1,0.8,0.1,43.8,10.9,16.5,0.0,Topic 4,43.8
Document 255,0.0,11.2,9.0,44.8,0.0,27.6,1.9,5.4,Topic 3,44.8
Document 256,0.9,0.0,30.7,67.8,0.1,0.2,0.2,0.1,Topic 3,67.8
Document 257,0.1,0.0,2.4,33.7,0.1,48.5,1.2,13.9,Topic 5,48.5
Document 258,0.0,0.0,49.7,27.0,0.1,23.1,0.0,0.1,Topic 2,49.7
Document 259,0.2,3.8,0.0,21.1,0.0,64.5,0.0,10.2,Topic 5,64.5
Document 260,28.9,1.2,16.7,4.9,15.6,16.2,16.4,0.0,Topic 0,28.9
Document 261,5.1,25.7,0.0,14.1,16.8,14.2,11.0,13.1,Topic 1,25.7
Document 262,8.3,0.0,0.0,20.7,0.0,47.1,23.9,0.0,Topic 5,47.1
Document 263,16.2,0.2,55.0,0.1,7.6,3.1,0.1,17.7,Topic 2,55.0
Document 264,0.2,0.1,0.1,29.6,9.0,28.9,32.0,0.1,Topic 6,32.0
Document 265,24.8,0.0,0.0,0.0,0.7,43.8,20.0,10.6,Topic 5,43.8
Document 266,2.7,0.8,0.0,48.3,0.0,37.8,0.6,9.8,Topic 3,48.3
Document 267,0.1,0.1,0.0,39.1,14.4,31.5,1.6,13.2,Topic 3,39.1
Document 268,2.5,26.8,45.0,0.0,0.1,25.1,0.4,0.0,Topic 2,45.0
Document 269,47.3,2.5,11.0,0.2,0.8,29.3,5.2,3.6,Topic 0,47.3
Document 270,23.4,0.0,2.2,32.2,10.6,11.9,14.9,4.8,Topic 3,32.2
Document 271,0.1,3.7,0.2,0.4,12.0,51.1,12.1,20.5,Topic 5,51.1
Document 272,21.7,8.0,2.3,0.1,0.0,49.0,3.3,15.5,Topic 5,49.0
Document 273,15.8,1.4,18.4,0.1,0.1,24.2,36.2,3.7,Topic 6,36.2
Document 274,42.7,0.0,11.1,0.0,8.3,20.3,17.5,0.0,Topic 0,42.7
Document 275,2.2,0.0,0.0,0.9,0.0,36.6,37.0,23.3,Topic 6,37.0
Document 276,2.3,23.0,0.1,0.0,0.0,66.3,1.1,7.2,Topic 5,66.3
Document 277,8.0,21.9,5.6,0.7,8.9,15.2,1.8,37.9,Topic 7,37.9
Document 278,27.3,0.3,23.2,22.1,0.1,4.8,19.9,2.4,Topic 0,27.3
Document 279,8.2,0.1,12.7,0.2,1.5,41.0,29.0,7.3,Topic 5,41.0
Document 280,0.1,4.0,10.8,10.1,5.1,49.2,20.7,0.1,Topic 5,49.2
Document 281,0.3,11.5,40.6,0.0,0.0,47.4,0.1,0.1,Topic 5,47.4
Document 282,30.5,1.3,12.9,3.1,0.0,9.4,36.4,6.5,Topic 6,36.4
Document 283,0.0,0.1,5.1,45.6,9.1,39.9,0.1,0.0,Topic 3,45.6
Document 284,41.7,0.0,0.0,0.1,0.0,26.9,31.3,0.0,Topic 0,41.7
Document 285,5.3,0.0,3.1,0.1,3.3,38.2,0.1,49.9,Topic 7,49.9
Document 286,9.5,10.7,1.3,0.0,6.3,45.6,0.2,26.3,Topic 5,45.6
Document 287,0.0,0.0,0.4,0.1,15.8,71.7,12.0,0.0,Topic 5,71.7
Document 288,0.2,0.0,56.5,6.3,0.1,28.7,0.1,8.2,Topic 2,56.5
Document 289,0.0,16.7,0.0,0.0,0.0,10.5,63.6,9.2,Topic 6,63.6
Document 290,0.1,0.0,45.5,7.8,2.1,43.1,0.0,1.5,Topic 2,45.5
Document 291,0.0,14.2,25.8,0.0,11.4,10.1,38.4,0.1,Topic 6,38.4
Document 292,24.2,0.0,2.8,0.0,2.2,69.2,0.1,1.4,Topic 5,69.2
Document 293,2.8,0.0,4.2,4.6,2.2,32.8,6.7,46.7,Topic 7,46.7
Document 294,30.6,0.0,0.6,0.7,0.0,62.5,0.1,5.4,Topic 5,62.5
