,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 40,0.0,8.3,0.3,14.7,0.0,37.2,13.4,26.1,Topic 5,37.2
Document 41,0.1,10.5,35.6,19.7,4.5,12.3,17.2,0.2,Topic 2,35.6
Document 42,0.9,35.9,0.0,0.0,0.1,4.7,22.5,35.8,Topic 1,35.9
Document 43,0.0,0.2,48.3,13.4,0.1,38.0,0.0,0.0,Topic 2,48.3
Document 44,2.0,0.0,7.0,5.1,26.6,26.1,2.2,31.0,Topic 7,31.0
Document 45,0.0,1.7,88.4,0.1,0.0,0.2,9.6,0.0,Topic 2,88.4
Document 46,22.9,27.3,0.1,0.3,18.1,7.3,5.4,18.7,Topic 1,27.3
Document 47,0.1,39.8,0.1,0.1,6.0,2.4,0.5,51.1,Topic 7,51.1
Document 48,3.5,9.3,0.1,0.1,55.7,0.3,8.9,22.2,Topic 4,55.7
Document 49,7.7,6.6,15.1,4.6,2.8,25.6,21.4,16.2,Topic 5,25.6
Document 50,0.1,0.2,0.0,0.0,9.9,0.0,46.6,43.2,Topic 6,46.6
Document 51,0.5,0.6,15.0,0.1,11.7,44.3,0.9,26.8,Topic 5,44.3
Document 52,20.2,0.1,0.2,17.6,12.5,0.1,15.3,34.1,Topic 7,34.1
Document 53,62.2,0.2,0.1,0.2,0.0,0.3,0.3,36.8,Topic 0,62.2
Document 54,0.3,32.1,0.1,8.1,3.1,29.2,8.4,18.7,Topic 1,32.1
Document 55,0.0,25.1,0.0,5.2,67.1,0.0,0.8,1.7,Topic 4,67.1
Document 56,1.5,0.0,10.9,35.0,16.4,0.1,15.6,20.5,Topic 3,35.0
Document 57,6.8,0.0,0.0,15.5,5.8,4.5,9.9,57.5,Topic 7,57.5
Document 58,1.4,0.0,22.3,1.3,0.0,0.1,60.2,14.7,Topic 6,60.2
Document 59,0.2,0.1,0.2,0.0,0.1,20.3,62.5,16.6,Topic 6,62.5
Document 60,6.6,1.1,0.8,63.1,0.1,1.2,27.0,0.1,Topic 3,63.1
Document 61,1.1,14.6,0.0,0.0,6.2,22.7,0.0,55.3,Topic 7,55.3
Document 62,3.3,33.6,33.1,0.0,0.0,0.0,29.6,0.4,Topic 1,33.6
Document 63,1.3,0.1,2.6,55.5,2.9,0.1,9.1,28.3,Topic 3,55.5
Document 64,2.6,0.2,17.1,5.4,31.3,3.1,14.5,25.9,Topic 4,31.3
Document 65,10.1,7.1,5.1,0.1,0.0,15.9,0.1,61.5,Topic 7,61.5
Document 66,0.1,0.0,39.5,1.1,6.4,22.1,0.1,30.5,Topic 2,39.5
Document 67,18.1,8.7,22.4,0.1,0.0,9.6,23.4,17.6,Topic 6,23.4
Document 68,0.0,0.4,10.9,0.2,47.2,18.4,5.2,17.5,Topic 4,47.2
Document 69,32.5,14.0,7.0,0.5,0.0,8.2,0.2,37.5,Topic 7,37.5
Document 70,32.3,5.6,3.3,13.9,0.9,2.5,0.1,41.4,Topic 7,41.4
Document 71,3.8,0.3,19.0,40.8,5.7,1.7,3.4,25.2,Topic 3,40.8
Document 72,0.1,0.0,61.8,0.0,14.8,6.5,6.6,10.0,Topic 2,61.8
Document 73,44.0,2.9,0.1,0.0,0.1,0.6,0.1,52.4,Topic 7,52.4
Document 74,17.9,0.3,0.1,0.1,0.0,0.9,74.3,6.4,Topic 6,74.3
Document 75,38.7,0.1,0.0,0.0,10.8,0.3,0.1,50.0,Topic 7,50.0
Document 76,0.0,60.3,4.1,0.0,0.1,0.1,28.7,6.7,Topic 1,60.3
Document 77,0.1,0.0,0.0,10.1,2.1,7.9,0.1,79.8,Topic 7,79.8
Document 78,0.1,0.0,17.4,14.6,26.0,11.5,8.1,22.3,Topic 4,26.0
Document 79,7.7,8.1,0.0,27.8,0.1,11.2,1.4,43.7,Topic 7,43.7
Document 80,24.3,2.3,0.0,29.5,0.1,12.7,0.0,31.1,Topic 7,31.1
Document 81,0.2,0.0,19.4,33.9,32.2,0.1,0.1,14.0,Topic 3,33.9
Document 82,8.4,0.2,27.3,6.6,0.1,26.3,15.6,15.4,Topic 2,27.3
Document 83,32.4,5.4,7.7,0.0,10.8,0.0,0.0,43.6,Topic 7,43.6
Document 84,6.6,9.3,5.4,29.8,0.0,14.7,20.8,13.4,Topic 3,29.8
Document 85,0.1,1.5,4.6,54.2,0.0,31.8,7.2,0.5,Topic 3,54.2
Document 86,37.1,0.0,0.2,6.1,0.0,0.1,0.1,56.3,Topic 7,56.3
Document 87,0.1,0.1,0.6,0.0,0.0,13.6,23.0,62.5,Topic 7,62.5
Document 88,9.4,0.0,0.0,0.1,0.0,0.1,20.3,70.1,Topic 7,70.1
Document 89,12.3,11.0,4.0,11.9,6.1,16.0,10.2,28.5,Topic 7,28.5
Document 90,0.1,0.1,19.9,0.1,5.6,52.6,0.0,21.6,Topic 5,52.6
Document 91,25.9,0.0,36.1,0.0,0.0,7.8,0.1,30.0,Topic 2,36.1
Document 92,0.2,21.7,0.1,0.1,3.3,31.7,16.2,26.8,Topic 5,31.7
Document 93,31.0,3.5,2.4,1.0,1.1,0.1,18.7,42.2,Topic 7,42.2
Document 94,29.0,0.0,0.1,0.0,8.3,0.0,13.9,48.6,Topic 7,48.6
Document 95,3.9,2.5,7.7,0.0,0.0,0.1,19.4,66.5,Topic 7,66.5
Document 96,0.1,17.3,0.0,18.8,0.1,0.4,3.3,60.0,Topic 7,60.0
Document 97,31.9,0.1,0.4,0.0,2.0,19.6,0.7,45.2,Topic 7,45.2
Document 98,0.0,12.8,4.5,0.0,12.7,6.1,3.3,60.5,Topic 7,60.5
Document 99,33.8,0.0,9.2,0.0,3.5,0.0,0.0,53.4,Topic 7,53.4
Document 100,0.0,5.5,26.8,0.0,0.0,26.0,0.0,41.6,Topic 7,41.6
Document 101,6.1,0.7,15.6,0.0,19.6,6.8,0.1,51.2,Topic 7,51.2
Document 102,3.5,13.3,20.5,5.4,19.3,12.4,17.7,7.8,Topic 2,20.5
Document 103,0.0,0.0,2.3,28.3,0.8,20.9,2.4,45.3,Topic 7,45.3
Document 104,0.0,0.0,4.6,0.0,59.0,4.6,3.3,28.4,Topic 4,59.0
Document 105,0.0,0.4,6.0,0.0,51.7,12.9,1.9,27.1,Topic 4,51.7
Document 106,11.0,2.6,20.5,0.8,0.0,0.2,0.0,64.9,Topic 7,64.9
Document 107,0.2,0.0,0.0,0.1,0.0,73.3,0.0,26.4,Topic 5,73.3
Document 108,0.0,7.9,0.0,0.0,0.0,0.0,0.3,91.7,Topic 7,91.7
Document 109,8.5,0.0,30.4,0.0,11.7,25.8,0.1,23.5,Topic 2,30.4
Document 110,47.0,0.0,15.0,0.1,0.0,0.0,8.5,29.4,Topic 0,47.0
Document 111,0.0,34.6,33.9,10.1,0.1,6.8,6.7,7.7,Topic 1,34.6
Document 112,0.0,3.5,0.0,8.6,19.3,0.0,52.0,16.4,Topic 6,52.0
Document 113,11.5,4.7,0.0,1.1,0.5,3.9,20.1,58.1,Topic 7,58.1
Document 114,0.0,0.0,8.8,1.1,7.0,37.0,0.0,46.0,Topic 7,46.0
Document 115,0.1,0.1,5.0,27.0,0.0,19.1,26.1,22.6,Topic 3,27.0
Document 116,0.0,0.0,6.9,60.8,4.3,0.0,0.2,27.7,Topic 3,60.8
Document 117,0.0,0.1,0.0,1.3,0.0,0.0,28.6,69.8,Topic 7,69.8
Document 118,0.0,51.6,0.1,0.0,0.0,0.1,36.5,11.8,Topic 1,51.6
Document 119,43.3,0.0,2.5,0.0,0.0,0.0,54.0,0.1,Topic 6,54.0
Document 120,48.4,0.0,3.0,6.1,2.5,25.7,0.0,14.2,Topic 0,48.4
Document 121,0.1,0.0,0.0,2.9,0.0,3.0,0.2,93.7,Topic 7,93.7
Document 122,53.7,0.0,1.2,0.1,0.4,22.7,0.5,21.5,Topic 0,53.7
Document 123,2.1,0.0,48.4,0.1,2.2,11.4,8.9,26.8,Topic 2,48.4
Document 124,31.7,5.2,6.1,4.9,0.0,0.0,37.5,14.4,Topic 6,37.5
Document 125,31.1,0.0,1.7,0.1,1.4,0.9,47.6,17.3,Topic 6,47.6
Document 126,0.2,5.3,0.0,21.8,0.0,26.7,0.3,45.6,Topic 7,45.6
Document 127,34.8,0.1,4.6,0.0,0.0,0.1,0.0,60.3,Topic 7,60.3
Document 128,4.5,32.7,10.2,6.3,3.6,0.2,30.9,11.6,Topic 1,32.7
Document 129,10.5,8.7,0.0,0.0,0.0,44.1,18.2,18.4,Topic 5,44.1
Document 130,9.9,0.1,0.0,0.0,0.0,0.0,0.0,89.9,Topic 7,89.9
Document 131,0.1,0.0,0.1,10.7,10.6,52.2,26.0,0.3,Topic 5,52.2
Document 132,26.7,0.0,0.0,0.1,0.0,6.7,0.1,66.3,Topic 7,66.3
Document 133,30.9,0.1,0.1,13.2,10.8,7.2,11.6,26.3,Topic 0,30.9
Document 134,5.7,0.0,49.2,0.2,0.1,11.8,15.4,17.6,Topic 2,49.2
Document 135,31.8,4.8,0.1,9.9,0.0,5.4,0.7,47.2,Topic 7,47.2
Document 136,18.1,0.0,0.0,0.5,3.4,16.5,2.6,59.0,Topic 7,59.0
Document 137,4.2,20.6,10.8,0.1,16.9,10.2,0.1,37.1,Topic 7,37.1
Document 138,33.4,2.9,0.1,2.6,6.2,0.1,7.1,47.6,Topic 7,47.6
Document 139,0.0,0.0,0.0,0.0,0.0,15.2,0.0,84.7,Topic 7,84.7
Document 140,0.2,0.0,0.0,0.0,0.0,3.0,29.2,67.5,Topic 7,67.5
Document 141,1.2,0.0,0.2,79.0,0.0,9.3,2.9,7.4,Topic 3,79.0
Document 142,35.3,3.0,0.4,11.4,0.6,23.7,0.1,25.6,Topic 0,35.3
Document 143,0.0,0.1,7.4,29.2,3.5,9.0,0.0,50.8,Topic 7,50.8
Document 144,0.0,22.3,0.0,29.0,0.1,0.1,24.1,24.4,Topic 3,29.0
Document 145,19.1,0.0,18.6,0.0,25.6,0.5,0.1,36.1,Topic 7,36.1
Document 146,8.8,17.9,6.5,12.2,0.1,0.1,10.9,43.6,Topic 7,43.6
Document 147,44.3,0.1,0.0,0.0,3.3,3.4,13.7,35.1,Topic 0,44.3
Document 148,0.4,20.8,0.3,32.0,0.0,30.7,9.0,6.7,Topic 3,32.0
Document 149,0.0,0.1,6.1,31.2,15.8,0.1,0.1,46.6,Topic 7,46.6
Document 150,0.1,2.3,22.0,1.9,36.0,6.2,0.4,31.1,Topic 4,36.0
Document 151,4.2,0.0,25.1,0.3,9.9,21.2,11.6,27.7,Topic 7,27.7
Document 152,4.1,0.0,34.9,0.0,11.4,0.1,21.3,28.1,Topic 2,34.9
Document 153,1.5,0.0,0.0,38.5,0.0,0.0,10.7,49.2,Topic 7,49.2
Document 154,0.1,15.4,2.1,0.1,27.2,33.1,8.0,14.1,Topic 5,33.1
Document 155,0.0,0.5,0.0,62.8,0.9,2.0,11.1,22.6,Topic 3,62.8
Document 156,9.1,0.1,0.0,14.2,0.2,40.9,0.2,35.3,Topic 5,40.9
Document 157,12.3,0.2,57.1,5.3,0.2,0.2,20.2,4.4,Topic 2,57.1
Document 158,38.7,0.0,0.0,1.9,1.2,0.0,21.5,36.6,Topic 0,38.7
Document 159,0.0,0.1,9.1,38.3,0.5,14.8,0.0,37.2,Topic 3,38.3
Document 160,31.9,0.0,11.6,0.7,0.0,0.0,10.4,45.4,Topic 7,45.4
Document 161,1.8,0.0,0.2,0.0,54.0,22.2,0.0,21.8,Topic 4,54.0
Document 162,0.1,0.0,11.5,0.0,0.1,56.4,0.0,31.9,Topic 5,56.4
Document 163,0.1,0.0,21.4,0.0,0.0,21.9,0.0,56.5,Topic 7,56.5
Document 164,40.0,0.1,19.6,10.7,5.1,0.2,0.1,24.2,Topic 0,40.0
Document 165,17.8,0.1,0.0,8.3,0.1,32.0,22.3,19.4,Topic 5,32.0
Document 166,32.0,0.1,0.1,4.2,0.3,22.8,40.4,0.1,Topic 6,40.4
Document 167,10.6,0.0,0.3,0.7,0.0,0.0,0.0,88.3,Topic 7,88.3
Document 168,0.0,12.5,4.0,1.0,9.1,19.2,43.6,10.7,Topic 6,43.6
Document 169,0.2,1.4,43.0,1.9,12.0,17.8,3.7,20.0,Topic 2,43.0
Document 170,39.7,1.5,0.2,4.4,0.0,0.0,27.3,26.9,Topic 0,39.7
Document 171,29.3,0.0,5.8,0.0,8.4,0.1,17.6,38.8,Topic 7,38.8
Document 172,32.8,8.8,0.0,0.8,0.3,9.1,13.8,34.4,Topic 7,34.4
Document 173,13.0,2.7,5.5,0.0,0.0,41.7,3.3,33.7,Topic 5,41.7
Document 174,6.9,0.8,1.9,28.8,23.8,14.1,0.2,23.5,Topic 3,28.8
Document 175,0.0,7.1,13.4,40.0,0.0,8.1,6.6,24.8,Topic 3,40.0
Document 176,9.4,0.0,49.1,2.5,0.2,6.9,0.0,31.8,Topic 2,49.1
Document 177,22.3,17.9,0.3,27.8,3.3,13.7,0.0,14.6,Topic 3,27.8
Document 178,15.7,0.8,0.8,13.7,33.3,0.5,0.0,35.3,Topic 7,35.3
Document 179,0.1,0.7,3.0,0.0,5.0,6.7,0.9,83.6,Topic 7,83.6
Document 180,0.0,32.4,15.7,5.7,0.1,17.3,6.2,22.6,Topic 1,32.4
Document 181,23.7,0.0,6.2,0.0,0.6,0.1,9.7,59.7,Topic 7,59.7
Document 182,13.2,28.4,0.0,0.1,0.0,1.3,16.0,41.0,Topic 7,41.0
Document 183,14.5,0.0,0.0,0.0,0.0,43.6,5.1,36.7,Topic 5,43.6
Document 184,71.3,9.8,0.1,0.3,0.2,0.3,17.8,0.1,Topic 0,71.3
Document 185,11.2,0.2,0.1,33.6,0.0,0.1,6.8,48.0,Topic 7,48.0
Document 186,18.8,0.8,29.0,6.0,2.1,2.9,0.8,39.6,Topic 7,39.6
Document 187,0.1,0.0,29.4,0.0,33.6,3.9,16.7,16.1,Topic 4,33.6
Document 188,22.7,9.9,6.6,1.1,0.3,31.9,27.0,0.4,Topic 5,31.9
Document 189,18.5,0.0,23.7,8.3,0.1,0.1,15.5,34.0,Topic 7,34.0
Document 190,0.2,9.3,0.1,17.4,38.3,0.5,0.1,34.2,Topic 4,38.3
Document 191,0.0,8.7,22.2,0.0,1.6,10.0,14.4,43.0,Topic 7,43.0
Document 192,11.2,0.0,0.6,11.9,4.0,0.0,0.0,72.2,Topic 7,72.2
Document 193,31.3,0.0,0.0,17.0,2.7,15.3,0.1,33.6,Topic 7,33.6
Document 194,8.1,40.1,0.0,0.3,2.0,3.5,5.2,40.9,Topic 7,40.9
Document 195,0.7,0.4,0.2,7.6,0.3,27.3,55.7,8.0,Topic 6,55.7
Document 196,12.9,1.1,0.5,6.6,12.6,0.2,0.0,66.0,Topic 7,66.0
Document 197,3.0,0.0,28.0,0.0,3.8,23.5,19.1,22.6,Topic 2,28.0
Document 198,31.7,0.0,0.1,0.0,7.4,4.0,18.5,38.3,Topic 7,38.3
Document 199,19.9,0.1,0.0,30.2,0.0,13.7,22.6,13.4,Topic 3,30.2
Document 200,3.3,0.0,22.6,0.1,0.0,9.6,44.4,20.0,Topic 6,44.4
Document 201,16.1,3.0,7.7,0.0,4.3,36.9,0.7,31.4,Topic 5,36.9
Document 202,45.7,0.0,4.9,0.0,9.8,0.1,6.5,33.0,Topic 0,45.7
Document 203,26.7,0.6,2.2,1.1,0.0,0.0,31.6,37.7,Topic 7,37.7
Document 204,0.7,0.0,0.0,0.0,21.9,0.0,50.3,27.1,Topic 6,50.3
Document 205,0.4,7.5,23.7,5.3,0.0,0.5,62.4,0.1,Topic 6,62.4
Document 206,16.2,22.9,0.0,0.0,0.0,4.7,28.4,27.7,Topic 6,28.4
Document 207,0.2,23.8,17.5,3.1,1.3,53.9,0.0,0.1,Topic 5,53.9
Document 208,20.1,0.1,13.8,9.7,0.0,0.0,27.6,28.6,Topic 7,28.6
Document 209,1.1,0.1,0.2,0.1,0.3,0.5,36.4,61.5,Topic 7,61.5
Document 210,0.2,0.0,28.4,24.6,0.0,4.4,32.6,9.8,Topic 6,32.6
Document 211,3.3,0.0,56.5,0.0,0.0,19.9,0.3,20.0,Topic 2,56.5
Document 212,0.1,0.1,4.8,13.6,34.4,0.1,19.8,27.2,Topic 4,34.4
Document 213,4.3,0.0,1.0,1.0,6.9,53.3,5.8,27.6,Topic 5,53.3
Document 214,0.0,68.6,9.3,0.0,0.1,0.0,6.8,15.2,Topic 1,68.6
Document 215,34.2,0.4,0.1,0.0,3.1,9.2,4.2,48.8,Topic 7,48.8
Document 216,47.5,0.0,10.2,5.2,0.0,0.2,14.1,22.7,Topic 0,47.5
Document 217,8.8,1.7,25.0,9.9,4.8,19.3,13.9,16.6,Topic 2,25.0
Document 218,0.0,0.1,1.3,22.4,13.6,17.9,14.5,30.2,Topic 7,30.2
Document 219,4.9,0.0,0.0,0.2,0.7,0.3,1.5,92.4,Topic 7,92.4
Document 220,8.4,9.3,0.0,48.1,0.0,0.2,0.1,34.0,Topic 3,48.1
Document 221,0.0,2.1,42.6,0.3,0.0,21.2,15.0,18.8,Topic 2,42.6
Document 222,0.1,0.1,0.3,7.0,20.8,0.1,7.9,63.7,Topic 7,63.7
Document 223,49.4,0.0,0.1,0.1,18.3,0.0,19.0,13.0,Topic 0,49.4
Document 224,1.2,0.0,0.8,0.3,9.9,34.6,0.1,53.1,Topic 7,53.1
Document 225,0.0,81.3,0.0,0.0,0.1,8.0,0.7,9.8,Topic 1,81.3
Document 226,0.5,0.0,0.1,0.1,0.0,63.7,0.0,35.6,Topic 5,63.7
Document 227,0.2,0.0,11.2,53.1,0.0,0.0,0.1,35.3,Topic 3,53.1
Document 228,45.5,8.2,0.0,0.0,5.2,37.6,3.4,0.1,Topic 0,45.5
Document 229,30.3,0.1,24.5,11.3,0.0,0.3,12.0,21.6,Topic 0,30.3
Document 230,34.9,0.0,0.0,24.0,0.0,19.3,0.1,21.7,Topic 0,34.9
Document 231,7.5,0.0,0.0,5.7,15.9,22.4,0.0,48.5,Topic 7,48.5
Document 232,8.1,36.3,0.2,0.2,0.0,39.1,11.8,4.4,Topic 5,39.1
Document 233,0.0,7.3,39.8,0.0,0.0,0.2,0.0,52.7,Topic 7,52.7
Document 234,0.1,1.4,0.0,5.7,1.2,35.1,2.7,53.9,Topic 7,53.9
Document 235,3.1,0.1,32.4,0.1,0.2,61.9,1.4,0.8,Topic 5,61.9
Document 236,0.0,22.7,0.0,0.1,0.0,65.8,6.3,5.0,Topic 5,65.8
Document 237,3.6,0.0,0.1,53.7,7.5,0.3,12.4,22.2,Topic 3,53.7
Document 238,4.1,0.0,0.0,0.0,0.0,0.0,34.3,61.4,Topic 7,61.4
Document 239,0.0,0.0,0.1,9.6,16.2,39.4,0.0,34.7,Topic 5,39.4
Document 240,0.1,0.6,42.5,0.1,0.1,21.6,18.6,16.4,Topic 2,42.5
Document 241,17.4,0.0,0.0,21.3,0.2,11.0,35.4,14.7,Topic 6,35.4
Document 242,0.3,0.0,0.1,48.2,40.5,10.7,0.0,0.2,Topic 3,48.2
Document 243,0.4,0.0,24.8,12.4,0.0,22.1,0.1,40.1,Topic 7,40.1
Document 244,0.0,0.0,36.7,0.0,28.3,3.8,5.7,25.5,Topic 2,36.7
Document 245,32.6,0.0,0.0,0.0,0.1,4.6,9.3,53.5,Topic 7,53.5
Document 246,1.7,1.6,1.9,0.0,0.0,2.2,0.0,92.5,Topic 7,92.5
Document 247,0.0,0.0,9.6,3.6,0.0,0.6,30.9,55.2,Topic 7,55.2
Document 248,1.4,0.9,0.0,16.3,0.0,25.3,7.4,48.6,Topic 7,48.6
Document 249,0.0,0.0,0.0,0.0,0.0,0.9,40.2,58.8,Topic 7,58.8
Document 250,10.9,0.0,0.1,4.1,5.8,0.0,12.3,66.7,Topic 7,66.7
Document 251,28.4,2.4,1.7,9.7,0.0,1.8,3.3,52.6,Topic 7,52.6
Document 252,12.9,1.7,33.6,0.2,0.0,0.1,0.0,51.5,Topic 7,51.5
Document 253,0.1,0.1,33.6,6.1,0.2,19.5,0.1,40.2,Topic 7,40.2
Document 254,21.3,0.1,16.5,6.3,20.1,1.8,33.6,0.3,Topic 6,33.6
Document 255,0.1,7.8,14.6,40.7,0.8,14.6,0.0,21.5,Topic 3,40.7
Document 256,1.1,0.0,0.1,19.4,0.0,67.7,0.6,11.1,Topic 5,67.7
Document 257,14.1,0.0,0.0,29.5,0.3,6.5,0.0,49.5,Topic 7,49.5
Document 258,14.1,0.1,0.2,14.1,0.0,53.6,0.1,17.8,Topic 5,53.6
Document 259,9.0,0.0,0.2,19.6,8.2,6.2,0.0,56.7,Topic 7,56.7
Document 260,28.0,0.0,35.3,1.2,3.1,1.2,22.1,9.0,Topic 2,35.3
Document 261,0.1,35.2,0.1,18.9,2.8,0.0,17.9,24.9,Topic 1,35.2
Document 262,7.9,0.0,0.1,11.7,10.8,1.0,19.1,49.4,Topic 7,49.4
Document 263,0.0,4.2,62.3,0.3,22.6,10.5,0.1,0.1,Topic 2,62.3
Document 264,0.0,0.1,12.5,24.1,0.1,0.4,43.1,19.6,Topic 6,43.1
Document 265,18.9,11.5,0.0,0.0,0.0,2.8,13.8,52.9,Topic 7,52.9
Document 266,0.1,18.1,0.0,10.8,20.8,0.0,0.3,49.9,Topic 7,49.9
Document 267,0.2,0.5,0.2,36.8,16.0,7.0,0.1,39.2,Topic 7,39.2
Document 268,12.1,12.4,0.5,2.2,13.1,37.1,0.6,21.9,Topic 5,37.1
Document 269,48.6,3.0,4.4,0.0,0.0,15.2,0.1,28.6,Topic 0,48.6
Document 270,9.6,0.0,5.5,23.4,0.0,5.9,26.9,28.8,Topic 7,28.8
Document 271,9.2,10.0,0.0,0.6,4.6,0.1,20.1,55.5,Topic 7,55.5
Document 272,29.5,0.0,0.0,8.4,0.1,12.1,8.0,41.9,Topic 7,41.9
Document 273,9.1,0.1,8.6,1.2,0.0,23.8,28.9,28.3,Topic 6,28.9
Document 274,21.1,0.1,17.3,0.1,10.7,0.0,38.0,12.7,Topic 6,38.0
Document 275,10.8,2.5,0.0,2.0,0.0,0.2,28.2,56.2,Topic 7,56.2
Document 276,3.1,0.1,8.5,0.0,4.7,0.1,8.1,75.4,Topic 7,75.4
Document 277,12.1,7.6,0.3,3.0,34.7,6.0,3.0,33.4,Topic 4,34.7
Document 278,6.8,0.1,0.8,30.2,7.2,20.8,34.1,0.2,Topic 6,34.1
Document 279,14.1,1.4,6.8,0.2,0.0,12.2,28.0,37.4,Topic 7,37.4
Document 280,6.5,0.1,2.1,12.4,21.5,4.0,15.5,37.9,Topic 7,37.9
Document 281,5.1,6.4,0.1,0.0,40.6,0.4,0.2,47.2,Topic 7,47.2
Document 282,47.5,9.5,0.0,2.1,0.0,9.3,21.7,9.9,Topic 0,47.5
Document 283,0.3,0.2,30.9,38.2,0.1,6.5,0.1,23.8,Topic 3,38.2
Document 284,39.5,0.0,17.4,0.1,0.0,0.0,33.5,9.4,Topic 0,39.5
Document 285,0.0,28.6,0.0,0.0,2.2,0.0,0.0,69.1,Topic 7,69.1
Document 286,5.7,0.1,27.9,0.1,13.3,0.3,0.1,52.5,Topic 7,52.5
Document 287,2.0,0.1,0.3,7.3,8.1,0.1,11.2,70.8,Topic 7,70.8
Document 288,12.6,0.0,0.2,0.1,0.1,61.8,0.1,25.1,Topic 5,61.8
Document 289,8.0,45.3,0.0,0.0,17.2,0.9,20.0,8.6,Topic 1,45.3
Document 290,0.1,0.0,11.8,2.8,11.9,36.9,0.0,36.5,Topic 5,36.9
Document 291,2.1,29.6,0.1,0.0,34.4,16.0,12.6,5.1,Topic 4,34.4
Document 292,23.2,0.0,0.1,0.0,0.0,0.1,5.9,70.7,Topic 7,70.7
Document 293,11.1,0.4,4.0,17.8,0.0,1.5,0.1,65.1,Topic 7,65.1
Document 294,38.4,1.4,2.0,0.1,4.0,0.0,0.1,54.0,Topic 7,54.0
Document 295,45.2,1.4,0.0,15.6,0.2,10.1,0.2,27.2,Topic 0,45.2
Document 296,11.4,0.0,7.3,0.0,0.0,57.0,4.2,19.9,Topic 5,57.0
Document 297,38.9,0.0,0.1,0.1,0.0,14.6,8.2,38.1,Topic 0,38.9
Document 298,0.9,0.0,0.0,0.2,0.0,0.5,8.5,89.9,Topic 7,89.9
Document 299,0.7,0.0,0.1,0.0,1.2,4.9,30.1,62.9,Topic 7,62.9
Document 300,0.3,0.1,0.0,6.2,0.0,50.4,10.5,32.4,Topic 5,50.4
Document 301,0.4,5.5,0.0,1.1,0.0,0.1,13.8,79.1,Topic 7,79.1
Document 302,2.0,0.0,12.7,0.0,32.3,5.6,0.3,47.1,Topic 7,47.1
Document 303,29.6,0.7,0.4,0.0,0.1,38.7,3.2,27.4,Topic 5,38.7
Document 304,49.7,2.8,1.6,0.0,0.2,1.6,0.1,43.9,Topic 0,49.7
Document 305,5.8,0.0,27.6,3.0,30.9,12.4,6.7,13.6,Topic 4,30.9
Document 306,38.3,0.0,0.0,26.7,0.1,7.9,0.0,26.9,Topic 0,38.3
Document 307,0.1,0.1,6.2,0.0,0.3,38.0,3.2,52.1,Topic 7,52.1
Document 308,37.6,0.0,0.0,3.0,1.2,0.0,15.4,42.7,Topic 7,42.7
Document 309,1.5,0.1,22.5,0.0,6.6,45.9,0.0,23.5,Topic 5,45.9
Document 310,0.1,25.7,7.8,7.7,0.0,26.5,15.3,16.8,Topic 5,26.5
Document 311,11.3,37.8,0.1,1.6,1.0,0.1,23.9,24.3,Topic 1,37.8
Document 312,22.2,9.1,0.2,3.4,4.2,0.1,40.3,20.4,Topic 6,40.3
Document 313,5.6,0.0,10.0,0.1,0.0,0.1,1.2,82.9,Topic 7,82.9
Document 314,17.7,10.8,0.0,1.9,0.0,0.0,2.4,67.2,Topic 7,67.2
Document 315,23.4,3.0,0.0,0.1,5.9,0.0,10.9,56.8,Topic 7,56.8
Document 316,21.8,34.5,0.0,0.9,0.0,0.1,42.6,0.0,Topic 6,42.6
Document 317,4.0,0.2,4.0,1.2,26.9,0.6,20.4,42.8,Topic 7,42.8
Document 318,0.4,16.6,0.1,0.3,0.1,38.9,3.7,40.1,Topic 7,40.1
Document 319,0.0,0.0,0.0,2.7,8.9,39.9,0.0,48.3,Topic 7,48.3
Document 320,0.7,0.1,0.0,20.6,0.1,0.4,49.0,29.2,Topic 6,49.0
Document 321,15.6,28.9,25.2,26.7,3.2,0.0,0.2,0.1,Topic 1,28.9
Document 322,0.2,0.0,39.1,0.0,6.6,35.6,0.1,18.5,Topic 2,39.1
Document 323,2.1,0.0,21.5,0.0,8.9,27.4,1.2,38.8,Topic 7,38.8
Document 324,16.5,0.3,0.1,0.0,0.1,35.8,46.9,0.3,Topic 6,46.9
Document 325,0.0,26.7,29.3,0.2,0.2,0.3,0.1,43.1,Topic 7,43.1
Document 326,25.2,3.4,12.2,17.5,2.6,0.1,0.3,38.7,Topic 7,38.7
Document 327,10.5,6.6,22.3,2.6,17.5,0.0,31.3,9.2,Topic 6,31.3
Document 328,9.8,35.4,15.5,0.1,15.0,9.5,6.4,8.4,Topic 1,35.4
Document 329,0.0,14.4,2.4,0.0,0.0,0.1,7.8,75.3,Topic 7,75.3
Document 330,0.6,1.3,0.3,0.3,49.0,0.6,47.6,0.3,Topic 4,49.0
Document 331,6.0,15.0,8.4,0.5,53.4,0.1,0.1,16.5,Topic 4,53.4
Document 332,22.9,24.3,10.5,1.4,0.0,14.4,0.0,26.5,Topic 7,26.5
Document 333,24.9,38.5,0.0,22.7,0.0,0.0,0.2,13.6,Topic 1,38.5
Document 334,0.8,16.4,15.1,0.1,5.2,0.0,0.0,62.4,Topic 7,62.4
Document 335,39.8,0.0,4.7,8.6,27.4,0.5,0.0,18.9,Topic 0,39.8
