,university,relationships,break ups,divorce,wedding,death,family,friendship
0,1e-06,0.999999,1e-06,0.001202738885330842,0.999999,1e-06,1e-06,0.999999
1,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06,1e-06,1e-06
2,1e-06,1e-06,4.92651342476936e-05,0.999999,1e-06,0.999999,0.999999,1e-06
3,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999,1e-06
4,0.999999,1e-06,8.376226285166478e-06,1e-06,1.635618357776012e-06,1e-06,0.999999,1e-06
5,1e-06,1e-06,1.2098973501145716e-06,0.999999,0.999999,1e-06,1e-06,1e-06
6,1e-06,1e-06,1e-06,0.999999,0.9999915628402735,1e-06,0.999999,1e-06
7,0.999999,1e-06,1e-06,0.999999,0.999999,1e-06,1e-06,1e-06
8,1e-06,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06,1e-06
9,1e-06,0.999999,1e-06,0.999999,0.999999,1e-06,0.00034081348411551214,0.999999
10,1e-06,1e-06,1e-06,1e-06,0.999999,1.3097050078560673e-05,1e-06,1e-06
11,1e-06,1e-06,1e-06,1e-06,0.999999,1e-06,0.999999,1e-06
12,1e-06,1e-06,0.999999,1e-06,0.999999,1e-06,1e-06,0.999999
13,0.999999,1e-06,1e-06,1.502057372456181e-06,1e-06,1e-06,1.394091317663027e-06,1e-06
14,1e-06,1e-06,0.999999,0.000416574452166172,1e-06,1e-06,1e-06,1e-06
15,1e-06,0.999999,1e-06,0.021571086263322842,0.999999,1e-06,1e-06,1e-06
16,0.999999,1e-06,1e-06,5.56700766174174e-05,0.999999,0.999999,1e-06,0.0001791544071574006
17,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
18,0.999999,1e-06,1e-06,1e-06,0.9994232418286261,1e-06,1e-06,0.0002546161865459837
19,1e-06,1e-06,1e-06,0.0012998461903025432,0.999999,1e-06,1e-06,0.999999
20,1e-06,1e-06,0.999999,1e-06,0.999999,1e-06,0.003115454177940376,0.0006622344524188308
21,0.999999,0.999999,0.999999,1e-06,1e-06,3.0118872441718243e-05,0.999999,0.999999
22,1e-06,0.999999,1e-06,0.999999,0.999999,1e-06,0.999999,1.2889598973803143e-05
23,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999
24,1e-06,1e-06,0.999999,0.999999,0.999999,1e-06,1e-06,1e-06
25,0.999999,1e-06,1.0374900174062784e-06,1e-06,1e-06,1e-06,1e-06,0.999999
26,1e-06,1e-06,3.030597442526342e-06,1e-06,0.999999,1e-06,1e-06,1e-06
27,1e-06,1e-06,0.999999,1e-06,1e-06,1e-06,1e-06,1e-06
