,university,relationships,break ups,divorce,wedding,death,family,friendship
Document 0,False,False,False,False,False,True,False,True
Document 1,False,True,True,False,False,False,True,False
Document 2,True,False,False,False,False,True,False,False
Document 3,True,False,False,False,False,True,False,False
Document 4,False,False,False,False,False,True,False,True
Document 5,False,False,False,False,False,False,True,False
Document 6,False,False,False,True,False,True,False,False
Document 7,False,False,True,False,False,True,False,False
Document 8,False,False,False,False,True,False,False,True
Document 9,True,False,False,False,False,True,True,False
Document 10,False,False,True,False,True,False,False,False
Document 11,False,False,True,False,False,True,False,False
Document 12,False,False,False,False,False,True,False,True
Document 13,False,False,True,False,False,True,False,False
Document 14,False,True,False,False,False,False,True,False
Document 15,True,False,False,False,False,False,False,True
Document 16,False,False,False,False,False,True,False,True
Document 17,False,True,False,False,True,False,False,False
Document 18,False,False,False,False,False,True,False,False
Document 19,False,False,True,False,False,True,False,False
Document 20,False,False,False,True,False,True,False,False
Document 21,False,False,False,True,False,True,False,False
Document 22,False,False,True,False,False,True,False,False
Document 23,False,False,True,False,False,True,False,False
Document 24,False,True,False,False,False,False,True,False
Document 25,False,False,False,False,False,True,True,False
Document 26,False,False,True,True,False,True,False,False
Document 27,False,True,False,True,False,False,True,False
Document 28,False,False,False,False,False,True,True,False
Document 29,False,False,False,False,False,True,True,True
Document 30,False,True,False,False,False,False,False,False
Document 31,False,False,True,False,False,True,False,False
Document 32,False,False,False,False,True,False,False,False
Document 33,False,False,False,False,True,True,False,False
Document 34,True,False,False,False,False,True,False,False
Document 35,False,True,True,False,False,False,False,False
Document 36,False,True,False,False,False,False,False,True
Document 37,True,False,False,False,False,True,False,False
Document 38,True,False,False,False,False,True,False,False
Document 39,True,False,False,False,False,True,False,False
Document 40,False,False,True,False,False,True,False,False
Document 41,False,False,True,True,False,False,False,False
Document 42,False,False,False,False,False,True,True,False
Document 43,False,False,True,False,False,False,False,False
Document 44,False,False,True,False,False,True,False,False
Document 45,False,False,False,False,True,False,False,False
Document 46,True,True,False,False,False,True,False,False
Document 47,False,True,False,False,False,True,False,False
Document 48,False,True,False,False,False,True,False,False
Document 49,False,False,True,False,False,True,False,False
Document 50,False,False,False,False,False,True,True,False
Document 51,False,False,True,False,False,True,False,False
Document 52,True,False,False,False,False,True,True,False
Document 53,True,False,False,False,False,False,False,True
Document 54,False,True,False,False,False,True,False,False
Document 55,False,True,False,False,False,False,False,False
Document 56,False,False,False,False,True,False,False,False
Document 57,False,False,False,False,False,True,False,True
Document 58,True,False,False,False,False,True,True,False
Document 59,False,False,False,False,False,False,True,False
Document 60,False,False,False,True,False,False,True,False
Document 61,False,False,False,False,False,True,False,True
Document 62,False,False,False,False,True,False,True,False
Document 63,False,False,False,True,False,True,False,False
Document 64,True,False,False,False,False,True,False,False
Document 65,False,False,False,False,False,True,False,False
Document 66,False,False,True,False,False,True,False,False
Document 67,False,False,False,False,False,True,True,False
Document 68,False,False,True,False,False,True,False,False
Document 69,True,False,False,False,False,True,False,False
Document 70,False,False,False,True,False,True,False,False
Document 71,False,False,False,True,False,False,False,True
Document 72,False,False,True,False,True,False,False,False
Document 73,False,False,False,False,False,True,False,False
Document 74,False,False,False,False,True,False,True,False
Document 75,True,False,False,False,False,True,False,False
Document 76,False,True,False,False,False,False,True,False
Document 77,False,False,False,False,False,True,False,True
Document 78,False,False,True,False,True,False,False,False
Document 79,False,False,False,True,False,True,False,True
Document 80,False,False,False,True,False,True,False,False
Document 81,False,True,True,False,False,False,False,False
Document 82,True,False,True,False,False,True,False,False
Document 83,True,False,False,False,False,True,False,True
Document 84,False,False,False,True,False,False,False,False
Document 85,False,False,False,True,False,False,False,False
Document 86,True,False,False,False,False,True,False,False
Document 87,False,False,False,False,False,True,False,False
Document 88,False,False,False,False,False,True,False,False
Document 89,True,False,False,False,False,False,False,False
Document 90,False,False,True,False,False,True,False,False
Document 91,False,False,True,False,False,True,False,False
Document 92,False,False,True,False,False,True,False,False
Document 93,False,False,False,False,False,True,False,False
Document 94,True,False,False,False,False,True,False,False
Document 95,False,False,False,False,False,True,False,False
Document 96,False,False,False,True,False,True,False,False
Document 97,False,False,True,False,False,True,True,False
Document 98,False,False,False,False,False,True,False,False
Document 99,True,False,False,False,False,True,False,False
Document 100,False,False,True,False,False,True,False,False
Document 101,False,False,False,False,False,True,False,False
Document 102,False,True,True,False,False,False,False,False
Document 103,False,False,False,True,False,True,False,False
Document 104,False,False,False,False,True,True,False,False
Document 105,False,True,True,False,False,True,False,False
Document 106,False,False,False,False,False,True,False,True
Document 107,False,False,False,True,False,True,False,False
Document 108,False,False,False,False,False,True,False,True
Document 109,False,False,True,False,False,True,False,False
Document 110,True,False,False,False,False,True,False,False
Document 111,False,True,False,True,False,False,False,False
Document 112,False,False,False,False,True,False,True,False
Document 113,False,False,False,False,False,True,False,False
Document 114,False,False,True,False,False,True,False,False
Document 115,False,False,False,True,False,True,False,False
Document 116,False,False,False,True,False,True,False,False
Document 117,False,False,False,False,False,True,False,True
Document 118,False,True,False,False,True,False,False,False
Document 119,True,False,False,False,False,False,True,False
Document 120,True,False,True,False,False,False,False,True
Document 121,False,False,False,False,False,True,False,True
Document 122,True,False,False,False,False,True,False,False
Document 123,False,False,True,False,False,True,False,False
Document 124,False,False,False,False,False,False,True,False
Document 125,True,False,False,False,False,False,True,False
Document 126,False,False,False,True,False,True,False,False
Document 127,False,False,False,False,False,True,False,False
Document 128,False,True,False,False,False,False,True,False
Document 129,False,False,True,False,False,True,True,False
Document 130,False,False,False,False,False,True,False,True
Document 131,False,False,True,False,False,True,True,False
Document 132,False,False,False,False,False,True,False,False
Document 133,True,False,False,False,False,True,False,False
Document 134,False,False,True,False,False,True,False,False
Document 135,True,False,False,True,False,True,False,False
Document 136,False,False,False,False,False,True,False,False
Document 137,True,False,False,False,False,False,False,True
Document 138,True,False,False,False,False,True,False,False
Document 139,False,False,False,False,False,True,False,True
Document 140,True,False,False,False,True,True,False,False
Document 141,False,False,False,True,False,False,False,False
Document 142,True,False,False,False,False,True,False,False
Document 143,False,False,False,True,False,True,False,False
Document 144,False,False,False,True,False,True,True,False
Document 145,False,False,True,False,False,True,False,False
Document 146,False,False,False,False,False,True,True,False
Document 147,True,False,False,False,False,True,False,False
Document 148,False,False,False,True,False,True,False,False
Document 149,False,False,False,True,False,True,False,False
Document 150,False,False,False,False,True,True,False,False
Document 151,False,False,True,False,False,True,False,False
Document 152,False,False,True,False,False,True,False,False
Document 153,False,False,False,False,True,True,False,True
Document 154,False,False,True,False,False,False,True,False
Document 155,False,False,False,True,False,False,False,False
Document 156,False,False,True,True,False,True,False,False
Document 157,False,True,True,False,False,False,False,False
Document 158,True,False,False,False,False,True,False,False
Document 159,False,False,True,True,False,True,False,False
Document 160,True,False,False,False,False,True,False,False
Document 161,False,False,True,False,True,True,False,False
Document 162,False,False,True,False,False,True,False,False
Document 163,False,False,True,False,False,True,False,False
Document 164,True,False,False,True,False,True,False,False
Document 165,False,False,False,False,True,True,False,False
Document 166,True,False,True,False,False,False,True,False
Document 167,False,False,False,False,False,True,False,True
Document 168,False,False,False,False,False,True,True,False
Document 169,False,True,True,False,False,False,False,False
Document 170,True,False,False,False,False,False,True,False
Document 171,True,False,True,False,False,True,False,False
Document 172,True,False,False,False,False,True,False,False
Document 173,False,False,True,False,False,True,False,False
Document 174,False,False,False,True,False,True,False,False
Document 175,False,False,False,True,True,False,False,False
Document 176,False,False,True,False,True,True,False,False
Document 177,False,False,False,True,False,True,False,False
Document 178,False,False,False,True,False,True,False,False
Document 179,False,False,False,False,False,True,False,True
Document 180,False,False,False,False,True,True,False,False
Document 181,True,False,False,False,False,True,False,False
Document 182,False,False,False,False,False,True,False,True
Document 183,False,False,True,False,False,True,True,False
Document 184,False,False,False,False,False,False,True,False
Document 185,False,False,False,True,False,True,False,False
Document 186,False,False,True,False,False,True,False,False
Document 187,False,False,True,False,True,False,False,False
Document 188,True,False,False,False,False,True,True,False
Document 189,True,False,False,False,False,True,True,False
Document 190,False,False,False,False,True,True,False,False
Document 191,False,False,False,False,False,True,False,False
Document 192,False,False,False,False,False,True,False,True
Document 193,True,False,False,False,False,True,False,False
Document 194,False,False,False,False,True,False,False,True
Document 195,False,False,False,False,False,False,True,False
Document 196,False,False,False,False,False,True,False,False
Document 197,False,False,True,False,False,True,False,False
Document 198,True,False,False,False,False,True,False,False
Document 199,True,False,False,True,False,False,False,False
Document 200,False,False,False,False,False,True,True,False
Document 201,False,False,True,False,False,True,False,False
Document 202,True,False,False,False,False,False,False,False
Document 203,True,False,False,False,False,True,True,False
Document 204,True,False,False,False,False,True,True,False
Document 205,True,False,False,False,False,False,True,False
Document 206,False,False,False,False,False,False,True,True
Document 207,True,False,True,False,True,False,False,False
Document 208,False,False,False,False,False,False,True,True
Document 209,False,False,False,False,False,True,True,True
Document 210,False,False,False,True,False,False,True,False
Document 211,False,False,True,False,False,True,False,False
Document 212,False,True,False,False,False,True,False,False
Document 213,False,False,True,False,False,True,False,False
Document 214,False,True,False,False,False,True,True,False
Document 215,True,False,True,False,False,True,False,False
Document 216,True,False,False,False,False,True,False,False
Document 217,False,False,True,False,False,False,False,False
Document 218,False,False,True,False,True,True,False,False
Document 219,False,False,False,False,False,True,False,False
Document 220,False,False,False,True,False,True,False,False
Document 221,False,False,True,False,False,True,True,False
Document 222,False,False,False,False,False,True,False,True
Document 223,True,False,False,False,False,True,False,False
Document 224,False,False,True,False,False,True,False,False
Document 225,False,True,False,False,False,False,True,False
Document 226,False,False,True,False,False,True,False,False
Document 227,False,False,False,True,False,False,False,True
Document 228,False,False,True,False,False,False,True,True
Document 229,False,False,True,False,False,True,False,False
Document 230,True,False,False,True,False,True,False,False
Document 231,False,False,False,False,False,True,False,True
Document 232,False,False,False,False,True,True,True,False
Document 233,False,True,False,False,False,True,False,True
Document 234,False,False,False,False,False,True,True,False
Document 235,False,False,True,False,True,False,False,False
Document 236,False,True,True,False,False,False,False,False
Document 237,True,False,False,True,False,False,False,False
Document 238,False,False,False,False,False,True,False,True
Document 239,False,False,True,True,False,True,False,False
Document 240,False,True,True,False,False,True,False,False
Document 241,True,False,False,False,False,False,True,False
Document 242,False,True,False,False,False,False,False,False
Document 243,False,False,True,False,False,True,False,False
Document 244,True,False,True,False,True,True,False,False
Document 245,True,False,False,False,False,True,False,False
Document 246,False,False,False,False,False,True,False,False
Document 247,False,False,False,False,False,True,False,True
Document 248,False,False,True,False,False,True,False,False
Document 249,False,False,False,False,False,True,False,True
Document 250,False,False,False,False,False,True,False,False
Document 251,False,False,False,False,False,True,False,True
Document 252,True,False,True,False,False,True,False,False
