,university,relationships,break ups,divorce,wedding,death,family,friendship,Dominant_Topic,Topic_Probability
Document 97,0.0,0.0,1.3,40.3,0.0,0.0,0.0,58.4,Topic 7,58.4
Document 98,0.0,0.0,0.0,0.0,0.0,0.0,24.7,75.3,Topic 7,75.3
Document 99,27.5,0.0,0.0,11.0,0.0,0.0,0.0,61.5,Topic 7,61.5
Document 100,0.0,0.0,32.9,0.0,0.2,9.7,0.0,57.2,Topic 7,57.2
Document 101,26.1,0.0,0.0,0.0,15.7,0.0,0.0,58.2,Topic 7,58.2
Document 102,0.0,25.3,32.6,0.0,0.0,9.7,0.0,32.3,Topic 2,32.6
Document 103,0.0,0.0,1.8,0.0,0.0,35.2,7.9,55.2,Topic 7,55.2
Document 104,0.0,0.0,2.5,0.0,6.3,10.2,45.6,35.4,Topic 6,45.6
Document 105,0.0,0.0,43.0,0.0,25.1,0.0,0.0,31.8,Topic 2,43.0
Document 106,0.0,0.0,9.8,12.2,0.0,0.0,0.0,78.0,Topic 7,78.0
Document 107,36.9,0.0,18.4,0.0,0.0,0.0,0.0,44.6,Topic 7,44.6
Document 108,0.0,0.0,0.0,0.0,13.0,0.0,0.0,87.0,Topic 7,87.0
Document 109,0.0,0.0,43.5,0.0,1.7,0.0,0.0,54.8,Topic 7,54.8
Document 110,0.0,0.0,0.0,23.0,18.9,0.0,0.0,58.1,Topic 7,58.1
Document 111,0.0,33.6,13.1,0.0,0.0,38.7,0.0,14.6,Topic 5,38.7
Document 112,0.0,46.4,0.0,0.0,24.7,0.0,0.4,28.5,Topic 1,46.4
Document 113,2.5,0.0,0.0,0.0,0.0,0.0,20.8,76.7,Topic 7,76.7
Document 114,0.0,0.0,37.4,0.0,0.0,0.0,0.0,62.6,Topic 7,62.6
Document 115,0.0,22.9,0.0,0.0,0.0,38.8,0.0,38.3,Topic 5,38.8
Document 116,0.0,0.0,0.0,11.8,0.0,46.7,0.0,41.5,Topic 5,46.7
Document 117,0.0,0.0,0.0,23.0,0.0,0.0,0.0,77.0,Topic 7,77.0
Document 118,1.9,72.4,0.0,0.0,10.6,0.2,0.0,14.9,Topic 1,72.4
Document 119,0.0,38.9,0.0,42.7,0.0,0.0,0.0,18.4,Topic 3,42.7
Document 120,35.0,0.0,4.7,11.9,20.3,0.0,0.0,28.0,Topic 0,35.0
Document 121,1.5,0.0,0.0,0.0,0.0,0.0,0.0,98.5,Topic 7,98.5
Document 122,45.9,0.0,0.0,8.8,0.0,0.0,0.0,45.3,Topic 0,45.9
Document 123,0.0,0.0,38.1,12.0,0.0,0.0,0.0,49.9,Topic 7,49.9
Document 124,0.0,24.8,0.0,42.3,0.0,0.0,0.0,32.9,Topic 3,42.3
Document 125,0.0,62.3,0.0,0.0,0.0,0.0,0.0,37.7,Topic 1,62.3
Document 126,0.0,0.0,0.0,0.0,0.0,21.9,0.0,78.1,Topic 7,78.1
Document 127,0.0,0.0,0.0,0.0,0.0,0.0,10.3,89.7,Topic 7,89.7
Document 128,0.0,47.7,0.0,8.2,19.3,0.1,7.9,16.7,Topic 1,47.7
Document 129,0.0,17.8,17.2,0.0,0.0,0.0,29.0,36.0,Topic 7,36.0
Document 130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 131,0.0,0.0,51.9,0.0,0.0,0.0,0.0,48.0,Topic 2,51.9
Document 132,0.0,0.0,0.0,17.0,0.0,0.0,0.0,83.0,Topic 7,83.0
Document 133,0.0,0.0,0.0,12.8,10.5,7.0,18.3,51.4,Topic 7,51.4
Document 134,0.0,0.0,38.4,17.5,20.7,0.0,0.0,23.4,Topic 2,38.4
Document 135,0.0,0.0,0.0,23.0,0.0,14.6,0.0,62.4,Topic 7,62.4
Document 136,0.0,0.0,12.4,10.0,1.1,0.0,0.0,76.4,Topic 7,76.4
Document 137,8.3,0.0,33.1,0.0,0.0,0.0,0.0,58.6,Topic 7,58.6
Document 138,0.0,19.3,0.0,0.0,0.0,0.0,0.0,80.6,Topic 7,80.6
Document 139,0.0,0.0,0.0,15.6,0.0,0.0,0.0,84.4,Topic 7,84.4
Document 140,2.4,0.0,0.0,35.3,0.0,0.0,0.0,62.3,Topic 7,62.3
Document 141,0.0,0.0,0.0,0.0,0.0,73.5,0.0,26.4,Topic 5,73.5
Document 142,0.0,0.0,16.8,0.0,24.8,9.8,0.0,48.6,Topic 7,48.6
Document 143,0.0,0.0,0.0,0.0,7.6,29.9,0.0,62.5,Topic 7,62.5
Document 144,0.0,35.5,0.0,0.0,0.1,32.1,0.0,32.4,Topic 1,35.5
Document 145,0.0,0.0,43.4,0.0,0.0,0.0,0.0,56.6,Topic 7,56.6
Document 146,0.0,13.3,0.0,0.0,0.0,0.0,24.1,62.6,Topic 7,62.6
Document 147,28.3,0.0,0.0,8.4,0.0,0.0,15.6,47.7,Topic 7,47.7
Document 148,0.0,0.1,21.9,0.0,0.0,40.7,0.0,37.3,Topic 5,40.7
Document 149,0.0,0.0,0.1,0.0,0.0,42.6,0.0,57.3,Topic 7,57.3
Document 150,0.0,1.7,10.8,0.0,0.0,16.0,27.6,43.9,Topic 7,43.9
Document 151,0.0,7.6,18.0,8.4,24.4,0.0,0.0,41.6,Topic 7,41.6
Document 152,0.0,0.0,35.4,0.0,3.6,0.0,0.0,61.0,Topic 7,61.0
Document 153,0.0,0.0,0.0,1.4,0.0,39.9,0.0,58.7,Topic 7,58.7
Document 154,0.0,48.1,23.0,0.0,0.0,0.0,0.0,28.9,Topic 1,48.1
Document 155,0.0,8.0,0.0,0.0,1.6,55.4,0.0,35.0,Topic 5,55.4
Document 156,0.0,0.0,32.9,7.8,0.0,16.2,0.0,43.0,Topic 7,43.0
Document 157,0.0,0.2,11.8,0.0,27.8,32.9,0.0,27.2,Topic 5,32.9
Document 158,0.0,0.0,0.0,35.8,0.0,7.4,0.0,56.8,Topic 7,56.8
Document 159,11.8,0.0,23.2,0.0,0.0,14.6,0.0,50.3,Topic 7,50.3
Document 160,11.4,0.0,0.3,10.5,26.8,0.0,0.0,51.0,Topic 7,51.0
Document 161,0.0,0.0,15.1,0.0,0.0,0.0,46.9,37.9,Topic 6,46.9
Document 162,0.0,0.0,47.5,0.0,2.7,0.0,0.0,49.8,Topic 7,49.8
Document 163,0.0,0.0,40.0,0.0,0.0,0.6,0.0,59.4,Topic 7,59.4
Document 164,33.3,0.0,9.7,4.7,0.0,0.0,0.0,52.2,Topic 7,52.2
Document 165,0.0,1.5,33.9,0.2,0.0,0.0,0.0,64.4,Topic 7,64.4
Document 166,15.5,14.1,11.5,44.7,0.0,0.0,0.0,14.1,Topic 3,44.7
Document 167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Topic 7,100.0
Document 168,0.0,41.9,4.0,0.0,0.0,0.0,23.6,30.4,Topic 1,41.9
Document 169,0.0,0.0,25.1,0.0,40.5,0.0,0.0,34.3,Topic 4,40.5
Document 170,10.3,21.7,0.0,26.7,0.0,0.0,0.0,41.3,Topic 7,41.3
Document 171,0.0,0.0,0.0,24.1,16.1,0.0,4.7,54.9,Topic 7,54.9
Document 172,0.0,9.5,0.0,33.4,0.0,0.0,0.0,57.1,Topic 7,57.1
Document 173,0.0,0.0,37.1,4.9,0.0,0.0,0.0,57.9,Topic 7,57.9
Document 174,4.3,0.0,3.4,0.0,0.0,36.0,17.1,39.1,Topic 7,39.1
Document 175,0.0,0.0,7.1,0.0,0.0,47.2,0.0,45.7,Topic 5,47.2
Document 176,0.0,0.0,29.7,0.0,0.0,21.3,0.0,49.0,Topic 7,49.0
Document 177,2.3,0.0,5.5,40.9,0.0,19.5,0.0,31.8,Topic 3,40.9
Document 178,33.9,0.0,0.0,0.0,0.0,8.1,0.0,58.0,Topic 7,58.0
Document 179,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,Topic 7,98.0
Document 180,23.7,3.3,11.2,11.9,7.6,9.0,0.0,33.2,Topic 7,33.2
Document 181,0.0,0.0,0.0,17.8,0.0,2.8,0.0,79.4,Topic 7,79.4
Document 182,0.0,0.0,10.9,0.0,12.0,0.0,0.0,77.1,Topic 7,77.1
Document 183,9.2,0.0,11.5,0.0,0.0,0.0,28.4,50.9,Topic 7,50.9
Document 184,0.0,90.3,0.0,0.6,0.0,9.0,0.0,0.0,Topic 1,90.3
Document 185,31.9,0.0,0.0,0.0,0.0,13.8,0.0,54.3,Topic 7,54.3
Document 186,10.6,0.0,26.6,16.2,0.0,0.0,0.0,46.6,Topic 7,46.6
Document 187,0.0,0.1,21.0,0.0,46.0,8.0,0.0,24.9,Topic 4,46.0
Document 188,0.1,20.2,19.5,0.0,0.0,46.1,3.6,10.5,Topic 5,46.1
Document 189,0.0,0.0,0.0,11.3,0.0,0.0,25.4,63.3,Topic 7,63.3
Document 190,0.0,0.0,0.0,0.0,0.0,12.9,54.5,32.5,Topic 6,54.5
Document 191,0.0,0.0,0.0,8.2,29.5,0.0,0.0,62.3,Topic 7,62.3
Document 192,15.2,0.0,0.0,12.7,0.0,0.0,0.0,72.1,Topic 7,72.1
Document 193,0.4,0.0,15.7,17.5,0.0,0.0,0.0,66.3,Topic 7,66.3
Document 194,0.0,10.8,0.0,36.3,0.0,16.0,0.0,36.8,Topic 7,36.8
Document 195,0.0,65.6,20.4,0.0,0.0,0.0,0.0,14.0,Topic 1,65.6
Document 196,0.0,0.0,0.0,0.0,0.0,19.3,0.0,80.7,Topic 7,80.7
Document 197,0.0,22.3,22.5,0.0,0.0,3.6,0.0,51.5,Topic 7,51.5
Document 198,11.8,0.0,1.2,24.7,0.0,0.0,0.0,62.4,Topic 7,62.4
Document 199,19.6,2.6,0.0,0.0,0.0,27.5,0.0,50.2,Topic 7,50.2
Document 200,0.0,4.8,11.3,14.8,9.8,0.0,26.6,32.7,Topic 7,32.7
Document 201,0.0,0.0,38.6,8.3,0.0,0.0,0.0,53.0,Topic 7,53.0
Document 202,0.0,0.0,19.1,39.8,0.0,0.0,0.0,41.1,Topic 7,41.1
Document 203,0.0,0.0,0.0,36.9,0.0,0.0,2.6,60.5,Topic 7,60.5
Document 204,0.0,0.0,0.0,53.2,0.0,11.8,0.0,35.0,Topic 3,53.2
Document 205,0.2,33.5,0.1,45.4,0.0,0.0,20.8,0.0,Topic 3,45.4
Document 206,0.0,0.0,0.0,62.7,0.0,0.0,0.0,37.2,Topic 3,62.7
Document 207,18.7,0.0,52.3,0.0,0.0,0.1,0.0,28.9,Topic 2,52.3
Document 208,0.0,0.2,0.0,0.0,24.1,0.0,30.7,45.0,Topic 7,45.0
Document 209,0.0,33.2,0.0,0.0,0.0,0.0,0.0,66.8,Topic 7,66.8
Document 210,0.0,0.0,0.0,49.5,0.0,30.4,0.0,20.0,Topic 3,49.5
Document 211,0.0,0.0,63.8,0.0,0.0,0.0,0.0,36.2,Topic 2,63.8
Document 212,0.0,37.7,0.2,0.0,35.2,0.0,0.0,26.9,Topic 1,37.7
Document 213,0.0,0.0,38.9,0.0,0.0,0.0,20.9,40.1,Topic 7,40.1
Document 214,0.0,41.1,0.0,0.0,35.4,0.0,0.0,23.5,Topic 1,41.1
Document 215,0.0,11.3,14.2,0.1,0.0,0.0,0.0,74.4,Topic 7,74.4
Document 216,0.0,0.0,0.0,30.5,0.0,0.0,0.0,69.5,Topic 7,69.5
Document 217,0.0,0.0,10.6,32.0,0.0,16.9,0.0,40.4,Topic 7,40.4
Document 218,0.0,0.1,13.3,0.0,0.0,21.5,3.5,61.6,Topic 7,61.6
Document 219,0.0,0.0,0.0,0.0,0.0,0.5,12.2,87.4,Topic 7,87.4
Document 220,0.0,0.0,0.0,0.3,0.0,48.1,0.0,51.5,Topic 7,51.5
Document 221,0.0,0.0,0.0,0.0,36.6,0.0,12.7,50.6,Topic 7,50.6
Document 222,0.0,4.7,0.0,0.0,6.8,11.3,0.1,77.2,Topic 7,77.2
Document 223,14.8,14.0,0.0,21.2,0.0,0.0,9.0,41.0,Topic 7,41.0
Document 224,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9,Topic 7,99.9
Document 225,0.0,79.2,0.0,0.0,9.6,0.0,0.0,11.2,Topic 1,79.2
Document 226,0.0,0.0,48.4,0.0,0.0,0.0,0.0,51.6,Topic 7,51.6
Document 227,0.0,0.0,0.0,0.0,0.0,40.3,0.0,59.7,Topic 7,59.7
Document 228,40.0,54.7,0.1,5.1,0.0,0.0,0.0,0.0,Topic 1,54.7
Document 229,0.0,0.0,0.0,0.0,0.0,0.0,36.7,63.3,Topic 7,63.3
Document 230,0.0,0.0,4.8,36.3,0.0,21.9,0.0,37.0,Topic 7,37.0
Document 231,11.7,0.0,23.1,0.0,5.7,0.0,0.0,59.4,Topic 7,59.4
Document 232,0.0,19.8,0.1,0.0,0.0,50.1,0.0,29.9,Topic 5,50.1
Document 233,0.0,0.0,4.8,0.0,41.5,0.0,0.0,53.6,Topic 7,53.6
Document 234,0.0,0.1,24.6,2.2,0.0,4.6,0.0,68.4,Topic 7,68.4
Document 235,0.0,0.1,75.7,0.1,0.0,0.0,0.0,24.1,Topic 2,75.7
Document 236,0.0,3.5,20.9,0.0,0.0,0.0,50.6,25.0,Topic 6,50.6
Document 237,20.1,2.0,0.0,0.0,0.0,31.8,0.6,45.5,Topic 7,45.5
Document 238,0.0,0.0,0.0,0.0,37.0,0.0,0.0,63.0,Topic 7,63.0
Document 239,0.0,0.0,16.9,0.0,0.0,35.1,0.0,48.1,Topic 7,48.1
Document 240,0.0,2.7,24.4,0.0,10.6,0.0,24.5,37.8,Topic 7,37.8
Document 241,0.0,0.1,5.8,27.0,0.0,12.1,28.5,26.5,Topic 6,28.5
Document 242,0.0,0.0,0.0,0.0,52.8,0.0,0.0,47.2,Topic 4,52.8
Document 243,0.0,0.0,33.5,0.0,0.0,7.7,0.0,58.7,Topic 7,58.7
Document 244,0.0,0.0,53.9,0.1,0.0,0.0,0.0,46.0,Topic 2,53.9
Document 245,0.0,0.0,0.0,33.6,0.0,0.0,0.0,66.4,Topic 7,66.4
Document 246,1.8,0.0,0.0,0.0,0.0,0.5,5.3,92.4,Topic 7,92.4
Document 247,0.0,0.0,0.0,7.6,6.2,0.0,30.3,55.9,Topic 7,55.9
Document 248,0.0,9.9,15.8,0.0,1.1,7.1,0.0,66.0,Topic 7,66.0
Document 249,0.0,0.0,0.0,44.0,0.0,0.0,0.0,56.0,Topic 7,56.0
Document 250,35.1,0.0,0.0,0.0,0.0,0.0,0.0,64.9,Topic 7,64.9
Document 251,0.0,0.0,0.0,5.8,0.0,13.5,0.0,80.7,Topic 7,80.7
Document 252,0.0,0.0,9.1,36.1,0.0,0.0,0.0,54.8,Topic 7,54.8
Document 253,0.0,0.0,33.5,0.0,0.0,7.0,0.0,59.4,Topic 7,59.4
Document 254,0.0,22.9,11.4,40.7,0.2,4.0,0.0,20.8,Topic 3,40.7
Document 255,0.0,3.6,15.0,0.0,2.1,40.5,0.0,38.7,Topic 5,40.5
Document 256,0.0,0.0,28.0,0.1,0.0,4.3,0.0,67.6,Topic 7,67.6
Document 257,20.9,0.0,0.0,4.7,0.0,14.7,0.0,59.7,Topic 7,59.7
Document 258,0.0,0.0,64.8,0.0,0.0,0.0,0.0,35.2,Topic 2,64.8
Document 259,0.0,0.0,0.0,0.0,0.0,24.5,0.0,75.5,Topic 7,75.5
Document 260,0.0,28.7,20.5,18.9,3.2,0.0,0.2,28.6,Topic 1,28.7
Document 261,0.0,33.4,0.0,0.0,11.8,0.0,17.6,37.2,Topic 7,37.2
Document 262,0.0,5.0,0.0,15.0,0.0,12.2,15.9,51.9,Topic 7,51.9
Document 263,0.0,0.0,46.6,0.0,0.7,0.0,0.0,52.6,Topic 7,52.6
Document 264,0.0,53.7,0.0,0.0,0.0,1.0,0.0,45.2,Topic 1,53.7
Document 265,14.3,0.1,0.0,6.2,22.2,0.0,0.0,57.2,Topic 7,57.2
Document 266,0.0,0.0,0.0,0.0,6.6,0.0,31.3,62.1,Topic 7,62.1
Document 267,0.0,0.0,0.0,0.0,7.2,44.3,0.0,48.5,Topic 7,48.5
Document 268,0.0,18.9,35.4,0.1,0.0,0.0,8.4,37.2,Topic 7,37.2
Document 269,44.3,0.0,0.0,0.1,0.0,0.0,0.0,55.5,Topic 7,55.5
Document 270,0.0,0.1,0.0,23.7,4.3,16.5,0.0,55.4,Topic 7,55.4
Document 271,0.0,18.3,0.0,0.0,5.4,0.0,0.0,76.3,Topic 7,76.3
Document 272,0.0,3.6,0.0,11.3,0.0,0.0,20.6,64.5,Topic 7,64.5
Document 273,0.0,15.1,12.7,28.7,0.0,7.4,0.0,36.0,Topic 7,36.0
Document 274,0.0,0.1,0.0,39.0,0.0,0.0,21.9,39.0,Topic 3,39.0
Document 275,0.0,18.5,0.0,13.3,10.8,0.0,0.0,57.4,Topic 7,57.4
Document 276,0.0,0.0,0.0,0.0,28.8,0.0,0.0,71.2,Topic 7,71.2
Document 277,0.0,0.0,0.0,0.0,41.3,0.0,0.0,58.7,Topic 7,58.7
Document 278,0.0,1.1,10.7,18.0,0.0,45.0,0.0,25.2,Topic 5,45.0
Document 279,0.0,0.4,23.4,18.8,0.0,0.0,11.5,45.8,Topic 7,45.8
Document 280,0.0,15.8,7.4,0.0,0.0,6.2,12.6,58.0,Topic 7,58.0
Document 281,0.0,0.0,0.0,0.0,39.3,0.0,0.0,60.7,Topic 7,60.7
Document 282,23.7,28.7,0.0,0.0,0.0,8.2,0.0,39.3,Topic 7,39.3
Document 283,0.0,0.0,0.0,0.0,0.0,45.2,0.0,54.8,Topic 7,54.8
Document 284,0.0,36.5,0.0,41.7,0.0,0.0,0.0,21.8,Topic 3,41.7
Document 285,20.3,0.0,0.0,0.0,0.0,9.2,0.0,70.5,Topic 7,70.5
Document 286,0.0,0.0,0.0,1.0,17.0,0.0,0.0,81.8,Topic 7,81.8
Document 287,0.0,25.1,0.0,0.0,0.0,0.0,0.0,74.8,Topic 7,74.8
Document 288,0.0,0.0,60.2,0.0,0.0,0.0,0.0,39.8,Topic 2,60.2
Document 289,0.0,46.9,0.0,29.8,6.9,0.0,0.0,16.4,Topic 1,46.9
Document 290,0.0,0.0,44.0,0.0,0.0,0.0,0.0,55.9,Topic 7,55.9
Document 291,0.0,51.2,26.0,0.0,0.0,0.0,4.9,17.9,Topic 1,51.2
Document 292,13.2,0.0,0.0,0.1,0.0,0.0,0.0,86.7,Topic 7,86.7
Document 293,0.0,0.0,0.0,0.0,3.1,22.1,0.0,74.9,Topic 7,74.9
Document 294,0.0,0.0,0.0,0.0,0.0,0.0,30.5,69.5,Topic 7,69.5
